RawParagraph,RespAPrediction
"Στη Διεύθυνση του Ιδρύματος, προΐσταται ο Διευθυ- ντής-ντρια που διευθύνει τις υπηρεσίες, δίνοντας προς αυτές τις απαιτούμενες κατευθύνσεις και εντολές, των οποίων ελέγχει την εφαρμογή.",RespA
"Ασκεί τα από τον νόμο ή από εξουσιοδότηση καθήκο- ντα που του-της ανατίθενται από τον Πρόεδρο ή το Δ.Σ. και εισηγείται για θέματα γενικής υπηρεσιακής φύσεως. Συντονίζει την συνεργασία των υπηρεσιών του Ιδρύ- ματος, για την μελέτη και υλοποίηση του ετήσιου κοινωνικού σχεδιασμού και γενικά συνδράμει τον Πρόεδρο και το Δ.Σ. στην εποπτεία, προγραμματισμό, εκσυγχρονισμό και μεγιστοποίηση της απόδοσης και παραγωγικότητας του έργου του Ιδρύματος.",RespA
"Ασκεί γενική Διοικητική εποπτεία σε όλο το προσωπι-
κό (τακτικό - αορίστου - εποχιακό) δίνοντας σ’ αυτό τις
κατάλληλες οδηγίες και εντολές για την εφαρμογή των
Νόμων και των αποφάσεων του Δ.Σ. και του Προέδρου.",RespA
"Υπογράφει τα χρηματικά εντάλματα, τις μισθοδοτικές καταστάσεις, τις εντολές για προμήθειες, μονογράφει κάθε γραπτή ενέργεια του Ιδρύματος πριν την υπογράψει ο Πρόεδρος, παραλαμβάνει, αποσφραγίζει, χαρακτηρίζει και μονογράφει την προς τον Οργανισμό, απευθυνόμενη αλληλογραφία και την διανέμει στα αρμόδια τμήματα και γραφεία μέσω του πρωτοκόλλου.",RespA
"Συντάσσει σε συνεργασία με τον Πρόεδρο και το Γρα- φείο του Δ.Σ. την ημερήσια διάταξη, εισηγείται σε συ- νεργασία με τα άλλα τμήματα και γραφεία θέματα της αρμοδιότητάς τους.",RespA
"Εφαρμόζει σε συνεργασία με τον Πρόεδρο το πειθαρ- χικό δίκαιο, παρακολουθεί την λειτουργία των τμημάτων του Ιδρύματος, ενημερώνει τον Πρόεδρο και το Δ.Σ. για τις υποχρεώσεις και τα καθήκοντα του προσωπικού, όπως ορίζονται από τις διατάξεις που διέπουν τους OTA και δεν συμπεριλαμβάνονται στον παρόντα Ο.Ε.Υ.",RespA
Είναι υπεύθυνος-η για το αρχείο της ακίνητης περιου- σίας και συνεργάζεται με τον Πρόεδρο και το Γραφείο Νομικών Υποθέσεων για την αξιοποίησή της. Μεριμνά για την τεχνική παρέμβαση στις κτιριακές εγκαταστάσεις και την σύνταξη μελετών.,RespA
Β1. ΤΜΗΜΑ ΔΙΟΙΚΗΤΙΚΩΝ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗ- ΡΕΣΙΩΝ,Non-RespA
"Προΐσταται τμηματάρχης που εποπτεύει και συντονίζει τα Διοικητικά και Οικονομικά θέματα, ασκώντας όλες τις αρμοδιότητες και τα καθήκοντα που προβλέπονται από νόμους ή τον παρόντα Κανονισμό. Μεριμνά για την καλή λειτουργία των Γραφείων του Τμήματος. Μεριμνά για τα παρακάτω θέματα:",RespA
Α) Διοικητικές Υπηρεσίες:,Non-RespA
- Εισηγείται στη Διεύθυνση τα θέματα του τμήματος για Δ.Σ. και Ε.Ε.,RespA
"- Τηρεί τα βιβλία πρακτικών των συνεδριάσεων, την σύνταξη των αποφάσεων, την διεκπεραίωση αυτών και την αρχειοθέτησή τους.",RespA
- Λειτουργεί την Γραμματεία με την πρωτοκόλληση,RespA
"-διεκπεραίωση των εγγράφων, της αλληλογραφίας και την αρχειοθέτηση.",RespA
"- Τη διαχείριση του ανθρώπινου δυναμικού, την σύ- νταξη σχετικών αποφάσεων (αδειών, κατατάξεων Μ.Κ.- βαθμολογικών, μονιμοποιήσεων, τοποθετήσεων, απο- σπάσεων, μετατάξεων, πειθαρχικών υποθέσεων κ.λπ.).",RespA
"- Την σύνταξη προκηρύξεων, προσλήψεων, απολύσε- ων και οποιοδήποτε σχετικό έγγραφο του ΣΕΠΕ.",RespA
- Δίνει οδηγίες για την έκδοση της μισθοδοσίας και την υπογραφή των μισθολογικών καταστάσεων.,RespA
- Συνεργάζεται με τον Διευθυντή-ντρια για τις τροπο- ποιήσεις του Ο.Ε.Υ. και τις προσαρμογές του στις ισχύ- ουσες διατάξεις.,RespA
- Ενημερώνει το προσωπικό του τμήματος για την κεί- μενη νομοθεσία που εφαρμόζεται στους OTA.,RespA
- Φροντίζει για την εκπαίδευση του προσωπικού.,RespA
- Μελετά και εισηγείται τη λήψη μέτρων για την βελτί- ωση της λειτουργίας του Ιδρύματος και συνεργάζεται με τη Διεύθυνση για την τεχνική παρέμβαση στις κτιριακές εγκαταστάσεις και την σύνταξη μελετών όπου αυτό είναι απαραίτητο.,RespA
Β) Οικονομικές Υπηρεσίες:,Non-RespA
- Ασκεί όλες τις αρμοδιότητες και τα καθήκοντα που προβλέπονται από νόμους ή τον παρόντα Κανονισμό.,RespA
"- Εισηγείται τον ετήσιο Προϋπολογισμό, Απολογισμό, Ισολογισμό.",RespA
"- Εισηγείται θέματα που αφορούν προμήθειες, δια- γωνισμούς.",RespA
"- Μεριμνά για την σωστή λειτουργία του γραφείου λο- γιστηρίου, γραφείου προμηθειών και την τήρηση των λογιστικών βιβλίων και στοιχείων του Οργανισμού.",RespA
- Πραγματοποιεί τον έλεγχο των παραστατικών για την πραγματοποίηση των πληρωμών,RespA
- Τηρεί την κείμενη νομοθεσία περί διαχείρισης και οργάνωσης των αρχείων,RespA
- Αποστέλλει στο Ελεγκτικό Συνέδριο όλα τα απαραίτη- τα έγγραφα/δικαιολογητικά/παραστατικά για τον έλεγχο νομιμότητας των απολογισμών.,RespA
"- Συνεργάζεται με τον Ταμία και για την είσπραξη των τακτικών και εκτάκτων εσόδων, την εξόφληση οφειλών του Ιδρύματος.",RespA
"- Γραφείο Διοικητικού/Γραμματείας Τηρεί το πρωτόκολλο,διεκπεραιώνει την αλληλογρα- φία, αρχειοθετεί σε φακέλους τα εισερχόμενα και εξερχό- μενα έγγραφα, πραγματοποιεί αναρτήσεις στη ΔΙΑΥΓΕΙΑ, συντάσσει έγγραφα της Διεύθυνσης και του τμήματος.",RespA
"- Γραφείο Προσωπικού Τηρεί ενημερωμένους ατομικούς φακέλους για όλο το προσωπικό, καθώς και για τους συνταξιούχους. Διεξάγει όλες τις υπηρεσιακές υποθέσεις που αφορούν θέματα του τακτικού, του με σχέση εργασίας ιδιωτικού δικαίου αορίστου και ορισμένου χρόνου προσωπικού του Οργανισμού, καθώς και τους απασχολουμένους με ανάθεση έργου ήτοι: τους διορισμούς, τις μεταβολές υπηρεσιακής κατάστασης του προσωπικού, τη χορήγη- ση αδειών, τη λύση της εργασιακής σχέσης κ.λπ. Παρακολουθεί την εφαρμογή του Ο.Ε.Υ. και την κατα- νομή του προσωπικού στις αντίστοιχες θέσεις. Επιμε- λείται την διενέργεια διαγωνισμών και την εφαρμογή κάθε άλλης νόμιμης διαδικασίας για τις προσλήψεις του προσωπικού.",RespA
"- Γραφείο Διοικητικού Συμβουλίου Σε συνεργασία με τον Πρόεδρο και τον Δ/ντή-ντρια συντάσσει την ημερήσια διάταξη των προς συζήτηση θεμάτων του Δ.Σ. και την κοινοποιεί στους Συμβούλους, σύμφωνα με τις διατάξεις του Δ.Κ.Κ. μαζί με τις απαιτού- μενες εισηγήσεις. Τηρεί τα πρακτικά των συνεδριάσεων του Δ.Σ. καταχω- ρεί τα πρακτικά στο βιβλίο του Δ.Σ. και στο επόμενο Δ.Σ. φροντίζει για την υπογραφή τους από τους Συμβούλους. Υποβάλλει αντίγραφα των λαμβανομένων αποφάσεων του Δ.Σ. στην αρμόδια για τον έλεγχο Διοικητική Αρχή,τηρεί ευρετήριο αποφάσεων καθώς των πράξεων της Διοικητικής Αρχής που αφορούν την έγκριση ή έλεγχο νομιμότητας των αποφάσεων αυτών και κοινοποιεί τιςαποφάσεις του Δ.Σ. προς τα αρμόδια τμήματα και υπη-ρεσίες για εκτέλεση.",RespA
- Γραφείο Μισθοδοσίας,Non-RespA
"Εκτελεί τις αποφάσεις του Γραφείου Προσωπικού που αφορούν αυξήσεις, ωριμάνσεις, άδειες, περικοπές και ότι άλλο έχει σχέση με το προσωπικό, μόνιμο, αορίστου και έκτακτο.
",RespA
Συντάσσει παραστατικά στοιχεία πληρωμής όλου του τακτικού προσωπικού. Συντάσσει τις μισθοδοτικές κατα- στάσεις και ελέγχει γενικά τα μισθοδοτικά τους θέματα.,RespA
Ενημερώνει το μηχανογραφικό πρόγραμμα μισθοδο- σίας και προσωπικού με τα ατομικά μισθολογικά στοιχεία των εργαζομένων.,RespA
"Φροντίζει για την εκκαθάριση των μισθοδοτικών κατα- στάσεων (ταμεία εργαζομένων, δάνεια, εξαγορές κ.λπ.).",RespA
Συντάσσει τις βεβαιώσεις αποδοχών του προσωπικού για την Εφορία και παραδίδει στο τέλος κάθε χρόνου την οριστική δήλωση αποδοχών στην Δ.Ο.Υ.,RespA
Τηρεί αρχείο για όλες τις μισθοδοσίες του προσωπικού παρελθόντων ετών.,RespA
- Γραφείο Λογιστηρίου,Non-RespA
"α) Τηρεί τα λογιστικά και διαχειριστικά βιβλία και τα λοιπά βοηθητικά βιβλία που καθορίζουν οι διατάξεις για την οικονομική διοίκηση και το λογιστικό των Δήμων και Κοινοτήτων, καθώς και τις απορρέουσες εργασίες.",RespA
β) Παρακολουθεί τις πιστώσεις του προϋπολογισμού (έσοδα - έξοδα) και έγκαιρα εισηγείται για την ενίσχυση των πιστώσεων που είναι σε ανεπάρκεια και γενικά δια- τυπώνει προ- βλέψεις για τα αποτελέσματα της εκτέλε- σης του και εισηγείται για τυχόν συγκράτηση δαπανών.,RespA
"γ) Τηρεί ιδιαίτερο φάκελο για κάθε κεφάλαιο του προϋ- πολογισμού εσόδων - εξόδων που περιλαμβάνει και τις σχετικές διατάξεις (νόμους, διατάγματα, αποφάσεις κ.λπ.).",RespA
"δ) Καταρτίζει και υποβάλλει στον Πρόεδρο, το Δ.Σ. και το Ελεγκτικό Συνέδριο τους ετήσιους λογαριασμούς διαχείρισης των εσόδων και εξόδων του Οργανισμού.",RespA
ε) Τηρεί βιβλίο πιστωτών του Οργανισμού.,RespA
στ) Συντάσσει τον Απολογισμό του Οργανισμού και τον υποβάλλει στον-στην υπεύθυνο-η Τμηματάρχη προκει- μένου να εγκριθεί από το Δ.Σ. και το Δημοτικό Συμβούλιο.,RespA
"ζ) Παρακολουθεί τα έσοδα του Οργανισμού που προ- έρχονται από τις επιχορηγήσεις του Δήμου Ρόδου, ή άλλων φορέων του Δημοσίου ή ιδιωτών, τις εισπράξεις από τους Παιδικούς Σταθμούς και το Κέντρο Παροχής Συμβουλευτικών Υπηρεσιών και ενημερώνει τον-την Τμηματάρχη για την πορεία των εσόδων - εξόδων.\",RespA
η) Τηρεί την εφαρμογή του διπλογραφικού λογιστικού συστήματος και του δημόσιου λογιστικού.,RespA
"θ) Παρακολουθεί και συντάσσει όλα τα σχετικά έγγρα- φα τα σχετιζόμενα με την Δ.Ο.Υ., Δημόσιο, ΙΚΑ, Ταμεία κ.λπ.",RespA
-Γραφείο Προμηθειών διαχείρισης υλικών και Αποθή-κης,Non-RespA
"α) Το Γραφείο Προμηθειών έχει γενικό αντικείμενο την τήρηση των σχετικών διαδικασιών για την προμή-θεια των απαιτούμενων υλικών για την λειτουργία τηςυπηρεσίας, την προμήθεια μηχανημάτων, επίπλων και παγίων στοιχείων του Οργανισμού, την προμήθεια των τροφίμων των Παιδικών σταθμών, του συσσιτίου κ.λπ.",RespA
β) Εισηγείται τη εκποίηση ή καταστροφή του άχρη-στου υλικού.,RespA
"γ) Μεριμνά για την παραλαβή, τον έλεγχο, την αποθή-κευση, φύλαξη και συντήρηση των υλικών και εφοδίων με τρόπο ώστε να εξασφαλίζεται η καλή και αποδοτική λειτουργία της υπηρεσίας. Καταρτίζει πρόγραμμα ορ-θολογιστικής διαχείρισης της αποθήκης. Επιμελείται της διαδικασίας εισαγωγής και εξαγωγής υλικών από την αποθήκη και την διακίνησή τους με τα απαραίτητα πα-ραστατικά και με συγκροτημένο μηχανογραφικό σχέδιο.",RespA
"δ) Τηρεί βιβλίο περιουσίας - εξοπλισμού του Οργανι-σμού. Μεριμνά για την εκποίηση άχρηστου ή παλαιού υλικού, αφού πρώτα συγκροτηθεί επιτροπή η οποία θα αποφασίσει για το υλικό αυτό και θα ενεργήσει για την επωφελέστερη αξιοποίηση ή την νομότυπη καταστροφή του.",RespA
Β2. Τμήμα Ταμείου,Non-RespA
Προΐσταται τμηματάρχης που εποπτεύει και συντονίζει τη λειτουργία του τμήματο,RespA
- Ο Ταμίας εισπράττει και παρακολουθεί ο ίδιος τα έσοδα που προβλέπονται στον ετήσιο Προϋπολογισμό.,RespA
"- Εξοφλεί τα χρηματικά εντάλματα μέσα στο όρια του προϋπολογισμού και των συναφών αποφάσεων του Δ.Σ. και της Ε.Ε.
",RespA
"- Ελέγχει, βοηθούμενος από τους αρμόδιους υπαλλή- λους της Υπηρεσίας, με δική του προσωπική ευθύνη τη νομιμότητα και εγκυρότητα των εκτελουμένων δαπανών και προβαίνει στην πληρωμή των δικαιούχων.",RespA
- Είναι δικαιούχος και υπόλογος της πάγιας προκατα- βολής.,RespA
- Τηρεί τα από τον νόμο προβλεπόμενα λογιστικά και ταμειακά βιβλία.,RespA
"- Τηρεί λογαριασμό στο όνομα του Οργανισμού σε Τράπεζα που ορίζει το Δ.Σ. του Οργανισμού, εκδίδει και προσυπογράφει τις απαιτούμενες επιταγές μαζί με τον Πρόεδρο του Οργανισμού για την εξόφληση χρηματικών ενταλμάτων. Για το σκοπό αυτό έχει κωδικούς e-banking τράπεζας για την ταχύτερη διεκπεραίωση των οικονο- μικών υποθέσεων.",RespA
- Μεριμνά για την απόδοση των υπέρ τρίτων κρατή- σεων που αντιστοιχούν στα επί μέρους εντάλματα πλη- ρωμής.,RespA
Β3. Τμήμα Κοινωνικών Υπηρεσιών,Non-RespA
Έχει την ευθύνη εφαρμογής προγραμμάτων κοινωνι- κών παροχών στον Δ.Ο.Π.,RespA
Διοργανώνει εκδηλώσεις και προγράμματα σε συ- νεργασία με τοπικούς ή άλλους Φορείς με σκοπό την ενημέρωση των κατοίκων σε θέματα κοινωνικού προ- βληματισμού.,RespA
"Τηρεί άμεση επαφή και συνεργάζεται συστηματικά με όλες τις κοινωνικές υπηρεσίες που λειτουργούν στην ευρύτερη περιοχή, το κέντρο παροχής συμβουλευτι- κών υπηρεσιών σε παιδιά εφήβους και τις οικογένειές τους με ψυχοκοινωνικά προβλήματα, βρεφονηπιακούς και παιδικούς σταθμούς, δημόσια νοσοκομεία, ιδιωτι-κές κλινικές,ΙΚΑ, ΟΑΕΔ κ.λπ.) για την εξυπηρέτηση της απώτερης αποστολής του.",RespA
Τηρεί και ενημερώνει καταστάσεις και ειδικούς φακέ-λους με τα άτομα ή τις οικογένειες που αντιμετωπίζουν προβλήματα και έχουν ανάγκη ιδιαίτερης κοινωνικής φροντίδας.,RespA
"Εισηγείται στον Πρόεδρο, το Δ.Σ. και την Εκτελεστική Επιτροπή άμεσα ή έμμεσα, τις περιπτώσεις που ο Δ.Ο.Π., πρέπει να ενεργήσει για την εξ’ ιδίων παροχή βοήθειας σε χρήμα, σε φάρμακα, συσσίτιο, για την οποία θα απαι-τηθεί διαδικασία οικονομικής επιβάρυνσής του.",RespA
Ενημερώνει τις αρμόδιες αρχές για τα προγράμματα κοινωνικής πολιτικής του Δ.Ο.Π. και επιδιώκει την ενί-σχυση και συμπαράσταση τους στην υλοποίηση αυτών.,RespA
"Οι υποθέσεις που ανάγονται σε προσωπικά ή οικο-γενειακά ζητήματα αναξιοπαθούντων γενικά ατόμων,θεωρούνται εμπιστευτικές, γι’ αυτό ο υπάλληλος που τις χειρίζεται στο μέτρο της αρμοδιότητάς του, δεσμεύεται και μέσα και έξω από την υπηρεσία του με το απόρρητο αυτών, μη εξαιρουμένων και των προϊσταμένων του.",RespA
Το τμήμα εκπαιδεύει τελειόφοιτους κοινωνικούς λει-τουργούς σε συνεργασία με τη σχολή στα ΑΤΕΙ.,RespA
Τις ως άνω αρμοδιότητες ασκεί υποχρεωτικά ο υπάλ-ληλος που έχει την ιδιότητα του Κοινωνικού Λειτουργού.,RespA
Β4. Τμήμα Υγειονομικών Υπηρεσιών,Non-RespA
