,AlphaBulletCapDot,AlphaBulletCapPar,AlphaBulletDot,AlphaBulletPar,ArticleNo,Class,DigitBulletDot,DigitBulletPar,Filename,FirstPatternOffset,FirstWordInCapitalOffset,LongestMatchingPattern,MatchedPatternsCount,MatchingBigrams,MatchingUnigrams,OrgMatchingBigrams,OrgMatchingUnigrams,OrgPrediction,OrgTotalMatchingCharacters,PrevAlphaBulletCapDot,PrevAlphaBulletCapPar,PrevAlphaBulletDot,PrevAlphaBulletPar,PrevDigitBulletDot,PrevDigitBulletPar,RawParagraph,RawParagraphLength,RespAPrediction,StemmedParagraph,StemmedParagraphLength,SumMatchingEntries,SumMatchingEntriesLength,TotalMatchingCharacters,TotalMatchingRatio,TotalPrediction,UnqMatchedPatternsCount,UnqMatchingBigrams,UnqMatchingUnigrams,WordsInCapital
1948,0,0,0,1,2,NoIdea,0,0,20080100086.pdf,0,0,9,7,0,7,0,0,Non-Org,0,0,0,0,1,0,0,"ιβ) Διαχειρίζεται το 5% του συνολικού ετήσιου καθαρού προϊόντος του κρατικού λαχείου κοινωνικής αντίληψης για την ανάπτυξη της επιστημονικής έρευνας στον 
τομέα της κοινωνικής φροντίδας που προβλέπεται στο 
άρθρο 16 του ν. 2646/1998.",233,RespA,ΙΒ ΔΙΑΧΕΙΡΙΖ 5 ΣΥΝΟΛ ΕΤΗΣ ΚΑΘΑΡ ΠΡΟΙΟΝΤ ΚΡΑΤ ΛΑΧΕΙ ΚΟΙΝΩΝ ΑΝΤΙΛΗΨ ΑΝΑΠΤΥΞ ΕΠΙΣΤΗΜΟΝ ΕΡΕΥΝ ΤΟΜ ΚΟΙΝΩΝ ΦΡΟΝΤΙΔ ΠΡΟΒΛΕΠ ΑΡΘΡ 16 Ν. 2646 1998.,138,60,371,48,0.347826087,RespA,7,0,7,0
1949,0,0,0,1,2,NoIdea,0,0,20080100086.pdf,0,3,12,5,3,2,0,0,Non-Org,0,0,0,0,1,0,0,"ιγ) Τηρεί το Εθνικό Μητρώο Ατόμων με Αναπηρίες που 
έχουν ανάγκη των υπηρεσιών κοινωνικής φροντίδας και 
διαφυλάσσει τον απόρρητο χαρακτήρα του.",144,RespA,ΙΓ ΤΗΡ ΕΘΝ ΜΗΤΡΩ ΑΤΟΜ ΑΝΑΠΗΡ ΑΝΑΓΚ ΥΠΗΡΕΣ ΚΟΙΝΩΝ ΦΡΟΝΤΙΔ ΔΙΑΦΥΛΑΣΣ ΑΠΟΡΡΗΤ ΧΑΡΑΚΤΗΡ ΤΟΥ.,88,17,159,48,0.5454545455,RespA,5,3,2,4
1950,0,0,0,1,2,NoIdea,0,0,20080100086.pdf,0,6,4,1,0,1,0,1,Non-Org,8,0,0,0,1,0,0,"ιδ) Λειτουργεί, συντηρεί και αναπτύσσει τον Εθνικό 
Χάρτη Πρόνοιας.",67,RespA,ΙΔ ΛΕΙΤΟΥΡΓ ΣΥΝΤΗΡ ΑΝΑΠΤΥΣΣ ΕΘΝ ΧΑΡΤ ΠΡΟΝΟΙΑΣ.,46,5,20,4,0.08695652174,RespA,1,0,1,3
1951,0,0,0,1,2,NoIdea,0,0,20080100086.pdf,0,0,9,3,0,3,0,0,Non-Org,0,0,0,0,1,0,0,"ιε) Υποστηρίζει την ανάπτυξη, εφαρμογή και διάδοση 
καινοτόμων προγραμμάτων και καλών πρακτικών.",96,RespA,ΙΕ ΥΠΟΣΤΗΡΙΖ ΑΝΑΠΤΥΞ ΕΦΑΡΜΟΓ ΔΙΑΔΟΣ ΚΑΙΝΟΤΟΜ ΠΡΟΓΡΑΜΜ ΚΑΛ ΠΡΑΚΤΙΚΩΝ.,68,15,120,23,0.3382352941,RespA,3,0,3,0
1952,0,0,0,1,2,NoIdea,0,0,20080100086.pdf,0,0,13,4,1,3,0,2,Non-Org,11,0,0,0,1,0,0,"ιη) Γνωμοδοτεί σχετικά με τη χορήγηση έγκρισης 
άδειας για την πραγματοποίηση ερανικού συστήματος μακράς διάρκειας σύμφωνα με το άρθρο 12 του 
ν.3106/2003.",155,RespA,ΙΗ ΓΝΩΜΟΔΟΤ ΣΧΕΤ ΧΟΡΗΓΗΣ ΕΓΚΡΙΣ ΑΔΕΙ ΠΡΑΓΜΑΤΟΠΟΙΗΣ ΕΡΑΝ ΣΥΣΤΗΜ ΜΑΚΡ ΔΙΑΡΚΕΙ ΣΥΜΦΩΝ ΑΡΘΡ 12 Ν.3106 2003.,103,31,243,39,0.3786407767,RespA,4,1,3,0
1953,0,0,0,0,3,NoIdea,0,0,20080100086.pdf,0,2,13,2,2,0,0,0,Non-Org,0,0,0,0,0,0,0,"Όργανα Διοίκησης
Όργανα Διοίκησης του Ι.Κ.Π.Α. είναι:",53,Non-RespA,ΟΡΓΑΝ ΔΙΟΙΚΗΣ ΟΡΓΑΝ ΔΙΟΙΚΗΣ Ι.Κ.Π.Α.,36,3,39,26,0.7222222222,RespA,1,1,0,4
1954,0,0,0,0,4,NoIdea,0,0,20080100086.pdf,0,2,15,3,2,1,0,1,Non-Org,8,0,0,0,0,0,0,"Διοικητικό Συμβούλιο 
Σύνθεση – Λειτουργία Αρμοδιότητες 
1. Το Ι.Κ.Π.Α. διοικείται από επταμελές (7) Διοικητικό Συμβούλιο (Δ.Σ.), με ισάριθμα αναπληρωματικά μέλη 
(παρ. 4 άρθρου 38 ν. 3370/2005) 
Το Δ. Σ. αποτελείται από:",221,Non-RespA,ΔΙΟΙΚΗΤ ΣΥΜΒΟΥΛ ΣΥΝΘΕΣ ΛΕΙΤΟΥΡΓ ΑΡΜΟΔΙΟΤΗΤ 1. Ι.Κ.Π.Α. ΔΙΟΙΚΕΙΤΑ ΕΠΤΑΜΕΛ 7 ΔΙΟΙΚΗΤ ΣΥΜΒΟΥΛ Δ.Σ. ΙΣΑΡΙΘΜ ΑΝΑΠΛΗΡΩΜΑΤ ΜΕΛ ΠΑΡ. 4 ΑΡΘΡ 38 Ν. 3370 2005 Δ. Σ. ΑΠΟΤΕΛΕΙΤΑ,164,14,147,36,0.2195121951,RespA,2,1,1,10
1955,0,0,0,1,4,NoIdea,0,0,20080100086.pdf,0,2,18,3,1,2,0,1,Non-Org,5,0,0,0,1,0,0,"δ) Έναν Ειδικό Πληροφορικής, εξειδικευμένο σε πληροφοριακά συστήματα Κοινωνικής Αλληλεγγύης.",92,Non-RespA,Δ ΕΙΔΙΚ ΠΛΗΡΟΦΟΡ ΕΞΕΙΔΙΚΕΥΜΕΝ ΠΛΗΡΟΦΟΡΙΑΚ ΣΥΣΤΗΜ ΚΟΙΝΩΝ ΑΛΛΗΛΕΓΓΥΗΣ.,68,52,514,38,0.5588235294,RespA,3,1,2,4
1956,0,0,0,1,4,NoIdea,0,0,20080100086.pdf,0,4,4,1,0,1,0,1,Non-Org,5,0,0,0,1,0,0,"ε) Δύο εκπροσώπους του Υπουργείου Υγείας και Κοινωνικής Αλληλεγγύης, εκ των οποίων ο ένας πρέπει να 
είναι ειδικός σε θέματα πιστοποιήσεων.",139,Non-RespA,Ε ΔΥΟ ΕΚΠΡΟΣΩΠ ΥΠΟΥΡΓΕΙ ΥΓΕΙ ΚΟΙΝΩΝ ΑΛΛΗΛΕΓΓΥ ΕΚ ΕΙΔΙΚ ΘΕΜ ΠΙΣΤΟΠΟΙΗΣΕΩΝ.,73,10,40,4,0.05479452055,RespA,1,0,1,4
1957,0,0,0,1,4,NoIdea,0,0,20080100086.pdf,0,6,9,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,"στ) Έναν εκπρόσωπο των εργαζομένων του Ινστιτούτου, ο οποίος εκλέγεται από το σύνολο των εργαζομένων στο Ινστιτούτο.",116,Non-RespA,ΣΤ ΕΚΠΡΟΣΩΠ ΕΡΓΑΖΟΜΕΝ ΙΝΣΤΙΤΟΥΤ ΕΚΛΕΓ ΣΥΝΟΛ ΕΡΓΑΖΟΜΕΝ ΙΝΣΤΙΤΟΥΤΟ.,65,2,18,9,0.1384615385,RespA,1,0,1,2
1958,0,0,0,0,4,NoIdea,1,0,20080100086.pdf,0,2,8,2,0,2,0,0,Org,0,0,0,0,0,1,0,"3. Το Δ.Σ. του Ι.Κ.Π.Α. εξακολουθεί να ασκεί τα καθήκοντά του και μετά τη λήξη της θητείας του, μέχρι το 
διορισμό του νέου Δ.Σ. και πάντως όχι πέραν των τριών μηνών.",166,Non-RespA,3. Δ.Σ. Ι.Κ.Π.Α. ΕΞΑΚΟΛΟΥΘ ΑΣΚ ΚΑΘΗΚΟΝΤ ΛΗΞ ΘΗΤΕΙ ΔΙΟΡΙΣΜ ΝΕ Δ.Σ. ΠΕΡ ΤΡ ΜΗΝΩΝ.,79,13,96,15,0.1898734177,Org,2,0,2,3
1959,0,0,0,0,4,NoIdea,1,0,20080100086.pdf,0,4,5,3,0,3,0,0,Org,0,0,0,0,0,1,0,"4. Με απόφαση του Υπουργού Υγείας και Κοινωνικής 
Αλληλεγγύης καθορίζεται ο τρόπος και η διαδικασία 
εκλογής του εκπροσώπου των εργαζομένων.",140,Non-RespA,4. ΑΠΟΦΑΣ ΥΠΟΥΡΓ ΥΓΕΙ ΚΟΙΝΩΝ ΑΛΛΗΛΕΓΓΥ ΚΑΘΟΡΙΖ ΤΡΟΠ ΔΙΑΔΙΚΑΣ ΕΚΛΟΓ ΕΚΠΡΟΣΩΠ ΕΡΓΑΖΟΜΕΝΩΝ.,88,17,70,13,0.1477272727,Org,3,0,3,4
1960,0,0,0,0,4,NoIdea,1,0,20080100086.pdf,0,4,18,5,2,3,0,0,Org,0,0,0,0,0,1,0,"5. Στις συνεδριάσεις του Δ.Σ. του Ι.Κ.Π.Α. μπορούν να 
συμμετέχουν, χωρίς δικαίωμα ψήφου, ύστερα από πρόσκληση του Προέδρου του, οι Πρόεδροι και οι Αναπληρωτές Γενικοί Διευθυντές των Υγειονομικών Περιφερειών (Υ.ΠΕ.), καθώς και στελέχη της Γενικής Διεύθυνσης 
Πρόνοιας του Υπουργείου Υγείας και Κοινωνικής Αλληλεγγύης και κάθε άλλου φορέα που είναι αρμόδιος για 
το συζητούμενο θέμα.",382,Non-RespA,5. ΣΥΝΕΔΡΙΑΣ Δ.Σ. Ι.Κ.Π.Α. ΣΥΜΜΕΤΕΧ ΔΙΚΑΙΩΜ ΨΗΦ ΠΡΟΣΚΛΗΣ ΠΡΟΕΔΡ ΠΡΟΕΔΡ ΑΝΑΠΛΗΡΩΤ ΓΕΝΙΚ ΔΙΕΥΘΥΝΤ ΥΓΕΙΟΝΟΜ ΠΕΡΙΦΕΡΕΙ Υ.ΠΕ. ΣΤΕΛΕΧ ΓΕΝΙΚ ΔΙΕΥΘΥΝΣ ΠΡΟΝΟΙ ΥΠΟΥΡΓΕΙ ΥΓΕΙ ΚΟΙΝΩΝ ΑΛΛΗΛΕΓΓΥ ΦΟΡ ΑΡΜΟΔ ΣΥΖΗΤΟΥΜΕΝ ΘΕΜΑ.,207,33,371,51,0.2463768116,Org,5,2,3,17
1961,0,0,0,0,4,NoIdea,1,0,20080100086.pdf,0,2,5,2,0,2,0,1,Non-Org,4,0,0,0,0,1,0,"6. Στον Πρόεδρο του Δ.Σ. του Ι.Κ.Π.Α. καταβάλλονται 
αμοιβή και αποζημίωση για έξοδα παράστασης, το ύψος 
των οποίων καθορίζεται με κοινή απόφαση των Υπουργών Οικονομίας και Οικονομικών και Υγείας και Κοινωνικής Αλληλεγγύης. Με την ίδια απόφαση καθορίζεται 
αποζημίωση για τα μέλη, και το γραμματέα του Διοικητικού Συμβουλίου.",326,Non-RespA,6. ΠΡΟΕΔΡ Δ.Σ. Ι.Κ.Π.Α. ΚΑΤΑΒΑΛΛ ΑΜΟΙΒ ΑΠΟΖΗΜΙΩΣ ΕΞΟΔ ΠΑΡΑΣΤΑΣ ΥΨ ΚΑΘΟΡΙΖ ΚΟΙΝ ΑΠΟΦΑΣ ΥΠΟΥΡΓ ΟΙΚΟΝΟΜ ΟΙΚΟΝΟΜ ΥΓΕΙ ΚΟΙΝΩΝ ΑΛΛΗΛΕΓΓΥΗΣ. ΙΔΙ ΑΠΟΦΑΣ ΚΑΘΟΡΙΖ ΑΠΟΖΗΜΙΩΣ ΜΕΛ ΓΡΑΜΜΑΤ ΔΙΟΙΚΗΤ ΣΥΜΒΟΥΛΙΟΥ.,194,16,70,9,0.04639175258,Org,2,0,2,12
1962,0,0,0,0,4,NoIdea,1,0,20080100086.pdf,0,2,0,0,0,0,0,0,Org,0,0,0,0,0,1,0,"7. Χρέη Γραμματέα του Δ. Σ. ασκεί υπάλληλος του 
Ι.Κ.Π.Α., ο οποίος ορίζεται, μαζί με τον αναπληρωτή του, 
με απόφαση του Προέδρου του Δ.Σ.",139,Non-RespA,7. ΧΡΕ ΓΡΑΜΜΑΤ Δ. Σ. ΑΣΚ ΥΠΑΛΛΗΛ Ι.Κ.Π.Α. ΟΡΙΖ ΑΝΑΠΛΗΡΩΤ ΑΠΟΦΑΣ ΠΡΟΕΔΡ Δ.Σ.,75,0,0,0,0,Org,0,0,0,4
1963,0,0,0,0,4,NoIdea,1,0,20080100086.pdf,0,2,9,4,0,4,0,0,Org,0,0,0,0,0,1,0,"8. Το Δ.Σ. συνεδριάζει κατόπιν προσκλήσεως του Προέδρου του, τακτικά δύο (2) φορές το μήνα και εκτάκτως, 
εάν το ζητήσει ο Πρόεδρος ή η πλειοψηφία των μελών 
του. Σε περίπτωση έκτακτης συνεδρίασης, ο πρόεδρος 
καλεί υποχρεωτικά τα μέλη του Δ.Σ. εντός πέντε ωρών 
από την υποβολή του σχετικού αιτήματος και καθορίζει 
την ώρα και τον τόπο της συνεδρίασης. Η πρόσκληση, 
γνωστοποιείται από το γραμματέα στα μέλη του Δ. Σ.",419,Non-RespA,8. Δ.Σ. ΣΥΝΕΔΡΙΑΖ ΠΡΟΣΚΛΗΣ ΠΡΟΕΔΡ ΤΑΚΤ ΔΥΟ 2 ΦΟΡ ΜΗΝ ΕΚΤΑΚΤΩΣ ΖΗΤ ΠΡΟΕΔΡ Η ΠΛΕΙΟΨΗΦ ΜΕΛ ΤΟΥ. ΠΕΡΙΠΤΩΣ ΕΚΤΑΚΤ ΣΥΝΕΔΡΙΑΣ ΠΡΟΕΔΡ ΚΑΛ ΥΠΟΧΡΕΩΤ ΜΕΛ Δ.Σ. ΠΕΝΤ ΩΡ ΥΠΟΒΟΛ ΣΧΕΤ ΑΙΤΗΜ ΚΑΘΟΡΙΖ ΩΡ ΤΟΠ ΣΥΝΕΔΡΙΑΣΗΣ. ΠΡΟΣΚΛΗΣ ΓΝΩΣΤΟΠΟΙΕΙΤΑ ΓΡΑΜΜΑΤ ΜΕΛ Δ. Σ.,242,38,203,25,0.1033057851,Org,4,0,4,6
