,AlphaBulletCapDot,AlphaBulletCapPar,AlphaBulletDot,AlphaBulletPar,ArticleNo,Class,DigitBulletDot,DigitBulletPar,Filename,FirstPatternOffset,FirstWordInCapitalOffset,LongestMatchingPattern,MatchedPatternsCount,MatchingBigrams,MatchingUnigrams,OrgMatchingBigrams,OrgMatchingUnigrams,OrgPrediction,OrgTotalMatchingCharacters,PrevAlphaBulletCapDot,PrevAlphaBulletCapPar,PrevAlphaBulletDot,PrevAlphaBulletPar,PrevDigitBulletDot,PrevDigitBulletPar,RawParagraph,RawParagraphLength,RespAPrediction,StemmedParagraph,StemmedParagraphLength,SumMatchingEntries,SumMatchingEntriesLength,TotalMatchingCharacters,TotalMatchingRatio,TotalPrediction,UnqMatchedPatternsCount,UnqMatchingBigrams,UnqMatchingUnigrams,WordsInCapital
293,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,2,10,5,0,5,0,0,Non-Org,0,0,0,0,1,0,0,"ια) «Πανεπιστήμια»: Τα ιδρύματα του πανεπιστημιακού 
τομέα της Ανώτατης Εκπαίδευσης, όπως προβλέπεται 
στο άρθρο 2 παράγραφος 1α του ν. 3549/2007.",146,Non-RespA,ΙΑ ΠΑΝΕΠΙΣΤΗΜ ΙΔΡΥΜ ΠΑΝΕΠΙΣΤΗΜΙΑΚ ΤΟΜ ΑΝΩΤΑΤ ΕΚΠΑΙΔΕΥΣ ΠΡΟΒΛΕΠ ΑΡΘΡ 2 ΠΑΡΑΓΡΑΦ 1Α Ν. 3549 2007.,95,62,494,37,0.3894736842,RespA,5,0,5,3
294,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,3,11,11,1,10,0,1,Non-Org,6,0,0,0,1,0,0,"ιβ) «Ερευνητικός φορέας»: Το Νομικό Πρόσωπο Δημοσίου ή Ιδιωτικού Δικαίου που έχει ως κύριο σκοπό την 
επιστημονική και τεχνολογική έρευνα, σε συνδυασμό με 
την πειραματική ανάπτυξη και επίδειξη, καθώς και τη 
διάδοση και εφαρμογή των αποτελεσμάτων της έρευνας, μέσω των επιστημονικών δημοσιεύσεων και της 
οικονομικής εκμετάλλευσης των αποτελεσμάτων.",350,Non-RespA,ΙΒ ΕΡΕΥΝΗΤ ΦΟΡ ΝΟΜ ΠΡΟΣΩΠ ΔΗΜΟΣ ΙΔΙΩΤ ΔΙΚΑΙ ΚΥΡΙ ΣΚΟΠ ΕΠΙΣΤΗΜΟΝ ΤΕΧΝΟΛΟΓ ΕΡΕΥΝ ΣΥΝΔΥΑΣΜ ΠΕΙΡΑΜΑΤ ΑΝΑΠΤΥΞ ΕΠΙΔΕΙΞ ΔΙΑΔΟΣ ΕΦΑΡΜΟΓ ΑΠΟΤΕΛΕΣΜ ΕΡΕΥΝ ΜΕΣ ΕΠΙΣΤΗΜΟΝ ΔΗΜΟΣΙΕΥΣ ΟΙΚΟΝΟΜ ΕΚΜΕΤΑΛΛΕΥΣ ΑΠΟΤΕΛΕΣΜΑΤΩΝ.,202,68,512,89,0.4405940594,RespA,9,1,8,6
295,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,3,13,16,2,14,0,2,Non-Org,11,0,0,0,1,0,0,"ιγ) «Τεχνολογικός φορέας»: Το Νομικό Πρόσωπο Δημοσίου ή Ιδιωτικού Δικαίου που έχει ως κύριο σκοπό την 
ανάπτυξη τεχνολογικών υποδομών και δραστηριοτήτων 
658 
ΕΦΗΜΕΡΙΣ ΤΗΣ ΚΥΒΕΡΝΗΣΕΩΣ (ΤΕΥΧΟΣ ΠΡΩΤΟ) 
και την παροχή επιστημονικών, τεχνολογικών και τεχνικών υπηρεσιών προς τρίτους, όπως ιδίως αναλύσεων, 
μετρήσεων, δοκιμών, πληροφόρησης, συμβουλών ή προστασίας της βιομηχανικής ιδιοκτησίας.",389,Non-RespA,ΙΓ ΤΕΧΝΟΛΟΓ ΦΟΡ ΝΟΜ ΠΡΟΣΩΠ ΔΗΜΟΣ ΙΔΙΩΤ ΔΙΚΑΙ ΚΥΡΙ ΣΚΟΠ ΑΝΑΠΤΥΞ ΤΕΧΝΟΛΟΓ ΥΠΟΔΟΜ ΔΡΑΣΤΗΡΙΟΤΗΤ 658 ΕΦΗΜΕΡΙΣ ΚΥΒΕΡΝΗΣ ΤΕΥΧ ΠΡΩΤ ΠΑΡΟΧ ΕΠΙΣΤΗΜΟΝ ΤΕΧΝΟΛΟΓ ΤΕΧΝΙΚ ΥΠΗΡΕΣ ΤΡΙΤ ΙΔΙΩΣ ΑΝΑΛΥΣ ΜΕΤΡΗΣ ΔΟΚΙΜ ΠΛΗΡΟΦΟΡΗΣ ΣΥΜΒΟΥΛ ΠΡΟΣΤΑΣ ΒΙΟΜΗΧΑΝ ΙΔΙΟΚΤΗΣΙΑΣ.,242,164,1210,124,0.5123966942,RespA,14,2,12,11
296,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,4,9,8,0,8,0,0,Non-Org,0,0,0,0,1,0,0,"ιδ) «Αξιολόγηση ερευνητικών προτάσεων»: Η διαδικασία που επιτρέπει να διαπιστωθεί η επιστημονική ποιότητα και αρτιότητα τέτοιων προτάσεων και η ύπαρξη 
των απαραίτητων συνθηκών για την επιτυχή εκτέλεση 
ενός έργου.",214,Non-RespA,ΙΔ ΑΞΙΟΛΟΓΗΣ ΕΡΕΥΝΗΤ ΠΡΟΤΑΣ ΔΙΑΔΙΚΑΣ ΕΠΙΤΡΕΠ ΔΙΑΠΙΣΤΩΘ ΕΠΙΣΤΗΜΟΝ ΠΟΙΟΤΗΤ ΑΡΤΙΟΤΗΤ ΠΡΟΤΑΣ ΥΠΑΡΞ ΑΠΑΡΑΙΤΗΤ ΣΥΝΘΗΚ ΕΠΙΤΥΧ ΕΚΤΕΛΕΣ ΕΡΓΟΥ.,133,105,818,59,0.4436090226,RespA,7,0,7,1
297,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,2,14,15,1,14,0,1,Non-Org,9,0,0,0,1,0,0,"ιε) «Αποτίμηση»: Η διαδικασία που επιτρέπει να διαπιστωθεί η επιστημονική ποιότητα και πληρότητα των επί 
μέρους και των τελικών αποτελεσμάτων ερευνητικών 
προγραμμάτων, ο βαθμός συμβολής των προγραμμάτων 
αυτών στην πραγματοποίηση των στόχων του Εθνικού 
Προγράμματος Έρευνας και Τεχνολογίας (Ε.Π.Ε.Τ.), όπως 
προβλέπεται στο άρθρο 4 του παρόντος νόμου, καθώς 
και η τήρηση των συμβατικών υποχρεώσεων ως προς 
τη διαχείριση των πόρων και ιδίως του ανθρώπινου 
δυναμικού.",471,Non-RespA,ΙΕ ΑΠΟΤΙΜΗΣ ΔΙΑΔΙΚΑΣ ΕΠΙΤΡΕΠ ΔΙΑΠΙΣΤΩΘ ΕΠΙΣΤΗΜΟΝ ΠΟΙΟΤΗΤ ΠΛΗΡΟΤΗΤ ΜΕΡ ΤΕΛΙΚ ΑΠΟΤΕΛΕΣΜ ΕΡΕΥΝΗΤ ΠΡΟΓΡΑΜΜ ΒΑΘΜ ΣΥΜΒΟΛ ΠΡΟΓΡΑΜΜ ΠΡΑΓΜΑΤΟΠΟΙΗΣ ΣΤΟΧ ΕΘΝ ΠΡΟΓΡΑΜΜ ΕΡΕΥΝ ΤΕΧΝΟΛΟΓ Ε.Π.Ε.Τ. ΠΡΟΒΛΕΠ ΑΡΘΡ 4 ΠΑΡΟΝΤ ΝΟΜ ΤΗΡΗΣ ΣΥΜΒΑΤ ΥΠΟΧΡΕΩΣ ΔΙΑΧΕΙΡΙΣ ΠΟΡ ΙΔΙΩΣ ΑΝΘΡΩΠΙΝ ΔΥΝΑΜΙΚΟΥ.,267,158,988,115,0.4307116105,RespA,15,1,14,6
298,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,2,13,9,1,8,0,1,Non-Org,7,0,0,0,1,0,0,"ιη) «Ευρωπαϊκός Χώρος Έρευνας»: Το αποτέλεσμα της 
συγκέντρωσης των διασκορπισμένων πόρων, καθώς και 
του καλύτερου συντονισμού και μεγαλύτερης συνοχής 
των δραστηριοτήτων έρευνας και καινοτομίας στο επίπεδο τόσο των κρατών μελών όσο και της Ευρωπαϊκής 
Ένωσης (Ε.Ε.) σύμφωνα με την Ανακοίνωση της Επιτροπής COM (2000) 6 και το Ψήφισμα του Συμβουλίου της 
15.6.2000 (EE C 205, 19.7.2000 σελ. 1).",395,Non-RespA,ΙΗ ΕΥΡΩΠΑΙΚ ΧΩΡ ΕΡΕΥΝ ΑΠΟΤΕΛΕΣΜ ΣΥΓΚΕΝΤΡΩΣ ΔΙΑΣΚΟΡΠΙΣΜΕΝ ΠΟΡ ΚΑΛ ΣΥΝΤΟΝΙΣΜ ΜΕΓΑΛ ΣΥΝΟΧ ΔΡΑΣΤΗΡΙΟΤΗΤ ΕΡΕΥΝ ΚΑΙΝΟΤΟΜ ΕΠΙΠΕΔ ΚΡΑΤ ΜΕΛ ΕΥΡΩΠΑΙΚ ΕΝΩΣ Ε.Ε. ΣΥΜΦΩΝ ΑΝΑΚΟΙΝΩΣ ΕΠΙΤΡΟΠ COM 2000 6 ΨΗΦΙΣΜ ΣΥΜΒΟΥΛ 15.6.2000 EE C 205 19.7.2000 ΣΕΛ. 1 .,238,102,944,77,0.3235294118,RespA,8,1,7,13
299,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,2,17,8,4,4,0,4,Non-Org,24,0,0,0,1,0,0,"ιθ) «Κοινά Ευρωπαϊκά Προγράμματα»: Προγράμματα 
για την από κοινού, με άλλα κράτη μέλη ή και με 
την Ευρωπαϊκή Επιτροπή, επιστημονική, διοικητική και 
οικονομική διαχείριση στη βάση της μεταβλητής γεωμετρίας, είτε ως συνέχεια του πλαισίου για τη δικτύωση 
των εθνικών προγραμμάτων και των έργων ΕRANET είτε 
ως εφαρμογή των άρθρων 169 και 171 της Συνθήκης για 
την Ίδρυση της Ευρωπαϊκής Κοινότητας.",398,Non-RespA,ΙΘ ΚΟΙΝ ΕΥΡΩΠΑΙΚ ΠΡΟΓΡΑΜΜ ΠΡΟΓΡΑΜΜ ΚΟΙΝ ΚΡΑΤ ΜΕΛ ΕΥΡΩΠΑΙΚ ΕΠΙΤΡΟΠ ΕΠΙΣΤΗΜΟΝ ΔΙΟΙΚΗΤ ΟΙΚΟΝΟΜ ΔΙΑΧΕΙΡΙΣ ΒΑΣ ΜΕΤΑΒΛΗΤ ΓΕΩΜΕΤΡ ΣΥΝΕΧΕΙ ΠΛΑΙΣΙ ΔΙΚΤΥΩΣ ΕΘΝ ΠΡΟΓΡΑΜΜ ΕΡΓ ΕRANET ΕΦΑΡΜΟΓ ΑΡΘΡ 169 171 ΣΥΝΘΗΚ ΙΔΡΥΣ ΕΥΡΩΠΑΙΚ ΚΟΙΝΟΤΗΤΑΣ.,224,53,458,91,0.40625,RespA,8,4,4,10
300,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,5,9,7,0,7,0,4,Non-Org,26,0,0,0,1,0,0,"κ) «Έλληνες επιστήμονες της διασποράς»: Οι Έλληνες επιστήμονες που έχουν εργαστεί ή εργάζονται σε 
Α.Ε.Ι., ερευνητικούς οργανισμούς και επιχειρήσεις της 
αλλοδαπής ή σε διεθνείς οργανισμούς επί πέντε (5) 
τουλάχιστον έτη μετά την απόκτηση του διδακτορικού 
ή μεταπτυχιακού τίτλου.",280,Non-RespA,Κ ΕΛΛΗΝ ΕΠΙΣΤΗΜΟΝ ΔΙΑΣΠΟΡ ΕΛΛΗΝ ΕΠΙΣΤΗΜΟΝ ΕΡΓΑΣΤ ΕΡΓΑΖ Α.Ε.Ι. ΕΡΕΥΝΗΤ ΟΡΓΑΝΙΣΜ ΕΠΙΧΕΙΡΗΣ ΑΛΛΟΔΑΠ ΔΙΕΘΝ ΟΡΓΑΝΙΣΜ ΠΕΝΤ 5 ΕΤ ΑΠΟΚΤΗΣ ΔΙΔΑΚΤΟΡ ΜΕΤΑΠΤΥΧΙΑΚ ΤΙΤΛΟΥ.,158,44,365,57,0.3607594937,RespA,5,0,5,3
301,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,3,14,4,2,2,0,1,Non-Org,9,0,0,0,1,0,0,"κα) «Συμφωνία κοινοπραξίας»: Συμφωνία που συνάπτεται μεταξύ συμμετεχόντων στην ίδια δραστηριότητα έρευνας και τεχνολογικής ανάπτυξης με τη χρήση 
ενός μέσου του ευρωπαϊκού ή εθνικού προγράμματος 
πλαισίου για την έρευνα και τεχνολογική ανάπτυξη με 
σκοπό τη διαχείριση ενός έργου.",280,Non-RespA,ΚΑ ΣΥΜΦΩΝ ΚΟΙΝΟΠΡΑΞ ΣΥΜΦΩΝ ΣΥΝΑΠΤ ΣΥΜΜΕΤΕΧΟΝΤ ΙΔΙ ΔΡΑΣΤΗΡΙΟΤΗΤ ΕΡΕΥΝ ΤΕΧΝΟΛΟΓ ΑΝΑΠΤΥΞ ΧΡΗΣ ΜΕΣ ΕΥΡΩΠΑΙΚ ΕΘΝ ΠΡΟΓΡΑΜΜ ΠΛΑΙΣΙ ΕΡΕΥΝ ΤΕΧΝΟΛΟΓ ΑΝΑΠΤΥΞ ΣΚΟΠ ΔΙΑΧΕΙΡΙΣ ΕΡΓΟΥ.,168,54,512,46,0.2738095238,RespA,3,1,2,1
302,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,2,9,2,0,2,0,1,Non-Org,5,0,0,0,1,0,0,κβ) «Σύνδεσμος Ελληνικών Ακαδημαϊκών Βιβλιοθηκών»:,50,Non-RespA,ΚΒ ΣΥΝΔΕΣΜ ΕΛΛΗΝ ΑΚΑΔΗΜΑΙΚ ΒΙΒΛΙΟΘΗΚ,36,9,81,18,0.5,RespA,2,0,2,3
303,0,0,0,1,2,NoIdea,0,0,20080100049.pdf,0,2,10,6,0,6,0,1,Non-Org,7,0,0,0,1,0,0,"κδ) «Ευρωπαϊκή Χάρτα του ερευνητή»: Η σύσταση 
της Επιτροπής που εκδόθηκε στις 11.3.2005 και καθορίζει το ρόλο, τις αρμοδιότητες και τα δικαιώματα των 
ερευνητών και των εργοδοτών τους ή των δομών που 
χρηματοδοτούν την έρευνα, ανεξάρτητα από τον τόπο 
εργασίας τους.",267,Non-RespA,ΚΔ ΕΥΡΩΠΑΙΚ ΧΑΡΤ ΕΡΕΥΝΗΤ ΣΥΣΤΑΣ ΕΠΙΤΡΟΠ ΕΚΔΟΘΗΚ 11.3.2005 ΚΑΘΟΡΙΖ ΡΟΛ ΑΡΜΟΔΙΟΤΗΤ ΔΙΚΑΙΩΜ ΕΡΕΥΝΗΤ ΕΡΓΟΔΟΤ ΔΟΜ ΧΡΗΜΑΤΟΔΟΤ ΕΡΕΥΝ ΑΝΕΞΑΡΤΗΤ ΤΟΠ ΕΡΓΑΣ ΤΟΥΣ.,151,37,230,40,0.2649006623,RespA,5,0,5,3
304,0,0,0,0,3,NoIdea,0,0,20080100049.pdf,0,3,14,5,1,4,0,0,Non-Org,0,0,0,0,0,0,0,"Πεδίο εφαρμογής
1. Οι διατάξεις των κεφαλαίων Β΄ έως και Δ΄ του παρόντος νόμου, όπως κάθε φορά ισχύουν, εφαρμόζονται 
σε όλους τους εν γένει δικαιούχους ένταξης στο Εθνικό 
Πρόγραμμα Έρευνας και Τεχνολογίας (Ε.Π.Ε.Τ.) κατά τα 
προβλεπόμενα στo άρθρο 6.",252,RespA,ΠΕΔ ΕΦΑΡΜΟΓ 1. ΔΙΑΤΑΞ ΚΕΦΑΛΑΙ Β Δ ΠΑΡΟΝΤ ΝΟΜ ΦΟΡ ΙΣΧΥ ΕΦΑΡΜΟΖ ΓΕΝ ΔΙΚΑΙΟΥΧ ΕΝΤΑΞ ΕΘΝ ΠΡΟΓΡΑΜΜ ΕΡΕΥΝ ΤΕΧΝΟΛΟΓ Ε.Π.Ε.Τ. ΠΡΟΒΛΕΠΟΜΕΝ ΣΤO ΑΡΘΡ 6.,141,24,205,45,0.3191489362,RespA,5,1,4,8
