RawParagraph,RespAPrediction
10. Τις διατάξεις του άρθρο 90 του Κώδικα νομοθεσί-ας για την Κυβέρνηση και τα κυβερνητικά όργανα που κυρώθηκε με το π.δ. 63/2005 (Α’ 98).,Non-RespA
11. Την υπ’ αρ. 1/2020 εισήγηση της Εκτελεστικής Επι-τροπής του Δήμου Πάργας προς το Δημοτικό Συμβούλιο αυτού για το νέο Ο.Ε.Υ του Δήμου.,Non-RespA
12. Την υπ’ αρ. 60/2020 απόφαση (ορθή επανάληψη) του Δημοτικού Συμβουλίου του Δήμου Πάργας περί έγκρισης του νέου Ο.Ε.Υ. του εν λόγω Δήμου.,Non-RespA
13. Την υπ’ αρ. 63/2020 γνωμοδότηση (αρ. πρακτι-κού 5/9-09-2020) του Υπηρεσιακού Συμβουλίου Κρί-σεως Υπαλλήλων Ο.Τ.Α. Νομού Πρέβεζας με την οποία εγκρίθηκε η υπ’ αρ. 60/2020 απόφαση του Δημοτικού Συμβουλίου του Δήμου Πάργας.E,Non-RespA
1327,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 150,Non-RespA
14. Την υπ’ αρ. 4563/20-5-2020 βεβαίωση της Διεύ-θυνσης Οικονομικών Υπηρεσιών του Δήμου Πάργας.,Non-RespA
15. Το υπ’ αρ. 13097/22-12-2020 έγγραφο του Δήμου Πάργας αποφασίζουμε:,Non-RespA
Εγκρίνουμε την υπ’ αρ. 60/2020 απόφαση του Δημο-τικού Συμβουλίου του Δήμου Πάργας Νομού Πρέβεζας αναφορικά με την ψήφιση του Νέου Οργανισμού Εσω-τερικής Υπηρεσίας του ο οποίος έχει ως εξής:,Non-RespA
ΜΕΡΟΣ 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ,Non-RespA
Άρθρο 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Κεντρικές Υπηρεσίες είναι εγκατεστημένες στην έδρα του Δήμου και περιλαμβάνουν τις παρακάτω ορ-γανικές μονάδες ομαδοποιημένες σε ενότητες συναφούς σκοπού και αντικειμένου:,Non-RespA
ΕΝΟΤΗΤΑ Α:,Non-RespA
ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
Γενικός Γραμματέας,Non-RespA
1. Αυτοτελές Γραφείο Δημάρχου Επικοινωνίας και Δη-μοσίων Σχέσεων,Non-RespA
2. Νομική Υπηρεσία,Non-RespA
3. Αυτοτελές Γραφείο Εσωτερικού Ελέγχου,Non-RespA
4. Αυτοτελές Γραφείο Διοικητικής Βοήθειας,Non-RespA
5. Αυτοτελές Τμήμα Δημοτικής Αστυνομίας,Non-RespA
6. Αυτοτελές Γραφείο Πολιτικής Προστασίας,Non-RespA
ΕΝΟΤΗΤΑ Β:,Non-RespA
ΕΠΙΤΕΛΙΚΕΣ ΥΠΗΡΕΣΙΕΣ,Non-RespA
Αυτοτελές Τμήμα Προγραμματισμού Ανάπτυξης Ορ-γάνωσης και Πληροφορικής που περιλαμβάνει ειδικό-τερα τα παρακάτω γραφεία:,Non-RespA
1. Γραφείο Προγραμματισμού Ανάπτυξης και Οργά-νωσης.,Non-RespA
2. Γραφείο Τεχνολογιών Πληροφορικής και Επικοινω-νιών (ΤΠΕ).,Non-RespA
3. Γραφείο Διαφάνειας.,Non-RespA
ΕΝΟΤΗΤΑ Γ:,Non-RespA
ΥΠΗΡΕΣΙΕΣ ΤΟΠΙΚΗΣ ΟΙΚΟΝΟΜΙΚΗΣ ΑΝΑΠΤΥΞΗΣ,Non-RespA
Αυτοτελές Τμήμα Τοπικής Οικονομικής Ανάπτυξης που περιλαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
1. Γραφείο Αγροτικής Παραγωγής Αλιείας και Αλιευ-τικής παραγωγής.1328 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
2. Γραφείο Αδειοδοτήσεων και Ρύθμισης Εμπορικών Δραστηριοτήτων.,Non-RespA
3. Γραφείο Απασχόλησης και Τουρισμού.,Non-RespA
ΕΝΟΤΗΤΑ Δ:,Non-RespA
ΥΠΗΡΕΣΙΕΣ ΚΟΙΝΩΝΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ ΠΑΙΔΕΙΑΣ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ,Non-RespA
Αυτοτελές Τμήμα Κοινωνικής Προστασίας Παιδείας και Πολιτισμού που περιλαμβάνει ειδικότερα τα παρα-κάτω γραφεία:,Non-RespA
1. Γραφείο Κοινωνικής Πολιτικής και Ισότητας των Φύλων.,Non-RespA
2. Κέντρο Κοινότητας.,Non-RespA
3. Κοινωνικό Παντοπωλείο.,Non-RespA
4. Βοήθεια στο Σπίτι.,Non-RespA
α. Παράρτημα Καναλακίου.,Non-RespA
β. Παράρτημα Πάργας.,Non-RespA
5. Κέντρο Ανοικτής Προστασίας Ηλικιωμένων ΚΑΠΗ.,Non-RespA
α. Παράρτημα Καναλακίου.,Non-RespA
β. Παράρτημα Πάργας.,Non-RespA
6. Γραφείο Δημοτικών Παιδικών Σταθμών Δ.Ε Πάργας.,Non-RespA
7. Γραφείο Δημοτικών Παιδικών Σταθμών Δ.Ε Φανα-ρίου.,Non-RespA
8. Γραφείο Προστασίας και Προαγωγής της Δημόσιας Υγείας.,Non-RespA
9. Γραφείο Παιδείας Διά Βίου Μάθησης και Πολιτισμού.,Non-RespA
10. Γραφείο Φιλαρμονικής - Χορωδίας.,Non-RespA
α. Παράρτημα Καναλακίου.,Non-RespA
β. Παράρτημα Πάργας.,Non-RespA
ΕΝΟΤΗΤΑ Ε:,Non-RespA
ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ,Non-RespA
Α. ΔΙΕΥΘΥΝΣΗ ΔΙΟΙΚΗΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ που περι-λαμβάνει ειδικότερα τα ακόλουθα Tμήματα:,Non-RespA
1. Τμήμα Υποστήριξης Πολιτικών Οργάνων του Δήμου.,Non-RespA
2. Τμήμα Ανθρώπινου Δυναμικού και Διοικητικής Μέ-ριμνας που περιλαμβάνει το Γραφείο Δημοτικής Κατά-στασης και Ληξιαρχείου,Non-RespA
3. Τμήμα ΚΕΠ.,Non-RespA
Β. ΔΙΕΥΘΥΝΣΗ ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ που περι-λαμβάνει ειδικότερα τα παρακάτω Tμήματα:,Non-RespA
1. Τμήμα Προϋπολογισμού Λογιστηρίου και Προμη-θειών.,Non-RespA
2. Τμήμα Εσόδων και Περιουσίας που περιλαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
α. Γραφείο Εσόδων.,Non-RespA
β. Γραφείο Περιουσίας και Κληροδοτημάτων.,Non-RespA
γ. Γραφείο Διαχείρισης Κοιμητηρίων.,Non-RespA
3. Τμήμα Ταμείου.,Non-RespA
Γ. ΔΙΕΥΘΥΝΣΗ ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ ΠΟΛΕΟΔΟΜΙΑΣ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝΤΟΣ που περιλαμβάνει ειδικότερα τα παρακάτω Tμήματα:,Non-RespA
1. Τμήμα Τεχνικών Έργων.,Non-RespA
2. Τμήμα Ύδρευσης Αποχέτευσης.,Non-RespA
3. Τμήμα Υπηρεσίας Δόμησης.,Non-RespA
4. Τμήμα Καθαριότητας Ανακύκλωσης Περιβάλλο-ντος Κίνησης Διαχείρισης και Συντήρησης Οχημάτων και Μηχανημάτων.,Non-RespA
5. Γραφείο Διαχείρισης Προγραμμάτων Προστασίας για τα Αδέσποτα Ζώα Συντροφιάς.Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 150/21.01.2021,Non-RespA
Άρθρο 2,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Αποκεντρωμένες Υπηρεσίες του Δήμου είναι εγκα-τεστημένες στην έδρα δημοτικών ενοτήτων εξυπηρε-τούν τις δημοτικές/τοπικές κοινότητες της ενότητας και περιλαμβάνουν υπηρεσίες οι οποίες υπάγονται διοικητι-κά σε αντίστοιχες Διευθύνσεις ή Τμήματα των Κεντρικών Υπηρεσιών του Δήμου.,Non-RespA
ΕΝΟΤΗΤΑ Α:,Non-RespA
ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΜΕ ΕΔΡΑ Δ.Ε. ΠΑΡΓΑΣ,Non-RespA
1. Γραφείο ΚΕΠ.,Non-RespA
2. Γραφείο Συντήρησης Υποδομών Ύδρευσης - Απο-χέτευσης Καθαριότητας.,Non-RespA
3. Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.,Non-RespA
4. Γραφείο Οικονομικών Θεμάτων.,Non-RespA
ΜΕΡΟΣ 2,Non-RespA
ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ,Non-RespA
ΚΕΦΑΛΑΙΟ 2.1: ΑΡΜΟΔΙΟΤΗΤΕΣ,Non-RespA
ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
Άρθρο 3,Non-RespA
Αρμοδιότητες Γενικού Γραμματέα,RespA
Ο Γενικός Γραμματέας υποστηρίζει το Δήμαρχο στα διοικητικά του καθήκοντα υλοποιώντας τις αρμοδιότη-τες που του εκχωρεί ο Δήμαρχος με απόφασή του. Οι αρμοδιότητες αυτές αφορούν κυρίως στο συντονισμό των δημοτικών υπηρεσιών έτσι ώστε να εξασφαλίζεται με αποδοτικό τρόπο η αποτελεσματικότητα στην επί-τευξη των περιοδικών στόχων και προγραμμάτων που αποφασίζονται από τα πολιτικά όργανα του Δήμου.,RespA
Ειδικότερα ο Γενικός Γραμματέας:,Non-RespA
- Παρέχει οδηγίες δίνει κατευθύνσεις και γενικότερα συντονίζει τις υπηρεσίες του Δήμου κατά την άσκηση του έργου τους σε συνεργασία με τους αντίστοιχους προϊσταμένους.,RespA
- Μεριμνά για την επεξεργασία από τις αρμόδιες υπη-ρεσίες των θεμάτων που είναι προς συζήτηση ενώπιον του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτελεστικής Επι-τροπής σύμφωνα με την ημερήσια διάταξη ή έχουν ήδη συζητηθεί σε αυτά καθώς και να τα υποστηρίζει ενώπιον των ανωτέρω οργάνων εφόσον κρίνεται απαραίτητο από τον Πρόεδρό τους.,RespA
- Παρακολουθεί τη διαδικασία εφαρμογής των απο-φάσεων του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτε-λεστικής Επιτροπής από τις αρμόδιες υπηρεσίες του Δή-μου σε συνεργασία με τον αρμόδιο Διευθυντή.,RespA
- Συμμετέχει στις διαδικασίες κατάρτισης του Επι-χειρησιακού Σχεδίου και των Ετησίων Προγραμμάτων Δράσης του Δήμου και παρακολουθεί την επίτευξη των περιοδικών στόχων και την υλοποίηση των αντίστοιχων προγραμμάτων που αποφασίζονται από τα πολιτικά όρ-γανα του Δήμου.Τεύχος B’ 150/21.01.2021 ΕΦΗΜΕΡΙ∆Α T,RespA
- Μεριμνά για την έγκαιρη ετοιμασία των περιοδικών απολογισμών δράσης του Δήμου σύμφωνα προς τα αντίστοιχα προγράμματα ή τις συγκεκριμένες αποφά-σεις και ενημερώνει σχετικά την Εκτελεστική Επιτροπή.,RespA
- Οργανώνει κάθε νέα υπηρεσία που δημιουργείται στο Δήμο και μεριμνά για τη συνεχή βελτίωση της αποτελε-σματικής δράσης των υπηρεσιών του Δήμου την προ-σαρμογή της λειτουργίας τους στις ανάγκες της τοπικής κοινωνίας και τη βελτίωση της απόδοσης του στελεχικού δυναμικού και των τεχνικών μέσων του Δήμου.,RespA
- Δύναται να συγκαλεί περιοδικά ή κατά περίπτωση Συντονιστικά Συμβούλια στα οποία μετέχουν με εκπρο-σώπους τους το σύνολο ή μέρος (ανάλογα με ομοιογενή θεματικά αντικείμενα) των υπηρεσιών του Δήμου.,RespA
- Παρακολουθεί τις δραστηριότητες των νομικών προ-σώπων του Δήμου και συνεργάζεται με τις διοικήσεις τους ώστε να εξασφαλίζεται η εναρμόνιση των αποτε-λεσμάτων από την δραστηριοποίησή τους προς τους στόχους του Δήμου.,RespA
- Υπογράφει τις αποφάσεις χορήγησης αδειών με ή χωρίς αποδοχές και μετακίνησης εκτός έδρας στο εσω-τερικό και εξωτερικό των υπαλλήλων του Δήμου.,RespA
- Υπογράφει έγγραφα σύμφωνα με τις δικαιοδοσίες που του εκχωρεί ο Δήμαρχος.,RespA
Άρθρο 4,Non-RespA
Αρμοδιότητες Αυτοτελούς Γραφείου Δημάρχου Επικοινωνίας και Δημοσίων Σχέσεων,RespA
Το Αυτοτελές Γραφείο Δημάρχου Επικοινωνίας και Δημοσίων Σχέσεων παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τον Δήμαρχο και ιδίως:,RespA
- Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις του Δημάρχου.,RespA
- Διεξάγει και διεκπεραιώνει την προσωπική αλληλο-γραφία του Δημάρχου και τηρεί το πρωτόκολλο και το αρχείο αυτής.,RespA
- Τηρεί αρχείο των κάθε είδους αποφάσεων του Δή-μου προς χρήση του Δημάρχου καθώς και κάθε άλλο στοιχείο σύμφωνα με τις κατευθύνσεις του Δημάρχου.,RespA
- Παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τους κατέχοντες θέσεις Ειδικών Συμ-βούλων ή Ειδικών Συνεργατών ή Επιστημονικών Συνερ-γατών.,RespA
- Ασκεί αρμοδιότητες εθελοντισμού με στόχο την προ-αγωγή την προώθηση και τον συντονισμό των εθελοντι-κών δράσεων στο Δήμο και τη γενικότερη ευαισθητο-ποίηση μέσω της συμμετοχής σε δράσεις εθελοντισμού.,RespA
- Μεριμνά για τη δημιουργία και την αποτελεσματική λειτουργία των δικτύων εθελοντών.,RespA
- Σχεδιάζει και εισηγείται την επικοινωνιακή πολιτική για την προώθηση της αποστολής και των στόχων του Δήμου και αντίστοιχα σχεδιάζει εισηγείται και προωθεί την εφαρμογή των προγραμμάτων και των ενεργειών που είναι απαραίτητες για την υλοποίηση της επικοινω-νιακής αυτής πολιτικής.,RespA
- Οργανώνει και υλοποιεί κάθε είδους εκδηλώσεις του Δήμου (συνέδρια συνελεύσεις εορτές κ.λπ.) καθώς και προγράμματα προβολής του έργου και των υπηρεσιών που παρέχει ο Δήμος.TΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 1329,RespA
- Σχεδιάζει εισηγείται και εφαρμόζει προγράμματα ενημέρωσης των πολιτών για τις επιδιώξεις στόχους και υπηρεσίες του Δήμου με γενικό στόχο τη δραστηρι-οποίηση των πολιτών για την προώθηση των τοπικών συμφερόντων.,RespA
- Παρακολουθεί συστηματικά τα δημοσιεύματα (έντυ-πα και ηλεκτρονικά) σχετικά με τις δραστηριότητες του Δήμου και ενημερώνει σχετικά τα όργανα διοίκησης και τις υπηρεσίες του Δήμου.,RespA
- Τηρεί αρχείο των δημοσιεύσεων καθώς και των σχε-τικών απαντήσεων του Δήμου.,RespA
- Διαχειρίζεται τις σχέσεις του Δήμου με τον ηλεκτρονι-κό και έντυπο τύπο και τα μέσα μαζικής ενημέρωσης και επιμελείται των δημοσιευμάτων και των δελτίων τύπου του Δήμου.,RespA
- Επιμελείται των ενημερωτικών εκδόσεων ή εκπο-μπών του Δήμου στα ΜΜΕ.,RespA
Άρθρο 5,Non-RespA
Αρμοδιότητες Νομικής Υπηρεσίας,RespA
Η Νομική Υπηρεσία παρέχει νομική υποστήριξη προς τα αιρετά όργανα του Δήμου και τις δημοτικές υπηρεσίες για την προώθηση των επιδιώξεων/στόχων/συμφερό-ντων του Δήμου.,RespA
Ειδικότερα η Νομική Υπηρεσία:,RespA
- Παρέχει νομικές συμβουλές και γνωμοδοτήσεις προς τα πολιτικά όργανα διοίκησης του Δήμου (Δημοτικό Συμ-βούλιο Επιτροπές Δήμαρχος κ.λπ.) διασφαλίζοντας το νομότυπο των πράξεων του Δήμου.,RespA
- Παρέχει νομικές συμβουλές και κατευθύνσεις προς τις επί μέρους υπηρεσίες του Δήμου καθώς και στα ιδρύ-ματα και στα άλλα νομικά πρόσωπα του Δήμου για την διασφάλιση του νομότυπου των δράσεών τους.,RespA
- Επεξεργάζεται και γνωμοδοτεί για πράξεις της δημό-σιας διοίκησης που αφορούν το Δήμο.,RespA
- Επεξεργάζεται και ελέγχει νομικά τις συμβάσεις που συνάπτει ο Δήμος με τρίτους καθώς και τις προκηρύ-ξεις του Δήμου για την ανάθεση έργων προμηθειών και υπηρεσιών σε τρίτους.,RespA
- Εκπροσωπεί τον Δήμο σε νομικές υποθέσεις εντός και εκτός των Δικαστηρίων και των Διοικητικών Αρχών για την προάσπιση των συμφερόντων του Δήμου.,RespA
- Παρακολουθεί την σχετική νομοθεσία και νομολογία και τηρεί και επικαιροποιεί αρχείο με τις νομοθετικές και κανονιστικές ρυθμίσεις που ενδιαφέρουν το Δήμο.,RespA
- Τηρεί το αναγκαίο αρχείο εγγράφων και πληροφορι-ών για τις ανάγκες της Νομικής Υπηρεσίας.,RespA
Άρθρο 6,Non-RespA
Αρμοδιότητες Αυτοτελούς Γραφείου,RespA
Εσωτερικού Ελέγχου,Non-RespA
- Το Αυτοτελές Γραφείο Εσωτερικού Ελέγχου μεριμνά για τον εσωτερικό έλεγχο των υπηρεσιών του Δήμου.,RespA
Ο εσωτερικός έλεγχος (internal audit) εξετάζει την επάρ-κεια αποτελεσματικότητα και αποδοτικότητα των δικλεί-δων ασφαλείας (internal controls) που έχουν θεσπιστεί για την διασφάλιση της επίτευξης των στόχων του ορ-γανισμού και εισηγείται σχετικές βελτιωτικές προτάσεις. Ο ρόλος του είναι διαβεβαιωτικός συμβουλευτικός και βοηθητικός μέσω προτάσεων και εισηγήσεων.1330 ΕΦΗΜΕΡΙ∆Α TΗΣ,RespA
Αναλυτικότερα:,Non-RespA
- Διενεργεί προληπτικούς και κατασταλτικούς διαχειρι-στικούς οικονομικούς διοικητικούς ελέγχους στις Υπη-ρεσίες του Δήμου με σκοπό τη διασφάλιση της εύρυθ-μης αποδοτικής και αποτελεσματικής λειτουργίας τους.,RespA
- Ερευνά αυτεπαγγέλτως ή κατόπιν καταγγελίας προ-κειμένου να προσδιορίσει ανάρμοστες ανεπαρκείς πα-ράνομες ψευδείς ή καταχρηστικές πράξεις που έχουν ήδη γίνει και συγκεντρώνει τα στοιχεία που θα οδηγή-σουν σε αποφάσεις σχετικές με εγκληματικές διώξεις πειθαρχικές ενέργειες ή άλλες διαρθρωτικές κινήσεις.,RespA
- Έχει πλήρη πρόσβαση σε όλα τα Βιβλία και τα στοι-χεία εργαζόμενους χώρους και δραστηριότητες όλων των οργανικών μονάδων του Δήμου τα οποία είναι απα-ραίτητα για την υλοποίηση του ελεγκτικού του έργου. Επίσης έχει την ευθύνη της απόλυτης διαφύλαξης του απόρρητου των στοιχείων και της εν γένει εχεμύθειας. Οι αρμόδιοι προϊστάμενοι και υπάλληλοι των οργανι-κών μονάδων του Δήμου συνεργάζονται και παρέχουν πληροφορίες στους Εσωτερικούς Ελεγκτές και γενικά διευκολύνουν με κάθε τρόπο το έργο τους.,RespA
- Παρακολουθεί τη συμμόρφωση των ελεγχόμενων υπηρεσιών και το βαθμό υλοποίησης των διορθωτικών προληπτικών και βελτιωτικών προτάσεων (followup).,RespA
- Επισκοπεί και αξιολογεί με βάση τις γενικές αρχές της οικονομίας της χρηστής δημοσιονομικής διαχείρισης της αποδοτικότητας και της αποτελεσματικότητας τις λειτουργίες τις διοικητικές διαδικασίες και το εφαρμο-ζόμενο σύστημα ελέγχων σε όλα τα επίπεδα ώστε να εντοπίσει πιθανές αδυναμίες και να βελτιώσει την απο-τελεσματικότητά τους.,RespA
- Εξετάζει την ποσότητα και την ποιότητα του παρα-γόμενου έργου (έλεγχος απόδοσης).,RespA
- Αξιολογεί τις οργανωτικές αλλαγές και τις επιπτώσεις από την ανάπτυξη νέων συστημάτων και δραστηριο-τήτων.,RespA
- Εξετάζει κατά πόσο προάγονται μέσα στον οργανι-σμό οι κατάλληλες ηθικές αρχές και αξίες.,RespA
- Συντάσσει τα έγγραφα για την ενημέρωση του Δη-μοτικού Συμβουλίου ανά έτος για τους διενεργούμε-νους ελέγχους τα πορίσματα αυτών την πρόοδο των ελεγκτικών εργασιών και τον βαθμό υλοποίησης των προτεινόμενων προτάσεων.,RespA
- Συνεργάζεται με τις ελεγκτικές Υπηρεσίες όπως το Ελεγκτικό Συνέδριο την Εθνική Αρχή Διαφάνειας και το Γενικό Λογιστήριο του Κράτους.,RespA
Άρθρο 7,Non-RespA
Αυτοτελές Γραφείο Πολιτικής Προστασίας,Non-RespA
Συστήνεται Αυτοτελές Γραφείο Πολιτικής Προστασίας [άρθρο 21 του ν. 4662/2020 - (Α΄ 27)] το οποίο στελεχώ-νεται με προσωπικό αποκλειστικής απασχόλησης επί θεμάτων Πολιτικής Προστασίας και έχει τις ακόλουθες αρμοδιότητες:,RespA
α. Συντονίζει κατά χωρική αρμοδιότητα το έργο της πολιτικής προστασίας για την πρόληψη ετοιμότητα αντιμετώπιση και αποκατάσταση των καταστροφών σύμφωνα με τις μεθόδους οργάνωσης τα όργανα και Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 150/21.01.2021,RespA
την κατανομή αρμοδιοτήτων που προβλέπονται στις διατάξεις του παρόντος.,RespA
β. Παρέχει την αναγκαία συνδρομή στη δράση των Τ.Ε.Σ.Ο.Π.Π..,RespA
γ. Προγραμματίζει και υλοποιεί δράσεις ενημέρωσης και ευαισθητοποίησης των πολιτών για ζητήματα πολι-τικής προστασίας.,RespA
δ. Αναλαμβάνει κάθε αναγκαία πρωτοβουλία ενέργεια και δράση για τη συνδρομή του Τ.Ε.Σ.Ο.Π.Π. και των λοι-πών εμπλεκόμενων φορέων σε επίπεδο αναγνώρισης εκτίμησης και ανάλυσης της επικινδυνότητας εκδήλω-σης καταστροφών.,RespA
ε. Με αποκλειστική ευθύνη του οικείου Δημάρχου συ-ντάσσεται υποχρεωτικά εντός δεκαοκτώ (18) μηνών από τη δημοσίευση του παρόντος Τοπικό Σχέδιο Αντιμετώ-πισης Εκτάκτων Αναγκών και Διαχείρισης Συνεπειών για φυσικές τεχνολογικές καταστροφές και λοιπές απειλές εντός της χωρικής Επικράτειας του Δήμου. Στο Τοπικό Σχέδιο περιγράφεται η οργάνωση της αντιμετώπισης και βραχείας αποκατάστασης των φυσικών και τεχνο-λογικών καταστροφών και λοιπών απειλών και προσδι-ορίζεται το σύνολο του ανθρώπινου δυναμικού υλικών και μέσων Πολιτικής Προστασίας που μπορούν να δι-ατεθούν. Περιλαμβάνει Γενικό Μέρος με διατάξεις που έχουν εφαρμογή σε κάθε καταστροφή και Παραρτήματα τα οποία εξειδικεύουν τις διατάξεις του Γενικού Μέρους για καταστροφές σχετιζόμενους με ειδικούς κινδύνους.,RespA
Το Τοπικό Σχέδιο είναι εναρμονισμένο με τα Γενικά Σχέ-δια της Γενικής Γραμματείας Πολιτικής Προστασίας και τις σχετικές οδηγίες σχεδίασης της Διεύθυνσης Σχεδια-σμού και Αντιμετώπισης Εκτάκτων Αναγκών της Γενικής Γραμματείας Πολιτικής Προστασίας και υποβάλλεται στην Εκτελεστική Επιτροπή του Δήμου η οποία και το εισηγείται προς το Δημοτικό Συμβούλιο το οποίο το εγκρίνει μετά τη σύμφωνη γνώμη της Γενικής Γραμμα-τείας Πολιτικής Προστασίας σύμφωνα με την κείμενη νομοθεσία.,RespA
στ. Συμβάλλει στην υλοποίηση των προγραμμάτων εκπαίδευσης της Ακαδημίας Πολιτικής Προστασίας σε θέματα πολιτικής προστασίας και συμμετέχει σε ασκή-σεις σε συνεργασία με την Περιφέρεια και άλλους όμο-ρους Δήμους με σκοπό την αξιολόγηση απόδοσης των ανωτέρω Σχεδίων.,RespA
ζ. Τηρεί και κοινοποιεί σε μηνιαία βάση στον Περιφε-ρειακό Συντονιστή επικαιροποιημένη κατάσταση του διαθέσιμου ανθρώπινου δυναμικού των μέσων και υλικών πολιτικής προστασίας παρακολουθώντας το επίπεδο ετοιμότητάς τους σύμφωνα με τις οδηγίες του. Στην κατάσταση αυτή συμπεριλαμβάνεται το ανθρώπινο δυναμικό υλικά και μέσα που διατίθενται εκτός Δήμου για την παροχή υποστήριξης σε καταστάσεις επιπέδου έκτακτης ανάγκης «Επιπέδου 4» (Red Code).,RespA
η. Υποβάλλει λαμβάνοντας υπόψη τις κατευθυντήριες οδηγίες του Τ.Ε.Σ.Ο.Π.Π. εισηγήσεις:,RespA
