RawParagraph,RespAPrediction
16-3-2020 και 18318/13-3-2020 έγγραφα του Υπουργεί-ου Εσωτερικών. 6. Το άρθρο 90 του Κώδικα της Νομοθεσίας για την Κυβέρνηση και τα κυβερνητικά όργανα (π.δ. 63/2005 Α’ 98) το οποίο διατηρήθηκε σε ισχύ με την παρ. 22 του άρθρου 119 του ν. 4622/2019 (Α΄ 133). 7. Το άρθρο 24 του π.δ. 142/2010 «Οργανισμός της Αποκεντρωμένης Διοίκησης Μακεδονίας - Θράκης» (Α’ 235) όπως τροποποιήθηκε με το άρθρο 79 του ν. 4182/2013 (Α’ 185). 8. Την υπό στοιχεία 7666/εγκ.11/7-2-2007 εγκύκλιο του  Υπουργείου  Εσωτερικών  Δημόσιας  Διοίκησης και Αποκέντρωσης την υπό στοιχεία 71351/εγκ.41/E,Non-RespA
47797,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 3562,Non-RespA
14-12-2010 εγκύκλιο του Υπουργείου Εσωτερικών Αποκεντρωμένης και Ηλεκτρονικής Διακυβέρνησης την υπό στοιχεία 74895/εγκ.60/30-12-2010 εγκύκλιο του Υπουργείου Εσωτερικών Αποκεντρωμένης και Ηλε-κτρονικής Διακυβέρνησης την υπ’ αρ. 16852/6-4-2011 (ΑΔΑ:4ΑΓΝΚ-Θ) απόφαση του Υπουργείου Εσωτερικών Αποκεντρωμένης και Ηλεκτρονικής Διακυβέρνησης και την υπό στοιχεία 60173/εγκ.93/23-8-2019 εγκύκλιο του Υπουργείου Εσωτερικών. 9. Την υπ’ αρ. 13011/28-6-2013 απόφαση (Β’ 1708) όπως τροποποιήθηκε με τις υπ’ αρ. 15207/20-9-2017 (Β’ 3624) 25680/18/24-1-2019 (Β’ 321) και 1995/20-2-2019 (Β’ 667) όμοιες που αφορούν στην έγκριση τροποποίη-σης του ΟΕΥ του Δήμου Νέστου. 10. Το υπ’ αρ. 6978/31-5-2021 έγγραφο του Δήμου Νέστου με το οποίο έχει υποβληθεί στην υπηρεσία η υπ’ αρ. 63/2021 απόφαση του Δημοτικού του Συμβου-λίου που αφορά στην «Έγκριση τροποποίησης του ΟΕΥ του Δήμου Νέστου». 11. Την υπ’ αρ. 1/2021 απόφαση-εισήγηση της Εκτε-λεστικής Επιτροπής του Δήμου Νέστου με την οποία εισηγείται στο Δημοτικό Συμβούλιο την τροποποίηση του ΟΕΥ του Δήμου Νέστου. 12. Το υπ’ αρ. 62/8-7-2021 έγγραφο του Υπηρεσιακού Συμβουλίου Υπαλλήλων ΟΤΑ Ν. Καβάλας με το οποίο μας διαβίβασε το υπ’ αρ. 4/9-6-2021 πρακτικό του με το οποίο εκφράζει την θετική του γνώμη για την τρο-ποποίηση του υφιστάμενου ΟΕΥ του Δήμου Νέστου Ν. Καβάλας αποφασίζουμε:,Non-RespA
Εγκρίνουμε τον ΟΕΥ του Δήμου Νέστου ο οποίος πλέ-ον έχει την εξής μορφή:,Non-RespA
ΟΡΓΑΝΙΣΜΟΣ ΕΣΩΤΕΡΙΚΗΣ ΥΠΗΡΕΣΙΑΣ,Non-RespA
ΜΕΡΟΣ 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ Άρθρο 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Κεντρικές Υπηρεσίες είναι εγκατεστημένες στην έδρα του Δήμου και περιλαμβάνουν τις παρακάτω ορ-γανικές μονάδες ομαδοποιημένες σε ενότητες συναφούς σκοπού και αντικειμένου:47798 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
1. Γενικός Γραμματέας,Non-RespA
2. Ιδιαίτερο Γραφείο Δημάρχου Επικοινωνίας και Δη-μοσίων Σχέσεων,Non-RespA
3. Γραφείο Νομικής Υπηρεσίας,Non-RespA
4. Αυτοτελές Γραφείο Υποστήριξης Πολιτικών Οργά-νων,Non-RespA
5. Αυτοτελές Τμήμα Δημοτικής Αστυνομίας,Non-RespA
6. Αυτοτελές Τμήμα Εσωτερικού Ελέγχου,Non-RespA
7. Αυτοτελές Γραφείο Συμβούλου Ακεραιότητας,Non-RespA
8. Αυτοτελές Τμήμα Πολιτικής Προστασίας,Non-RespA
9. Λιμενικό Γραφείο Δήμου Νέστου,Non-RespA
ΕΝΟΤΗΤΑ Β: ΕΠΙΤΕΛΙΚΕΣ ΥΠΗΡΕΣΙΕΣ,Non-RespA
Αυτοτελές Τμήμα Επιχειρησιακού Σχεδιασμού που πε-ριλαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Αναπτυξιακού Σχεδιασμού και Προγραμ-μάτων,Non-RespA
β) Γραφείο Τεχνολογιών Πληροφορικής και Επικοινω-νιών (ΤΠΕ),Non-RespA
γ) Γραφείο Προμηθειών υλικών εξοπλισμού και υπη-ρεσιών,Non-RespA
ΕΝΟΤΗΤΑ Γ: ΥΠΗΡΕΣΙΕΣ ΤΟΠΙΚΗΣ ΟΙΚΟΝΟΜΙΚΗΣ ΑΝΑ-ΠΤΥΞΗΣ,Non-RespA
Αυτοτελές Τμήμα Τοπικής Οικονομικής Ανάπτυξης που περιλαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Αγροτικής Παραγωγής β) Γραφείο Αλιείας,Non-RespA
γ) Γραφείο Αδειοδοτήσεων και Ρύθμισης Εμπορικών Δραστηριοτήτων δ) Γραφείο Τουρισμού και Επιχειρηματικότητας,Non-RespA
ΕΝΟΤΗΤΑ Δ: ΥΠΗΡΕΣΙΕΣ ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ - ΥΠΗ-ΡΕΣΙΑ ΔΟΜΗΣΗΣ,Non-RespA
ΔΙΕΥΘΥΝΣΗ ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ ΚΑΙ ΔΟΜΗΣΗΣ που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
α) Τμήμα Τεχνικών Υπηρεσιών που περιλαμβάνει:,Non-RespA
i. Γραφείο Μελετών Επίβλεψης και Εκτέλεσης Τεχνικών Έργων,Non-RespA
ii. Γραφείο Συντήρησης Υποδομών και άμεσης επέμ-βασης,Non-RespA
iii. Γραφείο Συγκοινωνιών Κυκλοφορίας και Εγκατα-στάσεων,Non-RespA
β)Τμήμα Υπηρεσίας Δόμησης που περιλαμβάνει:,Non-RespA
i. Γραφείο Οικοδομικών Αδειών,Non-RespA
ii. Γραφείο Πολεοδομικών Εφαρμογών,Non-RespA
iii. Γραφείο Ελέγχου κατασκευών,Non-RespA
ΕΝΟΤΗΤΑ Ε: ΥΠΗΡΕΣΙΕΣ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,Non-RespA
ΔΙΕΥΘΥΝΣΗ ΚΑΘΑΡΙΟΤΗΤΑΣ ΑΝΑΚΥΚΛΩΣΗΣ ΠΕΡΙ-ΒΑΛΛΟΝΤΟΣ ΚΑΙ ΠΡΑΣΙΝΟΥ,Non-RespA
α) Τμήμα Καθαριότητας Ανακύκλωσης Διαχείρισης Οχημάτων,Non-RespA
i. Γραφείο Καθαριότητας- Ανακύκλωσης,Non-RespA
ii. Γραφείο Διαχείρισης και Συντήρησης Οχημάτων,Non-RespA
β) Τμήμα Περιβάλλοντος και Συντήρησης Πρασίνου,Non-RespA
i. Γραφείο Περιβάλλοντος - Φροντίδας Διαχείρισης Αδέσποτων και Δεσποζόμενων Ζώων,Non-RespA
ii. Γραφείο Συντήρησης ΠρασίνουΣ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 3562/04.08.2021,Non-RespA
ΕΝΟΤΗΤΑ ΣΤ: ΥΠΗΡΕΣΙΕΣ ΚΟΙΝΩΝΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ ΠΑΙΔΕΙΑΣ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ,Non-RespA
ΔΙΕΥΘΥΝΣΗ ΚΟΙΝΩΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ που περιλαμ-βάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
α) Τμήμα Κοινωνικής Προστασίας,Non-RespA
i. Γραφείο Σχεδιασμού Εποπτείας και Δικτύωσης,Non-RespA
ii. Γραφείο Δομής Κέντρου Κοινότητας Δήμου Νέστου με Παράρτημα Ρομά,Non-RespA
iii. Γραφείο Δομής Σίτισης και Φιλοξενίας Αστέγων,Non-RespA
β) Τμήμα Προαγωγής Δημόσιας Υγείας και Δομή «Βο-ήθεια στο Σπίτι»,Non-RespA
i. Γραφείο Προστασίας δημόσιας υγείας,Non-RespA
ii. Γραφείο Δομής Βοήθεια στο Σπίτι -Υπηρεσίες Ηλικι-ωμένων - Δημοτικό Ιατρείο,Non-RespA
γ) Τμήμα Παιδείας Δια Βίου Μάθησης Πολιτισμού Αθλητισμού i. Γραφείο Παιδείας Δια Βίου Μάθησης,Non-RespA
ii. Γραφείο Πολιτισμού και Αθλητισμού,Non-RespA
ΕΝΟΤΗΤΑ Ζ: ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ,Non-RespA
ΔΙΕΥΘΥΝΣΗ ΔΙΟΙΚΗΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ που περιλαμ-βάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
α) Τμήμα Δημοτικής Κατάστασης και Ληξιαρχείου,Non-RespA
i. Γραφείο Δημοτικής Κατάστασης ii. Γραφείο Ληξιαρχείου,Non-RespA
β) Τμήμα Ανθρώπινου Δυναμικού Διοικητικής Μέριμνας,Non-RespA
i. Γραφείο Ανάπτυξης Ανθρώπινου Δυναμικού Μη-τρώων και διαδικασιών προσωπικού,Non-RespA
ii. Γραφείο Πρωτοκόλλου Διοικητικής Μέριμνας και Αρχείου,Non-RespA
ΕΝΟΤΗΤΑ Η: ΥΠΗΡΕΣΙΕΣ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ - ΛΟΓΙΣΤΗ-ΡΙΟΥ - ΥΠΗΡΕΣΙΕΣ ΕΣΟΔΩΝ ΠΕΡΙΟΥΣΙΑΣ ΚΑΙ ΤΑΜΕΟΥ,Non-RespA
ΔΙΕΥΘΥΝΣΗ ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
α) Τμήμα προϋπολογισμού λογιστηρίου,Non-RespA
i. Γραφείο Προϋπολογισμού και Οικονομικής Πληρο-φόρησης,Non-RespA
ii. Γραφείο Λογιστηρίου,Non-RespA
iii.Γραφείο Μισθοδοσίας,Non-RespA
β) Τμήμα Εσόδων Περιουσίας και Ταμείου i. Γραφείο Εσόδων και Περιουσίας,Non-RespA
ii. Γραφείο Ταμείου,Non-RespA
ΕΝΟΤΗΤΑ Θ: ΥΠΗΡΕΣΙΕΣ ΚΕΠ,Non-RespA
ΔΙΕΥΘΥΝΣΗ ΚΕΠ,Non-RespA
Α) Τμήμα ΚΕΠ Δημοτικής Ενότητας Χρυσούπολης,Non-RespA
i. Γραφείο Εξυπηρέτησης Πολιτών,Non-RespA
ii. Γραφείο Εσωτερικής Ανταπόκρισης,Non-RespA
Β) Τμήμα ΚΕΠ Δημοτικής Ενότητας Ορεινού,Non-RespA
i. Γραφείο Εξυπηρέτησης Πολιτών,Non-RespA
ii. Γραφείο Εσωτερικής Ανταπόκρισης,Non-RespA
Γ) Τμήμα ΚΕΠ Δημοτικής Ενότητας Κεραμωτής,Non-RespA
i. Γραφείο Εξυπηρέτησης Πολιτών,Non-RespA
ii. Γραφείο Εσωτερικής Ανταπόκρισης,Non-RespA
Άρθρο 2,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Αποκεντρωμένες Υπηρεσίες του Δήμου είναι εγκα-τεστημένες στην έδρα δημοτικών ενοτήτων εξυπηρε-τούν τις δημοτικές/τοπικές κοινότητες της ενότητας και περιλαμβάνουν υπηρεσίες οι οποίες υπάγονται διοικητι-κά σε αντίστοιχες Διευθύνσεις ή Τμήματα των Κεντρικών Υπηρεσιών του Δήμου.Τεύχος B’ 3562/04.08.2021 ΕΦΗΜΕΡΙ∆Α T,Non-RespA
ΜΕΡΟΣ 2,Non-RespA
ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ,RespA
ΑΡΜΟΔΙΟΤΗΤΕΣ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
Άρθρο 3,Non-RespA
ΓΕΝΙΚΟΣ ΓΡΑΜΜΑΤΕΑΣ,Non-RespA
Ο Γενικός Γραμματέας υποστηρίζει τον Δήμαρχο στα διοικητικά του καθήκοντα υλοποιώντας τις αρμοδιότη-τες που του εκχωρεί ο Δήμαρχος με απόφασή του. Οι αρμοδιότητες αυτές αφορούν κυρίως στο συντονισμό των δημοτικών υπηρεσιών έτσι ώστε να εξασφαλίζεται με αποδοτικό τρόπο η αποτελεσματικότητα στην επί-τευξη των περιοδικών στόχων και προγραμμάτων που αποφασίζονται από τα πολιτικά όργανα του Δήμου.,RespA
Ειδικότερα ο Γενικός Γραμματέας:,Non-RespA
- Παρέχει οδηγίες δίνει κατευθύνσεις και γενικότερα συντονίζει τις υπηρεσίες του Δήμου κατά την άσκηση του έργου τους σε συνεργασία με τους Αντιδημάρχους και με τους αντίστοιχους προϊσταμένους.,RespA
- Παρακολουθεί ελέγχει και αξιολογεί την καλή λει-τουργία των υπηρεσιών σε σχέση πάντοτε προς τις δραστηριότητες τους και την επίτευξη των περιοδικών προγραμμάτων δράσης τους.,RespA
- Αξιολογεί την επάρκεια και αποτελεσματικότητα των πόρων κάθε υπηρεσίας (ανθρώπινο δυναμικό τεχνικά μέσα κ.λπ.) και διατυπώνει προτάσεις για τη συμπλήρω-ση τους ή τη βελτίωση της απόδοσής τους.,RespA
- Μεριμνά για την κατάλληλη οργάνωση των πόρων των υπηρεσιών (ανθρώπινο δυναμικό τεχνικά μέσα υποδομές εσωτερικές διαδικασίες λειτουργίας κ.λπ.) ώστε να μπορούν να ανταποκρίνονται στην αποτελε-σματική και αποδοτική υλοποίηση των δραστηριοτήτων τους και των αντίστοιχων προγραμμάτων δράσης τους.,RespA
- Μεριμνά για την επεξεργασία από τις αρμόδιες υπη-ρεσίες των θεμάτων που είναι προς συζήτηση ενώπιον του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτελεστικής Επι-τροπής σύμφωνα με την ημερήσια διάταξη ή έχουν ήδη συζητηθεί σε αυτά καθώς και να τα υποστηρίζει ενώπιον των ανωτέρω οργάνων εφόσον κρίνεται απαραίτητο από τον Πρόεδρο τους.,RespA
- Παρακολουθεί τη διαδικασία εφαρμογής των απο-φάσεων του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτε-λεστικής Επιτροπής από τις αρμόδιες υπηρεσίες του Δή-μου.,RespA
- Συμμετέχει στις διαδικασίες κατάρτισης του Επι-χειρησιακού Σχεδίου και των Ετησίων Προγραμμάτων Δράσης του Δήμου και παρακολουθεί την επίτευξη των περιοδικών στόχων και την υλοποίηση των αντίστοιχων προγραμμάτων που αποφασίζονται από τα πολιτικά όρ-γανα του Δήμου.,RespA
- Μεριμνά για την έγκαιρη ετοιμασία των περιοδικών απολογισμών δράσης του Δήμου σύμφωνα προς τα αντί-στοιχα προγράμματα ή τις συγκεκριμένες αποφάσεις και ενημερώνει σχετικά την Εκτελεστική Επιτροπή.TΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 47799,RespA
- Οργανώνει κάθε νέα υπηρεσία που δημιουργείται στο Δήμο και μεριμνά για τη συνεχή βελτίωση της αποτελε-σματικής δράσης των υπηρεσιών του Δήμου την προ-σαρμογή της λειτουργίας τους στις ανάγκες της τοπικής κοινωνίας και τη βελτίωση της απόδοσης του στελεχικού δυναμικού και των τεχνικών μέσων του Δήμου.,RespA
- Δύναται να συγκαλεί περιοδικά ή κατά περίπτωση Συντονιστικά Συμβούλια στα οποία μετέχουν με εκπρο-σώπους τους το σύνολο ή μέρος (ανάλογα με ομοιογενή θεματικά αντικείμενα) των υπηρεσιών του Δήμου.,RespA
- Παρακολουθεί τις δραστηριότητες των νομικών προ-σώπων του Δήμου και συνεργάζεται με τις διοικήσεις τους ώστε να εξασφαλίζεται η εναρμόνιση των αποτε-λεσμάτων από την δραστηριοποίησή τους προς τους στόχους του Δήμου.,RespA
- Υπογράφει τις αποφάσεις χορήγησης αδειών με ή χωρίς αποδοχές και μετακίνησης εκτός έδρας στο εσω-τερικό και εξωτερικό των υπαλλήλων του Δήμου.,RespA
- Υπογράφει έγγραφα σύμφωνα με τις δικαιοδοσίες που του εκχωρεί ο Δήμαρχος.,RespA
Άρθρο 4,Non-RespA
ΙΔΙΑΙΤΕΡΟ ΓΡΑΦΕΙΟ ΔΗΜΑΡΧΟΥ ΕΠΙΚΟΙΝΩΝΙΑΣ ΚΑΙ ΔΗΜΟΣΙΩΝ ΣΧΕΣΕΩΝ,Non-RespA
Το Ιδιαίτερο Γραφείο Δημάρχου παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τον Δή-μαρχο και ιδίως:,RespA
- Παρέχει διοικητική υποστήριξη στον Δήμαρχο και προγραμματίζει οργανώνει και ρυθμίζει τις συναντή-σεις του.,RespA
- Διεξάγει και διεκπεραιώνει την προσωπική αλληλο-γραφία του Δημάρχου και τηρεί το ηλεκτρονικό πρω-τόκολλο το κάθε μορφής αρχείο σχετικά με θέματα ευθύνης του.,RespA
- Συντάσσει έγγραφα και απαντητικές επιστολές διεκ-περαιώνει τις αιτήσεις δημοτών και τη σχετική αλληλο-γραφία με το κοινό παρέχει γενικές πληροφορίες προς τους πολίτες για θέματα της αρμοδιότητας του για την πορεία των υποθέσεών τους και τηρεί σχετικό αρχείο. - Τηρεί αρχείο των κάθε είδους αποφάσεων του Δή-μου προς χρήση του Δημάρχου καθώς και κάθε άλλο στοιχείο σύμφωνα με τις κατευθύνσεις του Δημάρχου.,RespA
- Παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τους κατέχοντες θέσεις Ειδικών Συμ-βούλων ή Ειδικών Συνεργατών ή Επιστημονικών Συνερ-γατών καθώς και στην Εκτελεστική Επιτροπή.,RespA
- Προβαίνει σε όλες τις απαραίτητες ενέργειες για την ανάρτηση των απαραίτητων εγγράφων στην ιστοσελίδα του Δήμου σύμφωνα με τις οδηγίες του Γραφείου Τεχνο-λογιών Πληροφορικής και Επικοινωνιών (ΤΠΕ).,RespA
- Σχεδιάζει και εισηγείται την επικοινωνιακή πολιτική για την προώθηση της αποστολής και των στόχων του Δήμου και αντίστοιχα σχεδιάζει και εισηγείται και προ-ωθεί την εφαρμογή των προγραμμάτων των ενεργειών που είναι απαραίτητες για την υλοποίηση της επικοινω-νιακής αυτής πολιτικής. - Οργανώνει και υλοποιεί κάθε είδους εκδηλώσεις του Δήμου (συνέδρια συνελεύσεις εορτές κ.λπ.) καθώς και προγράμματα προβολής του έργου και των υπηρεσιών που παρέχει ο Δήμος.47800 ΕΦΗΜΕΡΙ∆Α TΗΣ,RespA
- Σχεδιάζει εισηγείται και εφαρμόζει προγράμματα ενημέρωσης των πολιτών για τις επιδιώξεις στόχους και υπηρεσίες του Δήμου με γενικό στόχο τη δραστηρι-οποίηση των πολιτών για την προώθηση των τοπικών συμφερόντων. - Παρακολουθεί συστηματικά τα δημοσιεύματα (έντυ-πα και ηλεκτρονικά) σχετικά με τις δραστηριότητες του Δήμου και ενημερώνει σχετικά τα όργανα διοίκησης και τις υπηρεσίες του Δήμου. Τηρεί αρχείο των δημοσιεύ-σεων καθώς και των σχετικών απαντήσεων του Δήμου. - Διαχειρίζεται τις σχέσεις του Δήμου με τον ηλεκτρονι-κό και έντυπο τύπο και τα μέσα μαζικής ενημέρωσης και επιμελείται των δημοσιευμάτων και των δελτίων τύπου του Δήμου. - Επιμελείται των ενημερωτικών εκδόσεων ή εκπομπών του Δήμου στα ΜΜΕ και τηρεί φωτογραφικό αρχείο. - Σχεδιάζει και εφαρμόζει συστήματα και διαδικασίες για την εξυπηρέτηση των δημοτών που έχουν αντικειμε-νική αδυναμία προσπέλασης στις δημοτικές υπηρεσίες ή στα ΚΕΠ και χρειάζονται να έλθουν σε επαφή με τις επιμέρους υπηρεσίες για συγκεκριμένες ανάγκες τους.,RespA
- Μεριμνά για τη δημιουργία και την αποτελεσματική λειτουργία δικτύων εθελοντών που αναλαμβάνουν την εξυπηρέτηση των ανωτέρω δημοτών για την εκτέλεση των δοσοληψιών τους με τις δημοτικές υπηρεσίες και τα ΚΕΠ για λογαριασμό τους.,RespA
- Δέχεται αιτήματα των ανωτέρω δημοτών με βάση τις σχετικές διαδικασίες και μεριμνά για την ικανοποί-ησή τους με την αξιοποίηση τόσο των υπαλλήλων του Γραφείου όσο και των δικτύων εθελοντών.,RespA
- Συνεργάζεται με τα αρμόδια ΚΕΠ για την διεκπεραί-ωση υποθέσεων των ανωτέρω δημοτών σε ζητήματα αρμοδιότητας των ΚΕΠ.,RespA
- Σχεδιάζει και προωθεί κάθε άλλη σχετική ενέργεια για την καλύτερη εξυπηρέτηση των δημοτών με αντικειμε-νική αδυναμία προσπέλασης στις δημοτικές υπηρεσίες ή στα ΚΕΠ.,RespA
Άρθρο 5,Non-RespA
ΓΡΑΦΕΙΟ ΝΟΜΙΚΗΣ ΥΠΗΡΕΣΙΑΣ,Non-RespA
Η Νομική Υπηρεσία παρέχει νομική υποστήριξη προς τα αιρετά όργανα του Δήμου και τις δημοτικές υπηρεσίες για την προώθηση των επιδιώξεων/στόχων/συμφερό-ντων του Δήμου. Ειδικότερα η Υπηρεσία:,RespA
1. Παρέχει νομικές συμβουλές και γνωμοδοτήσεις προς τα πολιτικά όργανα διοίκησης του Δήμου (Δημο-τικό Συμβούλιο Επιτροπές Δήμαρχος κ.λπ.) διασφαλί-ζοντας το νομότυπο των πράξεων του Δήμου.,RespA
2. Παρέχει νομικές συμβουλές και κατευθύνσεις προς τις επί μέρους υπηρεσίες του Δήμου καθώς και στα ιδρύ-ματα στο νομικό πρόσωπο του Δήμου και την κοινωφε-λή επιχείρηση για την διασφάλιση του νομότυπου των δράσεών τους.,RespA
3. Επεξεργάζεται και γνωμοδοτεί για πράξεις της δη-μόσιας διοίκησης που αφορούν τον Δήμο.,RespA
4. Επεξεργάζεται και ελέγχει νομικά όλες τις συμβάσεις που συνάπτει ο Δήμος με τρίτους καθώς και τις προκη-ρύξεις του Δήμου για την ανάθεση έργων προμηθειών και υπηρεσιών σε τρίτους.Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 3562/04.08.2021,RespA
5. Εκπροσωπεί τον Δήμο σε νομικές υποθέσεις εντός και εκτός των Δικαστηρίων και των Διοικητικών Αρχών για την προάσπιση των συμφερόντων του Δήμου.,RespA
6. Παρακολουθεί την σχετική νομοθεσία και νομολογία και τηρεί και επικαιροποιεί αρχείο με τις νομοθετικές και κανονιστικές ρυθμίσεις που ενδιαφέρουν το Δήμο.,RespA
7. Τηρεί το αναγκαίο αρχείο εγγράφων και πληροφο-ριών για τις ανάγκες της Νομικής Υπηρεσίας.,RespA
Άρθρο 6,Non-RespA
ΑΥΤΟΤΕΛΕΣ ΓΡΑΦΕΙΟ ΥΠΟΣΤΗΡΙΞΗΣ ΠΟΛΙΤΙΚΩΝ ΟΡΓΑΝΩΝ,Non-RespA
1. Παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη στα αιρετά διοικητικά όργανα του Δήμου.,RespA
2. Οργανώνει τις Συνεδριάσεις του Δημοτικού Συμ-βουλίου της Οικονομικής Επιτροπής και της Επιτροπής Ποιότητας Ζωής.,RespA
3. Μεριμνά για τις διαδικασίες για την πρώτη συγκρό-τηση του Δημοτικού Συμβουλίου μετά από κάθε εκλογι-κή διαδικασία και την κατά νόμο εκλογή του Προεδρείου του Δημοτικού Συμβουλίου καθώς και των μελών της Οι-κονομικής Επιτροπής και της Επιτροπής Ποιότητας Ζωής.,RespA
4. Μεριμνά για τις διαδικασίες αντικατάστασης σε πε-ρίπτωση παραίτησης ή κατ’ οιονδήποτε τρόπο έλλειψης του Δημάρχου ή Δημοτικού Συμβούλου.,RespA
5. Υποστηρίζει γραμματειακά το Δημοτικό Συμβούλιο την Οικονομική Επιτροπή και την Επιτροπή Ποιότητας Ζωής στην εκτέλεση όλων των αρμοδιοτήτων τους σύμ-φωνα με τη σχετική νομοθεσία.,RespA
