RawParagraph,RespAPrediction
ζ) του ν. 4662/2020 «Εθνικός Μηχανισμός Διαχείρισης Κρίσεων και Αντιμετώπισης Κινδύνων αναδιάρθρωση της Γενικής Γραμματείας Πολιτικής Προστασίας αναβάθ-μιση συστήματος εθελοντισμού πολιτικής προστασίας αναδιοργάνωση του Πυροσβεστικού και άλλες διατά-ξεις» (Α΄ 27),Non-RespA
η) του π.δ. 138/2010 «Οργανισμός της Αποκεντρωμέ-νης Διοίκησης Θεσσαλίας - Στερεάς Ελλάδας» (Α΄ 231) και ιδίως της περ. γγ της παρ. 4 του άρθρου 8,Non-RespA
θ) της υπ’ αρ. οικ. 6983/85785/1.6.2017 απόφασης του Συντονιστή Αποκεντρωμένης Διοίκησης Θεσσαλί-E,Non-RespA
18563,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 1564,Non-RespA
ας - Στερεάς Ελλάδας «Παροχή εξουσιοδότησης υπο-γραφής πράξεων και εγγράφων “Με εντολή Συντονιστή” του Συντονιστή Αποκεντρωμένης Διοίκησης Θεσσαλί-ας - Στερεάς Ελλάδας (Α.Δ.Θ.Σ.Ε.) στον Προϊστάμενο ή στην Προϊσταμένη της Γενικής Διευθύνσεως Εσωτερικής Λειτουργίας και στους Προϊσταμένους ή στις Προϊστα-μένες Διευθύνσεων και Τμημάτων της ανωτέρω Γενικής Διευθύνσεως» (Β΄ 2002).,Non-RespA
2. Τον Οργανισμό Εσωτερικής Υπηρεσίας του Δήμου Στυλίδας (Β΄ 2652/2017) καθώς και την τροποποίηση αυτού. (Β΄ 557/2019).,Non-RespA
3. Την υπ’ αρ. 11/24.11.2020 απόφαση της Εκτελεστι-κής Επιτροπής του Δήμου Στυλίδας.,Non-RespA
4. Την υπ’ αρ. 180/29.12.2020 απόφαση του Δημοτικού Συμβουλίου με θέμα: «Έγκριση Τροποποίησης Οργανι-σμού Εσωτερικής Υπηρεσίας Δήμου Στυλίδας καθώς και την υπ’ αρ. 1η/2021 γνωμοδότηση του Υπηρεσιακού Συμβουλίου Υπαλλήλων Ο.Τ.Α. Ν. Φθιώτιδας (πρακτικό 1ο/9.2.2021).,Non-RespA
5. Το υπ’ αρ. 1842/2.3.2021 έγγραφο του Δήμου Στυ-λίδας με θέμα: «Έγκριση τροποποίησης Οργανισμού Εσωτερικής Υπηρεσίας Δήμου Στυλίδας».,Non-RespA
6. Το γεγονός ότι από την υπ’ αρ. 2318/17.3.2021 βε-βαίωση της Οικονομικής Υπηρεσίας του Δήμου Στυ-λίδας από την παρούσα τροποποίηση προκαλείται δαπάνη ύψους ύψους δυο εκατομμυρίων εξήντα χιλιά-δων εξακοσίων ογδόντα εφτά ευρώ (2.060.68700 €) στους ακόλουθους κωδικούς: 00.603100.605310.6011,Non-RespA
10.602110.604110.605110.605210.605415.6041,Non-RespA
15.605420.601120.602120. 604120.605120.6052 20.,Non-RespA
605425.601125.602125.604125.605225.605125.605,Non-RespA
4 30.601130.602130.605130.605270.6011 70.6021,Non-RespA
70.6051 70.6052 και 70.6054 κωδικούς του σκέλους των εξόδων του τρέχοντος προϋπολογισμού.,Non-RespA
Για τα επόμενα οικονομικά έτη προκαλείται ετήσια δα-πάνη ύψους περίπου δυο εκατομμυρίων οχτακοσίων τριακοσίων τριών χιλιάδων εκατόν ογδόντα και είκοσι ενός ευρώ (2.833.18021 €) για την κάλυψη της μισθο-δοσίας η οποία και θα προβλέπεται στους αντίστοιχους κατ’ έτος προϋπολογισμούς.,Non-RespA
7. Tα λοιπά στοιχεία του Φακέλου αποφασίζουμε:18564 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
Εγκρίνουμε την τροποποίηση του Οργανισμού Εσω-τερικής Υπηρεσίας (Ο.Ε.Υ.) του Δήμου Στυλίδας όπως δημοσιεύθηκε στο Β΄ 2652/2017 όπως ισχύει ως κα-τωτέρω:,Non-RespA
ΜΕΡΟΣ 1: ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ,Non-RespA
• Άρθρο 1: ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
• Άρθρο 2: ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕ-ΣΙΩΝ,Non-RespA
ΜΕΡΟΣ 2: ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ ΚΕΦΑΛΑΙΟ 2.1: ΑΡΜΟΔΙΟΤΗΤΕΣ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
• Άρθρο 3: Αρμοδιότητες Γενικού Γραμματέα,Non-RespA
• Άρθρο 4: Αρμοδιότητες Ιδιαίτερου Γραφείου Δημάρ-χου,Non-RespA
• Άρθρο 5: Αρμοδιότητες Αυτοτελούς Γραφείου Επι-κοινωνίας και Δημοσίων Σχέσεων,Non-RespA
• Άρθρο 6: Αρμοδιότητες Νομικής Υπηρεσίας,Non-RespA
• Άρθρο 7: Αρμοδιότητες Αυτοτελούς Γραφείου Διοι-κητικής Βοήθειας,Non-RespA
• Άρθρο 8: Αρμοδιότητες Αυτοτελούς Τμήματος Δη-μοτικής Αστυνομίας,Non-RespA
• Άρθρο 9: Αρμοδιότητες Αυτοτελούς Τμήματος Προ-γραμματισμού Οργάνωσης Πληροφορικής και Διαφά-νειας,Non-RespA
• Άρθρο 10: Αρμοδιότητες Αυτοτελούς Τμήματος Εσω-τερικού Ελέγχου,Non-RespA
• Άρθρο 11: Αρμοδιότητες Αυτοτελούς Τμήματος Πο-λιτικής Προστασίας,Non-RespA
• Άρθρο 12: Αρμοδιότητες Αυτοτελούς Τμήματος Δη-μοτικού Ωδείου,Non-RespA
• Άρθρο 13: Αρμοδιότητες Αυτοτελούς Τμήματος Δη-μοτικής Φιλαρμονικής,Non-RespA
• Άρθρο 14: Αρμοδιότητες Αυτοτελούς Τμήματος Περι-βάλλοντος και Τοπικής Οικονομικής Ανάπτυξης,Non-RespA
• Άρθρο 15: Αρμοδιότητες Αυτοτελούς Τμήματος Κοινωνικής Προστασίας Παιδείας Διά Βίου Μάθησης Αθλητισμού και Πολιτισμού,Non-RespA
• Άρθρο 16: Αρμοδιότητες Αυτοτελούς Τμήματος Δι-οικητικών Υπηρεσιών,Non-RespA
• Άρθρο 17: Αρμοδιότητες Αυτοτελούς Τμήματος Οι-κονομικών Υπηρεσιών,Non-RespA
• Άρθρο 18: Αρμοδιότητες Αυτοτελούς Τμήματος Κ.Ε.Π.,Non-RespA
• Άρθρο 19: Αρμοδιότητες Αυτοτελούς Τμήματος Τε-χνικών Υπηρεσιών και Πολεοδομίας,Non-RespA
ΚΕΦΑΛΑΙΟ 2.2: ΑΡΜΟΔΙΟΤΗΤΕΣ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
• Άρθρο 20: Αποκεντρωμένες Υπηρεσίες με έδρα τις Ράχες,Non-RespA
• Άρθρο 21: Αποκεντρωμένες Υπηρεσίες με έδρα την Πελασγία,Non-RespA
ΜΕΡΟΣ 3: ΔΙΟΙΚΗΣΗ - ΕΠΟΠΤΕΙΑ - ΣΥΝΤΟΝΙΣΜΟΣ,Non-RespA
• Άρθρο 22: Διοίκηση - Εποπτεία - Συντονισμός,Non-RespA
• Άρθρο 23: Αρμοδιότητες Προϊσταμένων Διοικητικών ΕνοτήτωνΣ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 1564/17.04.2021,Non-RespA
ΜΕΡΟΣ 4: ΘΕΣΕΙΣ ΠΡΟΣΩΠΙΚΟΥ,Non-RespA
• Άρθρο 24: Ειδικές Θέσεις,Non-RespA
• Άρθρο 25: Οργανικές θέσεις με σχέση εργασίας Δη-μοσίου Δικαίου,Non-RespA
• Άρθρο 26: Προσωποπαγείς θέσεις μόνιμου προσω-πικού,Non-RespA
• Άρθρο 27: Θέσεις με σχέση εργασίας Ιδιωτικού Δικαί-ου Αορίστου Χρόνου (ΙΔΑΧ),Non-RespA
• Άρθρο 28: Θέσεις με σχέση εργασίας Ιδιωτικού Δικαί-ου Ορισμένου Χρόνου (ΙΔΟΧ),Non-RespA
ΜΕΡΟΣ 5: ΠΡΟΪΣΤΑΜΕΝΟΙ ΥΠΗΡΕΣΙΩΝ,Non-RespA
• Άρθρο 29: Προϊστάμενοι Υπηρεσιών,Non-RespA
ΜΕΡΟΣ 6: ΤΕΛΙΚΕΣ ΔΙΑΤΑΞΕΙΣ,Non-RespA
• Άρθρο 30: Τελικές διατάξεις,Non-RespA
ΜΕΡΟΣ 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ,Non-RespA
Άρθρο 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Κεντρικές Υπηρεσίες είναι εγκατεστημένες στην έδρα του Δήμου και περιλαμβάνουν τις παρακάτω ορ-γανικές μονάδες ομαδοποιημένες σε ενότητες συναφούς σκοπού και αντικειμένου:,Non-RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
1. Γενικός Γραμματέας,Non-RespA
2. Ιδιαίτερο Γραφείο Δημάρχου,Non-RespA
3. Αυτοτελές Γραφείο Επικοινωνίας και Δημοσίων Σχέ-σεων,Non-RespA
4. Νομική Υπηρεσία,Non-RespA
5. Αυτοτελές Γραφείο Διοικητικής Βοήθειας,Non-RespA
6. Αυτοτελές Τμήμα Δημοτικής Αστυνομίας,Non-RespA
7. Αυτοτελές Τμήμα Προγραμματισμού Οργάνωσης Πληροφορικής και Διαφάνειας,Non-RespA
8. Αυτοτελές Τμήμα Εσωτερικού Ελέγχου,Non-RespA
9. Αυτοτελές Τμήμα Πολιτικής Προστασίας,Non-RespA
10. Αυτοτελές Τμήμα Δημοτικού Ωδείου,Non-RespA
11. Αυτοτελές Τμήμα Δημοτικής Φιλαρμονικής.,Non-RespA
ΕΝΟΤΗΤΑ Β: ΥΠΗΡΕΣΙΕΣ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΤΟΠΙ-ΚΗΣ ΟΙΚΟΝΟΜΙΚΗΣ ΑΝΑΠΤΥΞΗΣ,Non-RespA
Αυτοτελές Τμήμα Περιβάλλοντος και Τοπικής Οικο-νομικής Ανάπτυξης που περιλαμβάνει τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Περιβάλλοντος,Non-RespA
β) Γραφείο Καθαριότητας και Ανακύκλωσης γ) Γραφείο Συντήρησης Πρασίνου,Non-RespA
δ) Γραφείο Αγροτικής και Κτηνοτροφικής Παραγωγής ε) Γραφείο Αλιείας,Non-RespA
στ) Γραφείο Αδειοδοτήσεων και Ρύθμισης Εμπορικών Δραστηριοτήτων ζ) Γραφείο Λαϊκών Αγορών,Non-RespA
η) Γραφείο Τουριστικής Ανάπτυξης,Non-RespA
θ) Γραφείο Διαχείρισης και Συντήρησης Οχημάτων.Τεύχος B’ 1564/17.04.2021 ΕΦΗΜΕΡΙ∆Α T,Non-RespA
ΕΝΟΤΗΤΑ Γ: ΥΠΗΡΕΣΙΕΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΑΘΛΗΤΙΣΜΟΥ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ,Non-RespA
Αυτοτελές Τμήμα Κοινωνικής Προστασίας Παιδείας Αθλητισμού και Πολιτισμού που περιλαμβάνει ειδικό-τερα τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Κοινωνικής Πολιτικής και Πολιτικής Ισότη-τας των Φύλων,Non-RespA
β) Γραφείο Προστασίας και Προαγωγής της Δημόσιας Υγείας και Τρίτης Ηλικίας (Βοήθεια στο σπίτι Δημοτικά Ιατρεία),Non-RespA
γ) Γραφείο Παιδείας Διά Βίου Μάθησης Αθλητισμού και Πολιτισμού δ) Γραφείο Παιδικών Σταθμών.,Non-RespA
ΕΝΟΤΗΤΑ Δ: ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ,Non-RespA
1. Αυτοτελές Τμήμα Διοικητικών Υπηρεσιών που περι-λαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Υποστήριξης Πολιτικών Οργάνων του Δή-μου,Non-RespA
β) Γραφείο Διοίκησης και Διοικητικής Μέριμνας,Non-RespA
γ) Γραφείο Δημοτικής Κατάστασης και Ληξιαρχείου.,Non-RespA
2. Αυτοτελές Τμήμα Οικονομικών Υπηρεσιών που πε-ριλαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Προϋπολογισμού και Λογιστηρίου β) Γραφείο Προμηθειών και Αποθήκης,Non-RespA
γ) Γραφείο Εσόδων Δημοτικής Περιουσίας και Ταμείου.,Non-RespA
3. Αυτοτελές Τμήμα Κ.Ε.Π.,Non-RespA
4. Αυτοτελές Τμήμα Τεχνικών Υπηρεσιών και Πολεοδο-μίας που περιλαμβάνει ειδικότερα τα παρακάτω γραφεία:,Non-RespA
α) Γραφείο Τεχνικών Έργων,Non-RespA
β) Γραφείο Ηλεκτρομηχανολογικών Έργων Ενέργειας και Συγκοινωνιών,Non-RespA
γ) Γραφείο Πολεοδομίας,Non-RespA
δ) Γραφείο Ύδρευσης Άρδευσης και Αποχέτευσης.,Non-RespA
Άρθρο 2,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Αποκεντρωμένες Υπηρεσίες του Δήμου είναι εγκα-τεστημένες στην έδρα δημοτικών ενοτήτων εξυπηρε-τούν τις τοπικές κοινότητες της ενότητας και περιλαμ-βάνουν υπηρεσίες οι οποίες υπάγονται διοικητικά στα Τμήματα των Κεντρικών Υπηρεσιών του Δήμου.,Non-RespA
ΕΝΟΤΗΤΑ Α: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΜΕ ΕΔΡΑ ΤΙΣ ΡΑΧΕΣ,Non-RespA
1. Γραφείο Κ.Ε.Π. Δ.Ε. Εχιναίων (ΚΕΠ 0611),Non-RespA
2. Γραφείο Συντήρησης Υποδομών,Non-RespA
3. Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη,Non-RespA
4. Γραφείο Οικονομικών Θεμάτων,Non-RespA
5. Γραφείο Δημοτολογίου και Ληξιαρχείου,Non-RespA
6. Βοήθεια στο Σπίτι.,Non-RespA
ΕΝΟΤΗΤΑ Β: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΜΕ ΕΔΡΑ ΤΗΝ ΠΕΛΑΣΓΙΑ,Non-RespA
1. Γραφείο Κ.Ε.Π. Δ.Ε. Πελασγίας (ΚΕΠ 1019),Non-RespA
2. Γραφείο Συντήρησης Υποδομών,Non-RespA
3. Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του ΠολίτηTΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 18565,Non-RespA
4. Γραφείο Οικονομικών Θεμάτων,Non-RespA
5. Γραφείο Δημοτολογίου και Ληξιαρχείου,Non-RespA
6. Βοήθεια στο Σπίτι.,Non-RespA
ΜΕΡΟΣ 2,Non-RespA
ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ,RespA
ΚΕΦΑΛΑΙΟ 2.1: ΑΡΜΟΔΙΟΤΗΤΕΣ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕ-ΣΙΩΝ ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,RespA
Άρθρο 3,Non-RespA
Αρμοδιότητες Γενικού Γραμματέα,RespA
Ο Γενικός Γραμματέας έχει την ευθύνη των ακόλουθων αρμοδιοτήτων:,RespA
1) Παρέχει οδηγίες δίνει κατευθύνσεις και γενικότερα συντονίζει τις Υπηρεσίες του Δήμου κατά την άσκηση του έργου τους.,RespA
2) Προβαίνει στην μελέτη και εισήγηση μέτρων για την βελτίωση και προαγωγή των λειτουργιών του Δήμου.,RespA
3) Μεριμνά για την επεξεργασία από τις αρμόδιες Υπη-ρεσίες των θεμάτων που είναι προς συζήτηση ενώπιον του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής ή της Επιτροπής Ποιότητας Ζωής σύμφωνα με την ημε-ρήσια διάταξη ή έχουν ήδη συζητηθεί σε αυτά καθώς και να τα υποστηρίζει ενώπιον των ανωτέρω οργάνων εφόσον κρίνεται απαραίτητο.,RespA
4) Παρακολουθεί τη διαδικασία εφαρμογής των απο-φάσεων του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής ή της Επιτροπής Ποιότητας Ζωής από τις αρ-μόδιες Υπηρεσίες του Δήμου.,RespA
5) Μεριμνά για την έγκαιρη ετοιμασία των περιοδικών απολογισμών δράσης του Δήμου σύμφωνα με τα αντί-στοιχα προγράμματα ή τις συγκεκριμένες αποφάσεις και ενημερώνει σχετικά το Δημοτικό Συμβούλιο και την Οικονομική Επιτροπή.,RespA
6) Μεριμνά για τη συνεχή βελτίωση της αποτελεσματι-κής δράσης των Υπηρεσιών του Δήμου την προσαρμογή της λειτουργίας τους στις ανάγκες της τοπικής κοινωνίας και τη βελτίωση της απόδοσης του στελεχιακού δυναμι-κού και των τεχνικών μέσων του Δήμου.,RespA
7) Οργανώνει κάθε νέα Υπηρεσία που δημιουργείται στο Δήμο.,RespA
8) Έχει την ευθύνη των αρμοδιοτήτων με τις οποίες εξουσιοδοτείται από τον Δήμαρχο με απόφασή του.,RespA
9) Ο Γενικός Γραμματέας προΐσταται όλου του προσω-πικού του Δήμου και ασκεί ανώτατη εποπτεία και έλεγχο σε όλες τις δημοτικές Υπηρεσίες.,RespA
Άρθρο 4,Non-RespA
Αρμοδιότητες Ιδιαιτέρου Γραφείου Δημάρχου,RespA
Το Ιδιαίτερο Γραφείο Δημάρχου παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τον Δή-μαρχο και ιδίως:,RespA
1) Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις του Δημάρχου.,RespA
2) Διεξάγει και διεκπεραιώνει την προσωπική αλλη-λογραφία του Δημάρχου και τηρεί το πρωτόκολλο και το αρχείο αυτής.18566 ΕΦΗΜΕΡΙ∆Α TΗΣ,RespA
3) Τηρεί αρχείο των κάθε είδους αποφάσεων του Δή-μου προς χρήση του Δημάρχου καθώς και κάθε άλλο στοιχείο σύμφωνα με τις κατευθύνσεις του Δημάρχου.,RespA
4) Παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τους κατέχοντες θέσεις Ειδικών Συμ-βούλων ή Ειδικών Συνεργατών ή Επιστημονικών Συνερ-γατών.,RespA
5) Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις του/της Δημάρχου.,RespA
6) Διεκπεραιώνει κάθε υπηρεσία που ανέθεσε ο/η Δή-μαρχος και η οποία δεν ανήκει στην αρμοδιότητα των άλλων υπηρεσιών του Δήμου.,RespA
7) Υποστηρίζει τους Δημοτικούς Συμβούλους Προέ-δρους και μέλη Κοινοτήτων (σύνταξη εγγράφων παροχή πληροφοριών).,RespA
8) Οργανώνει συναντήσεις εργασίας μεταξύ φορέων καθ’ υπόδειξη του/της Δημάρχου.,RespA
Άρθρο 5,Non-RespA
Αρμοδιότητες Αυτοτελούς Γραφείου Επικοινωνίας και Δημοσίων Σχέσεων,RespA
1) Σχεδιάζει και εισηγείται τη επικοινωνιακή πολιτική για την προώθηση της αποστολής και των στόχων του Δήμου και αντίστοιχα σχεδιάζει και εισηγείται και προ-ωθεί την εφαρμογή των προγραμμάτων των ενεργειών που είναι απαραίτητες για την υλοποίηση της επικοινω-νιακής αυτής πολιτικής.,RespA
2) Οργανώνει και υλοποιεί κάθε είδους εκδηλώσεις του Δήμου (συνέδρια συνελεύσεις εορτές κ.λπ. καθώς και προγράμματα προβολής του έργου και των υπηρεσιών που παρέχει ο Δήμος.,RespA
3) Σχεδιάζει εισηγείται και εφαρμόζει προγράμματα ενημέρωσης των πολιτών για τις επιδιώξεις στόχους και υπηρεσίες του Δήμου με γενικό στόχο τη δραστηρι-οποίηση των πολιτών για την προώθηση των τοπικών συμφερόντων.,RespA
4) Παρακολουθεί συστηματικά τα δημοσιεύματα (έντυπα και ηλεκτρονικά) σχετικά με τις δραστηριότητες του Δήμου και ενημερώνει σχετικά τα όργανα διοίκησης και τις υπηρεσίες του Δήμου. Τηρεί αρχείο των δημοσιεύ-σεων καθώς και των σχετικών απαντήσεων του Δήμου.,RespA
5) Διαχειρίζεται τις σχέσεις του Δήμου με τον ηλεκτρο-νικό και έντυπο τύπο και τα μέσα μαζικής ενημέρωσης και επιμελείται των δημοσιευμάτων και των δελτίων τύ-που του Δήμου.,RespA
6) Εξυπηρετεί τηλεφωνικά πολίτες καταγράφει τα πα-ράπονα και παρέχει διοικητικές πληροφορίες.,RespA
7) Υποδέχεται και εξυπηρετεί το κοινό και εξασφαλί-ζει την έγκαιρη και έγκυρη πρόσβαση σε πληροφορί-ες που έχουν σχέση με τη δομή την οργάνωση και τις αρμοδιότητες των δημοτικών και όχι μόνο υπηρεσιών τους κανονισμούς τις διαδικασίες και τις προϋποθέσεις παροχής Υπηρεσιών από το Δήμο.,RespA
8) Έγκαιρη πληροφόρηση μέσω Δελτίων Τύπου για κάθε είδους προγράμματα δράσεις ανακοινώσεις του Δήμου που απευθύνονται σε δημότες πολίτες και επι-σκέπτες.,RespA
9) Εκπροσώπηση του Δήμου σε Διεθνείς Εκθέσεις.,RespA
10) Υποδέχεται υποδείξεις προτάσεις και παράπονα των δημοτών και τους ενημερώνει για τα δικαιώματα Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 1564/17.04.2021,RespA
τους και τις ενέργειες που απαιτούνται για τη διεκπε-ραίωση των υποθέσεών τους. Μεριμνά επίσης για τον εφοδιασμό τους με τα απαραίτητα πληροφοριακά στοι-χεία και έντυπα.,RespA
11) Μεριμνά για την εφαρμογή διαδικασιών διαβού-λευσης για αποφάσεις και ζητήματα που αφορούν το Δήμο.,RespA
12) Μεριμνά για την εξασφάλιση της αρχής της ίσης πρόσβασης των δημοτών στις δραστηριότητες για κάθε είδους προγραμμάτων και δράσεις που σχεδιάζει ο Δή-μος και απευθύνονται στους δημότες.,RespA
13) Μεριμνά για θέματα Αδελφοποίησης πόλεων Αμ-φικτιονιών και καλές πρακτικές Δήμων.,RespA
Άρθρο 6,Non-RespA
Αρμοδιότητες Νομικής Υπηρεσίας,RespA
Η Νομική Υπηρεσία παρέχει νομική υποστήριξη προς τα αιρετά όργανα του Δήμου και τις δημοτικές υπηρεσίες για την προώθηση των επιδιώξεων / στόχων / συμφερό-ντων του Δήμου. Ειδικότερα η Υπηρεσία:,RespA
1) Παρέχει νομικές συμβουλές και γνωμοδοτήσεις προς τα πολιτικά όργανα διοίκησης του Δήμου (Δημο-τικό Συμβούλιο Επιτροπές Δήμαρχος κ.λπ.) διασφαλί-ζοντας το νομότυπο των πράξεων του Δήμου.,RespA
2) Παρέχει νομικές συμβουλές και κατευθύνσεις προς τις επί μέρους υπηρεσίες του Δήμου καθώς και στα ιδρύ-ματα και στα άλλα νομικά πρόσωπα του Δήμου για την διασφάλιση του νομότυπου των δράσεων τους.,RespA
3) Επεξεργάζεται και γνωμοδοτεί για πράξεις της δη-μόσιας διοίκησης που αφορούν το Δήμο.,RespA
4) Επεξεργάζεται και ελέγχει νομικά όλες τις συμβάσεις που συνάπτει ο Δήμος με τρίτους καθώς και τις προκη-ρύξεις του Δήμου για την ανάθεση έργων προμηθειών και υπηρεσιών σε τρίτους.,RespA
5) Εκπροσωπεί τον Δήμο σε νομικές υποθέσεις εντός και εκτός των Δικαστηρίων και των Διοικητικών Αρχών για την προάσπιση των συμφερόντων του Δήμου.,RespA
6) Παρακολουθεί την σχετική νομοθεσία και νομολο-γία και τηρεί και επικαιροποιεί αρχείο με τις νομοθετικές και κανονιστικές ρυθμίσεις που ενδιαφέρουν το Δήμο.,RespA
7) Τηρεί το αναγκαίο αρχείο εγγράφων και πληροφο-ριών για τις ανάγκες της Νομικής Υπηρεσίας.,RespA
Άρθρο 7,Non-RespA
Αρμοδιότητες Αυτοτελούς Γραφείου Διοικητικής Βοήθειας,RespA
Το Αυτοτελές Γραφείο Διοικητικής Βοήθειας είναι αρ-μόδιο για την παροχή διοικητικής βοήθειας σε άτομα που έχουν αντικειμενική αδυναμία προσπέλασης στις δημοτικές υπηρεσίες ή στα Κέντρα Εξυπηρέτησης Πο-λιτών (Κ.Ε.Π.). Ειδικότερα το Γραφείο:,RespA
