RawParagraph,RespAPrediction
ζ) του ν. 4662/2020 «Εθνικός Μηχανισμός Διαχείρισης Κρίσεων και Αντιμετώπισης Κινδύνων αναδιάρθρωση της 1 νέα θέση Γενικού Γραμματέα  Χ 3.26989 € Χ,Non-RespA
6 νέες θέσεις υπαλλήλων ΠΕ  Χ 2.15400 € 4 νέες θέσεις υπαλλήλων ΤΕ  Χ 2.02700 € 11 νέες θέσεις υπαλλήλων ΔΕ  Χ 1.57800 € 4 νέες θέσεις υπαλλήλων ΥΕ  Χ 1.29600 €  ΣΥΝΟΛΟ: E,Non-RespA
34039,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 2552,Non-RespA
Γενικής Γραμματείας Πολιτικής Προστασίας αναβάθμιση συστήματος εθελοντισμού πολιτικής προστασίας αναδι-οργάνωση του Πυροσβεστικού και άλλες διατάξεις» (Α΄27),Non-RespA
η) του π.δ/τος 138/2010 «Οργανισμός της Αποκεντρω-μένης Διοίκησης Θεσσαλίας - Στερεάς Ελλάδας» (Α’ 231) και ιδίως της περ. γγ της παρ. 4 του άρθρου 8 θ) της υπό στοιχεία οικ. 6983/85785/01.06.2017 από-φασης του Συντονιστή Αποκεντρωμένης Διοίκησης Θεσσαλίας - Στερεάς Ελλάδας «Παροχή εξουσιοδότη-σης υπογραφής πράξεων και εγγράφων «Με εντολή Συ-ντονιστή» του Συντονιστή Αποκεντρωμένης Διοίκησης Θεσσαλίας - Στερεάς Ελλάδας (Α.Δ.Θ.Σ.Ε.) στον Προϊ-στάμενο ή στην Προϊσταμένη της Γενικής Διευθύνσεως Εσωτερικής Λειτουργίας και στους Προϊσταμένους ή στις Προϊσταμένες Διευθύνσεων και Τμημάτων της ανωτέρω Γενικής Διευθύνσεως» (Β’ 2002). 2. Τον ισχύοντα Οργανισμό Εσωτερικής Υπηρεσίας του Δήμου Δωρίδος (τελευταία τροποποίηση αυτού με το ΦΕΚ Β΄ 402/2019) καθώς και την διόρθωση σφάλματος αυτού (Β΄ 771/2019).,Non-RespA
3. Την υπ’ αρ. 1/22.10.2020 απόφαση της Εκτελεστικής Επιτροπής του Δήμου Δωρίδος. 4. Την υπ’ αρ. 121/20.11.2020 απόφαση Δημοτικού Συμβουλίου με θέμα: «Έγκριση Νέου Οργανισμού Εσωτε-ρικής Υπηρεσίας Δήμου Δωρίδος καθώς και την υπ’ αρ. 2η/2021 γνωμοδότηση του Υπηρεσιακού Συμβουλίου Υπαλλήλων Ο.Τ.Α. Ν. Φωκίδας (πρακτικό 2ο/19-03-2021).,Non-RespA
5. Το υπ’ αρ. 4627/19.05.2021 έγγραφο του Δήμου Δω-ρίδος με θέμα: « Έγκριση Νέου Οργανισμού Οργανισμού Εσωτερικής Υπηρεσίας Δήμου Δωρίδος». 6. Το γεγονός ότι από την υπ’ αρ. 4800/21.05.2021 βε-βαίωση της Οικονομικής Υπηρεσίας του Δήμου Δωρίδος βεβαιώνεται ότι από την απόφαση αυτή η μέγιστη συ-νολική δαπάνη που θα προκύψει εφόσον δηλαδή πλη-ρωθούν στο σύνολό τους οι νέες θέσεις είναι η κάτωθι: Χ 12 μήνες  = 39.23868 € (ΚΑΕ 6031 6053),Non-RespA
Χ 12 μήνες  = 155.08800 €  (ΚΑΕ 6031 6051),Non-RespA
Χ 12 μήνες  = 97.29600 €  (ΚΑΕ 6031 6051),Non-RespA
Χ 12 μήνες  = 208.29600 €  (ΚΑΕ 6031 6051),Non-RespA
Χ 12 μήνες  = 62.20800 €  (ΚΑΕ 6031 6051),Non-RespA
562.1266800 €34040 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
7. Tα λοιπά στοιχεία του φακέλου αποφασίζουμε:,Non-RespA
Εγκρίνουμε τον Νέο Οργανισμού Εσωτερικής Υπηρε-σίας (Ο.Ε.Υ.) του Δήμου Δωρίδος όπως αυτός αποτυπώ-νεται στην 121/2020 απόφαση Δημοτικού Συμβουλίου του Δήμου Δωρίδος ως κατωτέρω: ΔΙΑΡΘΡΩΣΗ ΟΡΓΑΝΙΚΩΝ ΜΟΝΑΔΩΝ - ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
ΜΕΡΟΣ Α,Non-RespA
Στο πρώτο μέρος του παρόντος οργανισμού παρου-σιάζονται τα Όργανα Διακυβέρνησης καθώς και τα Δι-αβουλευτικά και Διαμεσολαβητικά Όργανα του Δήμου σύμφωνα με τις διατάξεις της ισχύουσας νομοθεσίας.,Non-RespA
ΟΡΓΑΝΑ ΔΙΑΚΥΒΕΡΝΗΣΗΣ 1. ΔΗΜΟΤΙΚΟ ΣΥΜΒΟΥΛΙΟ,Non-RespA
Οι αρμοδιότητες του Δημοτικού Συμβουλίου προβλέ-πονται από το ν. 3463/2006 «Κύρωση του κώδικα Δήμων και Κοινοτήτων» και το ν. 3852/2010 «Νέα Αρχιτεκτονική της Αυτοδιοίκησης και της Αποκεντρωμένης Διοίκησης - Πρόγραμμα Καλλικράτης».,RespA
2. ΕΚΤΕΛΕΣΤΙΚΗ ΕΠΙΤΡΟΠΗ,Non-RespA
Οι αρμοδιότητες της Εκτελεστικής Επιτροπής προ-βλέπονται από το ν.3852/2010 «Νέα Αρχιτεκτονική της Αυτοδιοίκησης και της Αποκεντρωμένης Διοίκησης - Πρόγραμμα Καλλικράτης».,RespA
3. ΟΙΚΟΝΟΜΙΚΗ ΕΠΙΤΡΟΠΗ,Non-RespA
Οι αρμοδιότητες της Οικονομικής Επιτροπής προβλέ-πονται από το ν.3852/2010 «Νέα Αρχιτεκτονική της Αυ-τοδιοίκησης και της Αποκεντρωμένης Διοίκησης - Πρό-γραμμα Καλλικράτης» και όπως αυτός τροποποιήθηκε με τις διατάξεις του ν. 4555/2018 (Α’ 133) «Μεταρρύθ-μιση του θεσμικού πλαισίου της Τοπικής Αυτοδιοίκη-σης - Εμβάθυνση της Δημοκρατίας - Ενίσχυση της Συμ-μετοχής - Βελτίωση της οικονομικής και αναπτυξιακής λειτουργίας των Ο.Τ.Α. - Πρόγραμμα «ΚΛΕΙΣΘΕΝΗΣ Ι» - Ρυθμίσεις για τον εκσυγχρονισμό του πλαισίου οργά-νωσης και λειτουργίας των ΦΟΔΣΑ - Ρυθμίσεις για την αποτελεσματικότερη ταχύτερη και ενιαία άσκηση των αρμοδιοτήτων σχετικά με την απονομή ιθαγένειας και την πολιτογράφηση - Λοιπές διατάξεις αρμοδιότητας Υπουργείου Εσωτερικών και άλλες διατάξεις» και όπως αυτός τροποποιήθηκε με το ν. 4623/2019 «Ρυθμίσεις του Υπουργείου Εσωτερικών διατάξεις για την ψηφια-κή διακυβέρνηση συνταξιοδοτικές ρυθμίσεις και άλλα επείγοντα ζητήματα». Επίσης από το ν. 4735/2020 «Τρο-ποποίηση του Κώδικα Ελληνικής Ιθαγένειας νέο πλαίσιο επιλογής διοικήσεων στον δημόσιο τομέα ρύθμιση ορ-γανωτικών θεμάτων της Γενικής Γραμματείας Ιθαγένει-ας και της Γενικής Γραμματείας Ανθρώπινου Δυναμικού Δημόσιου Τομέα του Υπουργείου Εσωτερικών ρυθμίσεις για την αναπτυξιακή προοπτική και την εύρυθμη λει-τουργία των Οργανισμών Τοπικής Αυτοδιοίκησης και άλλες διατάξεις».,RespA
4. ΕΠΙΤΡΟΠΗ ΠΟΙΟΤΗΤΑΣ ΖΩΗΣ,Non-RespA
Οι αρμοδιότητες της Επιτροπής Ποιότητας Ζωής προβλέπονται από το ν. 3852/2010 «Νέα Αρχιτεκτο-νική  της  Αυτοδιοίκησης  και  της  Αποκεντρωμένης Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 2552/16.06.2021,RespA
Διοίκησης - Πρόγραμμα Καλλικράτης» και όπως αυ-τός τροποποιήθηκε με τις διατάξεις του ν. 4555/2018 (Α’ 133) «Μεταρρύθμιση του θεσμικού πλαισίου της Τοπικής Αυτοδιοίκησης - Εμβάθυνση της Δημοκρα-τίας - Ενίσχυση της Συμμετοχής - Βελτίωση της οικο-νομικής και αναπτυξιακής λειτουργίας των Ο.Τ.Α. - Πρόγραμμα «ΚΛΕΙΣΘΕΝΗΣ Ι» - Ρυθμίσεις για τον εκσυγ-χρονισμό του πλαισίου οργάνωσης και λειτουργίας των ΦΟΔΣΑ - Ρυθμίσεις για την αποτελεσματικότερη ταχύ-τερη και ενιαία άσκηση των αρμοδιοτήτων σχετικά με την απονομή ιθαγένειας και την πολιτογράφηση - Λοι-πές διατάξεις αρμοδιότητας Υπουργείου Εσωτερικών και άλλες διατάξεις» και όπως αυτός τροποποιήθηκε με το ν. 4623/2019 «Ρυθμίσεις του Υπουργείου Εσωτερικών διατάξεις για την ψηφιακή διακυβέρνηση συνταξιοδοτι-κές ρυθμίσεις και άλλα επείγοντα ζητήματα». Επίσης από το ν. 4735/2020 «Τροποποίηση του Κώδικα Ελληνικής Ιθαγένειας νέο πλαίσιο επιλογής διοικήσεων στον δημό-σιο τομέα ρύθμιση οργανωτικών θεμάτων της Γενικής Γραμματείας Ιθαγένειας και της Γενικής Γραμματείας Αν-θρώπινου Δυναμικού Δημόσιου Τομέα του Υπουργείου Εσωτερικών ρυθμίσεις για την αναπτυξιακή προοπτική και την εύρυθμη λειτουργία των Οργανισμών Τοπικής Αυτοδιοίκησης και άλλες διατάξεις».,RespA
5. ΔΗΜΑΡΧΟΣ,Non-RespA
Οι αρμοδιότητες του Δημάρχου προβλέπονται από το ν. 3463/2006 «Κύρωση του κώδικα Δήμων και Κοινοτή-των» και του ν. 3852/2010 «Νέα Αρχιτεκτονική της Αυ-τοδιοίκησης και της Αποκεντρωμένης Διοίκησης - Πρό-γραμμα Καλλικράτης» και όπως αυτός τροποποιήθηκε με τις διατάξεις του ν. 4555/2018 (Α’ 133) «Μεταρρύθ-μιση του θεσμικού πλαισίου της Τοπικής Αυτοδιοίκη-σης - Εμβάθυνση της Δημοκρατίας - Ενίσχυση της Συμ-μετοχής - Βελτίωση της οικονομικής και αναπτυξιακής λειτουργίας των Ο.Τ.Α. - Πρόγραμμα «ΚΛΕΙΣΘΕΝΗΣ Ι» - Ρυθμίσεις για τον εκσυγχρονισμό του πλαισίου οργά-νωσης και λειτουργίας των ΦΟΔΣΑ - Ρυθμίσεις για την αποτελεσματικότερη ταχύτερη και ενιαία άσκηση των αρμοδιοτήτων σχετικά με την απονομή ιθαγένειας και την πολιτογράφηση - Λοιπές διατάξεις αρμοδιότητας Υπουργείου Εσωτερικών και άλλες διατάξεις».,RespA
6. ΑΝΤΙΔΗΜΑΡΧΟΙ,Non-RespA
Οι αρμοδιότητες των Αντιδημάρχων προβλέπονται από τις διατάξεις του ν. 3463/2006 «Κύρωση του κώδικα Δήμων και Κοινοτήτων» και το ν. 3852/2010 «Νέα Αρχι-τεκτονική της Αυτοδιοίκησης και της Αποκεντρωμένης Διοίκησης - Πρόγραμμα Καλλικράτης» όπως εκάστοτε ισχύει και όπως αυτός τροποποιήθηκε με τις διατάξεις του ν. 4555/2018 (Α’ 133) «Μεταρρύθμιση του θεσμικού πλαισίου της Τοπικής Αυτοδιοίκησης - Εμβάθυνση της Δημοκρατίας - Ενίσχυση της Συμμετοχής - Βελτίωση της οικονομικής και αναπτυξιακής λειτουργίας των Ο.Τ.Α. - Πρόγραμμα «ΚΛΕΙΣΘΕΝΗΣ Ι» - Ρυθμίσεις για τον εκσυγ-χρονισμό του πλαισίου οργάνωσης και λειτουργίας των ΦΟΔΣΑ - Ρυθμίσεις για την αποτελεσματικότερη ταχύ-τερη και ενιαία άσκηση των αρμοδιοτήτων σχετικά με την απονομή ιθαγένειας και την πολιτογράφηση - Λοιπές διατάξεις αρμοδιότητας Υπουργείου Εσωτερικών και άλ-λες διατάξεις».Τεύχος B’ 2552/16.06.2021 ΕΦΗΜΕΡΙ∆Α T,RespA
7. ΓΕΝΙΚΟΣ ΓΡΑΜΜΑΤΕΑΣ,Non-RespA
Οι αρμοδιότητες του Γενικού Γραμματέα προβλέπο-νται από το ν.3584/2007«Κύρωση του κώδικα κατά-στασης δημοτικών και κοινοτικών υπαλλήλων» και τον ν. 3801/2009. Οι αρμοδιότητες του Γενικού Γραμματέα εκχωρούνται από το Δήμαρχο.,RespA
ΔΙΑΒΟΥΛΕΥΤΙΚΑ ΚΑΙ ΔΙΑΜΕΣΟΛΑΒΗΤΙΚΑ ΟΡΓΑΝΑ ΤΟΥ ΔΗΜΟΥ,Non-RespA
1. Δημοτική Επιτροπή Διαβούλευσης Ασκεί τις αρμοδιότητες που προβλέπονται από τις δια-τάξεις του άρθρου 76 του ν. 3852/2010 «Νέα Αρχιτεκτονι-κή της Αυτοδιοίκησης και της Αποκεντρωμένης Διοίκησης - Πρόγραμμα Καλλικράτης» όπως εκάστοτε ισχύει. 2. Δημοτική Επιτροπή Παιδείας,RespA
Ασκεί τις αρμοδιότητες που προβλέπονται από τις διατάξεις του άρθρου 50 του ν. 1566/1985 «Δομή και λειτουργία της πρωτοβάθμιας και δευτεροβάθμιας εκ-παίδευσης και άλλες διατάξεις» όπως εκάστοτε ισχύει. Ειδικότερα η Δημοτική Επιτροπή Παιδείας εισηγεί-ται στο Δήμαρχο και στο Δημοτικό Συμβούλιο θέματα σχετικά με την καλύτερη οργάνωση και λειτουργία των σχολείων της Πρωτοβάθμιας και Δευτεροβάθμιας εκπαί-δευσης την κατανομή των πιστώσεων για λειτουργικές δαπάνες των σχολείων την ίδρυση κατάργηση και συγ-χώνευση σχολείων και παρακολουθεί την ανέγερση των σχολικών κτιρίων την επισκευή και συντήρησή τους καθώς και το έργο των σχολικών επιτροπών.,RespA
3. Συμβούλιο Ένταξης Μεταναστών και Προσφύγων,Non-RespA
Ασκεί τις αρμοδιότητες που προβλέπονται από τις διατάξεις του άρθρου 78 του ν. 3852/2010 «Νέα Αρχιτε-κτονική της Αυτοδιοίκησης και της Αποκεντρωμένης Δι-οίκησης - Πρόγραμμα Καλλικράτης» και του ν. 4555/2018 (Α’ 133) «Μεταρρύθμιση του θεσμικού πλαισίου της Το-πικής Αυτοδιοίκησης - Εμβάθυνση της Δημοκρατίας - Ενίσχυση της Συμμετοχής - Βελτίωση της οικονομικής και αναπτυξιακής λειτουργίας των Ο.Τ.Α. Πρόγραμμα «ΚΛΕΙΣΘΕΝΗΣ Ι» - Ρυθμίσεις για τον εκσυγχρονισμό του πλαισίου οργάνωσης και λειτουργίας των ΦΟΔΣΑ - Ρυθ-μίσεις για την αποτελεσματικότερη ταχύτερη και ενιαία άσκηση των αρμοδιοτήτων σχετικά με την απονομή ιθα-γένειας και την πολιτογράφηση - Λοιπές διατάξεις αρμο-διότητας Υπουργείου Εσωτερικών και άλλες διατάξεις».,RespA
Άρθρο 1,Non-RespA
Οι υπηρεσίες του Δήμου συγκροτούνται ως εξής:,Non-RespA
1. Γραφείο Δημάρχου,Non-RespA
2. Γραφείο Γενικού Γραμματέα 3. Γραφείο Αντιδημάρχων,Non-RespA
4. Αυτοτελές Τμήμα Εσωτερικού Ελέγχου Διαφάνειας και Προστασίας Δεδομένων,Non-RespA
5. Αυτοτελές Τμήμα Νομικής Υποστήριξης 6. Αυτοτελές Τμήμα Εξυπηρέτησης Πολιτών (ΚΕΠ),Non-RespA
7. Αυτοτελές Τμήμα Πολιτικής Προστασίας,Non-RespA
8. Αυτοτελές Τμήμα Επιχειρησιακού Προγραμματι-σμού Πληροφορικής Επικοινωνιών και Αξιοποίησης Εθνικών και Ευρωπαϊκών Πόρων,Non-RespA
9. Αυτοτελές Τμήμα Πολεοδομικού Σχεδιασμού,Non-RespA
10. Αυτοτελές Τμήμα Επικοινωνίας και Διοικητικής Βοήθειας TΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 34041,Non-RespA
11. Αυτοτελές Τμήμα Πολιτισμού Τουριστικής Προβο-λής και Ανάπτυξης,Non-RespA
12. Αυτοτελές Τμήμα Δημοτικής Αστυνομίας,Non-RespA
13. Αυτοτελές Τμήμα Εθελοντισμού και Εταιρικής Κοι-νωνικής Ευθύνης (ΕΚΕ) 14. Διεύθυνση Διοικητικών Υπηρεσιών και Ανθρώπι-νων Πόρων,Non-RespA
α) Τμήμα Υποστήριξης Συλλογικών Οργάνων,Non-RespA
β) Τμήμα Διοικητικών Υπηρεσιών Επιχειρηματικής Ανάπτυξης και Δημόσιας Υγείας γ) Τμήμα Ανθρώπινου Δυναμικού και Αμοιβών Εργα-ζομένων,Non-RespA
δ) Τμήμα Δημοτικής Κατάστασης και Ληξιαρχείου,Non-RespA
ε) Τμήμα Κοινωνικής Μέριμνας Αλληλεγγύης και Ισό-τητας των Φύλων,Non-RespA
15. Διεύθυνση Οικονομικής Διαχείρισης και Ανάπτυξης,Non-RespA
α) Τμήμα Προϋπολογισμού Διπλογραφικού Εξόδων Εκκαθάρισης Δαπανών και Εποπτείας Νομικών Προσώπων,Non-RespA
β) Τμήμα Εσόδων και Δημοτικής Περιουσίας,Non-RespA
γ) Τμήμα Προμηθειών και Αποθηκών δ) Τμήμα Ταμείου,Non-RespA
16. Διεύθυνση Τεχνικών Υπηρεσιών α) Τμήμα Μελετών και Τεχνικών Έργων,Non-RespA
β) Τμήμα Κτιριακών Υποδομών Εγκαταστάσεων Συ-γκοινωνιών και Συγκοινωνιακών Έργων,Non-RespA
γ)Τμήμα Δικτύων Ύδρευσης Λοιπών Υποδομών και Ηλεκτρομηχανολογικών Εγκαταστάσεων,Non-RespA
17. Διεύθυνση Κυκλικής Οικονομίας και Περιβάλλο-ντος,Non-RespA
α) Τμήμα Διαχείρισης Στερεών Αποβλήτων Αποκομι-δής και Ανακύκλωσης β) Τμήμα Περιβαλλοντικού Σχεδιασμού Πρασίνου και Διαχείρισης Δημοσίων Χώρων,Non-RespA
γ) Τμήμα Κίνησης και Συντήρησης Οχημάτων και Εξο-πλισμού,Non-RespA
ΜΕΡΟΣ Β,Non-RespA
Στο δεύτερο μέρος ακολουθεί η διάθρωση των δομών του νέου Οργανισμού με τις ισχύουσες αρμοδιότητές τους.,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΟΡΓΑΝΙΚΩΝ ΜΟΝΑΔΩΝ - ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
1. Γραφείο Δημάρχου,Non-RespA
Γραμματεία Δημάρχου,Non-RespA
Το γραφείο γραμματείας Δημάρχου παρέχει κάθε εί-δους διοικητική και γραμματειακή υποστήριξη προς το Δήμαρχο και κυρίως: 1. Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις του Δημάρχου. 2. Διεξάγει και διεκπεραιώνει την αλληλογραφία του Δημάρχου και τηρεί το πρωτόκολλο και το αρχείο αυτής. 3. Τηρεί αρχείο των κάθε είδους αποφάσεων του Δή-μου προς χρήση του Δημάρχου καθώς και κάθε άλλο στοιχείο σύμφωνα με τις κατευθύνσεις του Δημάρχου. 4. Παρέχει την απαραίτητη διοικητική και γραμματει-ακή υποστήριξη προς τους κατέχοντες θέσεις Ειδικών Συμβούλων ή Ειδικών Συνεργατών ή Επιστημονικών Συνεργατών. 34042 ΕΦΗΜΕΡΙ∆Α TΗΣ,RespA
5. Τηρεί τα πρακτικά των συνεδριάσεων της Εκτελε-στικής Επιτροπής. 6. Τηρεί το πρωτόκολλο όλων των εισερχομένων και εξερχομένων εγγράφων στο Γραφείο Δημάρχου. 7. Μεριμνά για τη μετακίνηση και διαμονή του Δημάρ-χου στο Εσωτερικό και Εξωτερικό. 8. Μεριμνά για τη σύνταξη του Ετήσιου Απολογισμού της Δημοτικής Αρχής.,RespA
2. Γραφείο Γενικού Γραμματέα Το γραφείο Γενικού Γραμματέα παρέχει κάθε είδους δι-οικητική και γραμματειακή υποστήριξη προς τον Γενικό Γραμματέα και κυρίως: 1. Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις του Γενικού Γραμματέα. 2. Διεξάγει και διεκπεραιώνει την αλληλογραφία του Γενικού Γραμματέα και τηρεί το πρωτόκολλο και το αρ-χείο αυτής. 3. Παρέχει την απαραίτητη διοικητική και γραμματει-ακή υποστήριξη στον Γενικό Γραμματέα.,RespA
4. Τηρεί το πρωτόκολλο όλων των εισερχομένων και εξερχομένων εγγράφων του γραφείου. 5. Μεριμνά για τη μετακίνηση και διαμονή του Γενικού Γραμματέα στο Εσωτερικό και Εξωτερικό.,RespA
3. Γραφείο Αντιδημάρχων,Non-RespA
Το γραφείο Αντιδημάρχων παρέχει κάθε είδους διοι-κητική και γραμματειακή υποστήριξη προς τους Αντι-δημάρχους του Δήμου και κυρίως: 1. Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις των Αντιδημάρχων. 2. Διεξάγει και διεκπεραιώνει την αλληλογραφία των Αντιδημάρχων και τηρεί το πρωτόκολλο και το αρχείο αυτής. 3. Παρέχει την απαραίτητη διοικητική και γραμματει-ακή υποστήριξη των Αντιδημάρχων.,RespA
4. Τηρεί το πρωτόκολλο όλων των εισερχομένων και εξερχομένων εγγράφων του γραφείου.,RespA
5. Μεριμνά για τη μετακίνηση και διαμονή των Αντι-δημάρχων στο Εσωτερικό και Εξωτερικό.,RespA
4. Αυτοτελές Τμήμα Εσωτερικού Ελέγχου Διαφάνειας και Προστασίας Δεδομένων,RespA
Το Αυτοτελές Τμήμα Εσωτερικού Ελέγχου Διαφάνειας και Προστασίας Δεδομένων ασκεί τα εξής καθήκοντα: 1. Παρακολουθεί την εφαρμογή και τη συνεχή τήρηση των εσωτερικών κανονισμών καθώς και της νομοθεσίας που αφορά τη λειτουργία του Δήμου συνολικά. 2. Παρακολουθεί την εφαρμογή και τη συνεχή τήρηση διαδικασιών λειτουργίας του Δήμου.,RespA
3. Παρέχει σύμφωνα με την κείμενη νομοθεσία οποια-δήποτε πληροφορία ζητηθεί εγγράφως από Εποπτικές Αρχές συνεργάζεται με αυτές και διευκολύνει με κάθε δυνατό τρόπο το έργο παρακολούθησης ελέγχου και εποπτείας που αυτές ασκούν.,RespA
4. Παρέχει στη Διοίκηση του Δήμου μια αντικειμενική εικόνα της αποτελεσματικότητας της εσωτερικής λει-τουργίας των Υπηρεσιών και της ποιότητας των παρε-χόμενων υπηρεσιών. 5. Προτείνει στη Διοίκηση του Δήμου ενέργειες ή μέ-τρα που θα οδηγούν στη βελτίωση του αποτελέσματος.Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 2552/16.06.2021,RespA
6. Συντάσσει έκθεση και ενημερώνει το Δημοτικό Συμ-βούλιο ανά εξάμηνο για τον διενεργούμενο έλεγχο τα πορίσματα αυτού την πρόοδο της ελεγκτικής εργασίας και τον βαθμό υλοποίησης των προτάσεων για βελτίωση.,RespA
7. Συνεργάζεται με τις ελεγκτικές Υπηρεσίες του Επιθε-ωρητή Δημόσιας Διοίκησης και του Γενικού Λογιστηρίου του Κράτους.,RespA
8. Ερευνά αυτεπαγγέλτως ή κατόπιν καταγγελίας προ-κειμένου να προσδιορίσει ανάρμοστες ανεπαρκείς πα-ράνομες ψευδείς ή καταχρηστικές πράξεις που έχουν ήδη γίνει και συγκεντρώνει τα στοιχεία που θα οδηγή-σουν σε αποφάσεις σχετικές με εγκληματικές διώξεις πειθαρχικές ενέργειες ή άλλες διαρθρωτικές κινήσεις. 9. Οι ελεγκτές βοηθούν τις υπηρεσίες να έχουν προ-νοητικότητα προσδιορίζοντας τις μελλοντικές τάσεις και επικεντρώνοντας την προσοχή τους στις πιθανές προ-κλήσεις προτού αυτές εξελιχθούν σε κρίσεις. Επιπρο-σθέτως μέσω του ελέγχου βασισμένου στην ανάλυση κινδύνου (risk-basedauditing) η ελεγκτική διαδικασία παρέχει χρήσιμες πληροφορίες στον οργανισμό για τη διαχείριση των κινδύνων.,RespA
10. Είναι αρμόδιο για τον σχεδιασμό και την εφαρμογή συστημάτων και διαδικασιών που επιδιώκουν την δια-σφάλιση της διαφάνειας στις κάθε είδους σχέσεις του Δήμου προς τρίτους καθώς και της προστασίας των προσωπικών δεδομένων.,RespA
11. Σχεδιάζει ενημερώνει τις δημοτικές υπηρεσίες και μεριμνά για την εφαρμογή κάθε είδους διαδικασίας και ενέργειας που διασφαλίζουν τη διαφάνεια στις σχέσεις του Δήμου προς τρίτους. Προς τούτο χρησιμοποιεί κάθε πρόσφορο μέσο και κυρίως τις κατάλληλες τεχνολογίες πληροφορικής και επικοινωνιών (ΤΠΕ). 12. Μερινά για την εξασφάλιση της έγκαιρης πρόσβα-σης από κάθε ενδιαφερόμενο τρίτο σε πληροφορίες που έχουν σχέση με τις προκηρύξεις του Δήμου για την εκτέ-λεση έργων και την προμήθεια υλικών και υπηρεσιών σύμφωνα με τις νόμιμες διαδικασίες. 13. Μεριμνά για την εξασφάλιση της πρόσβασης των δημοτών και κάθε τρίτου σε πληροφορίες που έχουν σχέση με τη δομή την οργάνωση και τις αρμοδιότητες των δημοτικών υπηρεσιών καθώς και τους κανονισμούς τις διαδικασίες και τις προϋποθέσεις παροχής από το Δήμο υπηρεσιών στους δημότες.,RespA
