RawParagraph,RespAPrediction
6. Τις διατάξεις της παρ. 7 β΄ του άρθρου 24 της από 14.3.2020 Πράξης Νομοθετικού Περιεχομένου (Α΄ 64) η οποία κυρώθηκε με το άρθρο 3 του ν. 4682/2020 (Α΄ 76) του άρθρου 10 της 11.3.2020 Πράξης Νομοθετικού Περι-εχομένου (Α΄ 55) η οποία κυρώθηκε με το άρθρο 2 του ν. 4682/2020 (Α΄ 76) του άρθρου 43 της από 30.3.2020 Πράξης Νομοθετικού Περιεχομένου (Α΄ 75) η οποία κυρώθηκε με το άρθρο 1 του ν. 4684/2020 (Α΄ 86) της παρ. iii α΄ της υπό στοιχεία 20930/εγκ.40/31.3.2020 εγκυ-κλίου του Υπ. Εσωτερικών και τα υπ’ αρ. 18639/16.3.2020 και 18318/13.3.2020 έγγραφα του Υπ. Εσωτερικών.E,Non-RespA
21633,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 1854,Non-RespA
7. Τις διατάξεις του άρθρου 90 του Κώδικα της Νομο-θεσίας για την κυβέρνηση και τα κυβερνητικά όργανα» που κυρώθηκε με το άρθρο πρώτο του π.δ. 63/2005 «Κωδικοποίηση της νομοθεσίας για την κυβέρνηση και τα κυβερνητικά όργανα» (Α΄ 98).,Non-RespA
8. Τις διατάξεις του άρθρου 24 του π.δ. 142/2010 «Ορ-γανισμός της Αποκεντρωμένης Διοίκησης Μακεδονίας - Θράκης» (Α΄ 235) όπως τροποποιήθηκε με το άρθρο 79 του ν. 4182/2013 (Α΄ 185).,Non-RespA
9. Την υπό στοιχεία 7666/εγκ.11/7.2.2007 εγκύκλιο του Υπ. Εσωτερικών Δημόσιας Διοίκησης και Αποκέντρωσης την υπό στοιχεία 71351/εγκ.41/14.12.2010 εγκύκλιο του Υπ. Εσωτερικών Αποκέντρωσης και Ηλεκτρονικής Δια-κυβέρνησης την υπό στοιχεία 74895/εγκ.60/30.12.2010 εγκύκλιο του Υπ. Εσωτερικών Αποκέντρωσης και Ηλε-κτρονικής Διακυβέρνησης την υπ’ αρ. 16852/6.4.2011 (ΑΔΑ:4ΑΓΝΚ-Θ) απόφαση του Υπ. Εσωτερικών Απο-κέντρωσης και Ηλεκτρονικής Διακυβέρνησης και την υπό στοιχεία 60173/εγκ.93/23.8.2019 εγκύκλιο του Υπ. Εσωτερικών.,Non-RespA
10. Την υπ’ αρ. 8202/9.5.2012 απόφαση (Β΄ 1690) όπως τροποποιήθηκε με τις υπ’ αρ. 15209/23.8.2017 (Β΄ 3223) και 1889/20.2.2019 (Β΄ 637) όμοιες που αφορούν την έγκριση τροποποίησης του ΟΕΥ του Δήμου Παγγαίου Ν. Καβάλας.,Non-RespA
11. Το υπ’ αρ. 17786/3.11.2020 έγγραφο του Δήμου Παγγαίου με το οποίο έχει υποβληθεί στην υπηρεσία μας η υπ’ αρ. 215/2020 απόφαση του Δημοτικού Συμβουλίου που αφορά την «Έγκριση τροποποίησης του ΟΕΥ του Δήμου Παγγαίου».,Non-RespA
12. Την υπ’ αρ. 11/2020 απόφαση - εισήγηση της Εκτε-λεστικής Επιτροπής του Δήμου Παγγαίου με την οποία εισηγείται στο Δημοτικό Συμβούλιο την τροποποίηση του ΟΕΥ του Δήμου Παγγαίου.,Non-RespA
13. Το υπ’ αρ. 1/5.2.2021 πρακτικό του Υπηρεσιακού Συμβουλίου Υπαλλήλων ΟΤΑ Ν. Καβάλας με το οποίο γνωμοδοτεί για την τροποποίηση του υφιστάμενου ΟΕΥ του Δήμου Παγγαίου Ν. Καβάλας.,Non-RespA
14. Την υπ’ αρ. 5609/16.4.2021 βεβαίωση της Οικονο-μικής Υπηρεσίας του Δήμου Παγγαίου αποφασίζουμε:,Non-RespA
Εγκρίνουμε τον ΟΕΥ του Δήμου Παγγαίου Ν.Καβάλας ο οποίος πλέον έχει την εξής μορφή:21634 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
ΜΕΡΟΣ 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ ΠΑΓΓΑΙΟΥ,Non-RespA
Άρθρο 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι κεντρικές υπηρεσίες είναι εγκατεστημένες στην έδρα του Δήμου και περιλαμβάνουν τις παρακάτω ορ-γανικές μονάδες ομαδοποιημένες σε ενότητες συναφούς σκοπού και αντικειμένου:,Non-RespA
ΕΝΟΤΗΤΑ Α:,Non-RespA
ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟΝ ΔΗΜΑΡΧΟ,Non-RespA
1.- Γενικός Γραμματέας,Non-RespA
2.- Ιδιαίτερο Γραφείο Δημάρχου,Non-RespA
3.- Γραφείο Επικοινωνίας Δημοσίων Σχέσεων και Του-ριστικής Προβολής,Non-RespA
4.- Νομική Υπηρεσία.,Non-RespA
5.- Γραφείο Ειδικών Συμβούλων και Συνεργατών,Non-RespA
6.- Γραφείο Συμπαραστάτη του Δημότη,Non-RespA
7.- Γραφείο Μειοψηφίας Δημοτικού Συμβουλίου,Non-RespA
8.- Λιμενικό Γραφείο,Non-RespA
9.- Αυτοτελές Τμήμα Προγραμματισμού - Ανάπτυξης - Οργάνωσης και Ηλεκτρονικής Διακυβέρνησης - ΤΠΕ (Τεχνολογιών Πληροφορικής και Επικοινωνίας) με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Προγραμματισμού Ανάπτυξης και Οργάνωσης (β) Ηλεκτρονικής Διακυβέρνησης και ΤΠΕ,Non-RespA
10.- Αυτοτελές Τμήμα Πολιτικής Προστασίας,Non-RespA
11.- Αυτοτελές Τμήμα Εσωτερικού Ελέγχου Διαφάνει-ας και Ποιότητας με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Εσωτερικού Ελέγχου,Non-RespA
(β) Διαφάνειας και Ποιότητας,Non-RespA
12.- Αυτοτελές Τμήμα Δημοτικής Αστυνομίας που περι-λαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
(α) Επιχειρησιακού Σχεδιασμού και,Non-RespA
(β) Αστυνόμευσης,Non-RespA
ΕΝΟΤΗΤΑ Β:,Non-RespA
Α. ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ - ΕΠΙΤΕΛΙΚΕΣ ΥΠΗΡΕΣΙ-ΕΣ: ΥΠΗΡΕΣΙΕΣ ΤΟΠΙΚΗΣ ΟΙΚΟΝΟΜΙΚΗΣ ΑΝΑΠΤΥΞΗΣ,Non-RespA
1.- Διεύθυνση Διοικητικών Υπηρεσιών,Non-RespA
Διεύθυνση Διοικητικών Υπηρεσιών που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
1.α. Τμήμα Διοικητικών Υπηρεσιών με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Δημοτικής Κατάστασης Εκλογών και Ληξιαρχείου,Non-RespA
(β) Γραμματείας Πρωτοκόλλου και Διεκπεραίωσης Αρχείων,Non-RespA
1.β. Τμήμα Υποστήριξης Συλλογικών Οργάνων και Ρύθμισης Εμπορικών Δραστηριοτήτων με τις παρακά-τω αρμοδιότητες:,Non-RespA
(α) Διοικητικής Υποστήριξης Συλλογικών Οργάνων,Non-RespA
(β) Έκδοσης Αδειών Καταστημάτων Αδειοδοτήσεων και Ρύθμισης Εμπορικών Δραστηριοτήτων,Non-RespA
1.γ. Τμήμα Ανθρώπινου Δυναμικού με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Ανάπτυξης Ανθρώπινου Δυναμικού,Non-RespA
(β) Μητρώου και διαδικασιών προσωπικού,Non-RespA
(γ) Μισθοδοσίας,Non-RespA
1.δ. Τμήμα ΚΕΠ με τις παρακάτω αρμοδιότητες:Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 1854/07.05.2021,Non-RespA
(α) Εξυπηρέτησης Πολιτών και,Non-RespA
(β) Εσωτερικής Ανταπόκρισης,Non-RespA
2- Διεύθυνση Οικονομικών Υπηρεσιών,Non-RespA
Διεύθυνση Οικονομικών Υπηρεσιών που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
2.α. Τμήμα Οικονομικών Υπηρεσιών με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Προϋπολογισμού (β) Λογιστηρίου,Non-RespA
2.β. Τμήμα Εσόδων και Περιουσίας με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Εσόδων,Non-RespA
(β) Περιουσίας,Non-RespA
2.γ. Τμήμα Προμηθειών και Αποθήκης με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Προμηθειών,Non-RespA
(β) Αποθήκης,Non-RespA
2.δ. Τμήμα Ταμείου με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Ταμείου,Non-RespA
ΕΝΟΤΗΤΑ Γ:  ΥΠΗΡΕΣΙΕΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ - ΠΡΟΑΓΩΓΗΣ ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ ΚΑΙ ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ.,Non-RespA
3.- Διεύθυνση Κοινωνικής Πολιτικής-Προαγωγής Δη-μόσιας Υγείας - Παιδείας και Πολιτισμού.,Non-RespA
Διεύθυνση Κοινωνικής Πολιτικής - Προαγωγής Δημό-σιας Υγείας - Παιδείας και Πολιτισμού που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
3.α. Τμήμα Κοινωνικής Προστασίας Απασχόλησης Προαγωγής Δημόσιας Υγείας Παιδείας και Πολιτισμού με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Κοινωνικής Πολιτικής και Πολιτικών Ισότητας των φύλων,Non-RespA
(β) Απασχόλησης,Non-RespA
(γ) Προστασίας και Προαγωγής της Δημόσιας Υγείας,Non-RespA
(δ) Παιδείας Διά Βίου Μάθησης και Πολιτισμού,Non-RespA
3.β. Τμήμα «Βοήθεια στο Σπίτι» με τις παρακάτω αρ-μοδιότητες:,Non-RespA
(α) Διοικητικής Βοήθειας,Non-RespA
(β) «Βοήθεια στο Σπίτι»,Non-RespA
ΕΝΟΤΗΤΑ Δ:,Non-RespA
ΤΕΧΝΙΚΕΣ ΥΠΗΡΕΣΙΕΣ - ΠΕΡΙΒΑΛΛΟΝΤΟΣ - ΠΟΛΕΟΔΟ-ΜΙΑΣ ΚΑΙ ΠΟΙΟΤΗΤΑΣ ΖΩΗΣ,Non-RespA
4.- Διεύθυνση Τεχνικών Υπηρεσιών,Non-RespA
Διεύθυνση Τεχνικών Υπηρεσιών που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
- Γραφείο Διοικητικής Υποστήριξης,Non-RespA
4.α. Τμήμα Έργων και Επιστημονικού Χαρακτήρα Υπη-ρεσιών,Non-RespA
4.β. Τμήμα Εφαρμογών και Σχεδιασμού,Non-RespA
4.γ. Τμήμα Συγκοινωνιών και Σχεδίου Πόλεως,Non-RespA
4.δ. Τμήμα Αγροτικής Ανάπτυξης με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Διαχείρισης Αδέσποτων,Non-RespA
(β) Αγροτικής Ανάπτυξης και Αλιείας,Non-RespA
5.- Διεύθυνση Δόμησης - Πολεοδομικού Σχεδιασμού και ΕφαρμογώνΤεύχος B’ 1854/07.05.2021 ΕΦΗΜΕΡΙ∆Α T,Non-RespA
Διεύθυνση Δόμησης - Πολεοδομικού Σχεδιασμού και Εφαρμογών που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
- Γραφείο Διοικητικής Υποστήριξης,Non-RespA
5.α. Τμήμα ελέγχου και έκδοσης Οικοδομικών Αδειών,Non-RespA
5.β. Τμήμα Πολεοδομικού Σχεδιασμού και Εφαρμογών,Non-RespA
5.γ. Τμήμα Ελέγχου Κατασκευών,Non-RespA
6. Διεύθυνση Καθαριότητας - Περιβάλλοντος και Ηλε-κτροφωτισμού,Non-RespA
Διεύθυνση Καθαριότητας - Περιβάλλοντος και Ηλε-κτροφωτισμού που περιλαμβάνει ειδικότερα τις παρα-κάτω διοικητικές ενότητες:,Non-RespA
6.α. Τμήμα Καθαριότητας-Ανακύκλωσης Περιβάλλο-ντος και Πρασίνου με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Εποπτείας Καθαριότητας Αποκομιδής Απορριμμά-των και Ανακύκλωσης.,Non-RespA
(β) Περιβάλλοντος Καθαρισμού Κοινοχρήστων Χώ-ρων Συντήρησης Πρασίνου και Κοιμητηρίων,Non-RespA
6.β. Τμήμα Ηλεκτροφωτισμού και Συντήρησης Υπο-δομών με τις παρακάτω αρμοδιότητες:,Non-RespA
(α)Ηλεκτροφωτισμού,Non-RespA
(β) Συντήρησης Υποδομών,Non-RespA
6.γ. Τμήμα Διαχείρισης Οχημάτων με τις παρακάτω αρμοδιότητες:,Non-RespA
(α) Συντήρησης Οχημάτων,Non-RespA
(β)Κίνησης Οχημάτων,Non-RespA
Άρθρο 2,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι αποκεντρωμένες υπηρεσίες του Δήμου Παγγαίου είναι εγκατεστημένες στην έδρα των Δημοτικών Ενο-τήτων Ελευθερών Πιερέων Ορφανού και Παγγαίου και εξυπηρετούν τις δημοτικές και τοπικές κοινότητες της ενότητας και περιλαμβάνουν υπηρεσίες οι οποίες υπά-γονται διοικητικά σε αντίστοιχες Διευθύνσεις ή Τμήματα Κεντρικών Υπηρεσιών του Δήμου.,Non-RespA
ΕΝΟΤΗΤΑ Α: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΤΗΣ ΔΗ-ΜΟΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΕΛΕΥΘΕΡΩΝ:,Non-RespA
1.- Γραφείο Κ.Ε.Π.,Non-RespA
2.- Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.,Non-RespA
ΕΝΟΤΗΤΑ Β: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΤΗΣ ΔΗ-ΜΟΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΠΙΕΡΕΩΝ:,Non-RespA
1.- Γραφείο Κ.Ε.Π.,Non-RespA
2.- Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.,Non-RespA
ΕΝΟΤΗΤΑ Γ: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΤΗΣ ΔΗ-ΜΟΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΟΡΦΑΝΟΥ:,Non-RespA
1.- Γραφείο Κ.Ε.Π.,Non-RespA
2.- Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.,Non-RespA
ΕΝΟΤΗΤΑ Δ: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΤΗΣ ΔΗ-ΜΟΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΠΑΓΓΑΙΟΥ,Non-RespA
1.- Γραφείο Κ.Ε.Π.,Non-RespA
2.- Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.TΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 21635,Non-RespA
ΜΕΡΟΣ 2,Non-RespA
ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ,Non-RespA
ΚΕΦΑΛΑΙΟ 2.1: ΑΡΜΟΔΙΟΤΗΤΕΣ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕ-ΣΙΩΝ,Non-RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟΝ ΔΗΜΑΡΧΟ,Non-RespA
Άρθρο 3,Non-RespA
Αρμοδιότητες Γενικού Γραμματέα,RespA
Ο Γενικός Γραμματέας υποστηρίζει τον Δήμαρχο στα διοικητικά του καθήκοντα υλοποιώντας τις αρμοδιό-τητες που του εκχωρεί ο Δήμαρχος με απόφασή του. Οι αρμοδιότητες αυτές αφορούν κυρίως στο συντονισμό των δημοτικών υπηρεσιών έτσι ώστε να εξασφαλίζεται με αποδοτικό τρόπο η αποτελεσματικότητα στην επί-τευξη των περιοδικών στόχων και προγραμμάτων που αποφασίζονται από τα πολιτικά όργανα του Δήμου. Ει-δικότερα ο Γενικός Γραμματέας:,RespA
1.- Παρέχει οδηγίες δίνει κατευθύνσεις και γενικότερα συντονίζει τις υπηρεσίες του Δήμου κατά την άσκηση του έργου τους σε συνεργασία με τους αντίστοιχους προϊσταμένους.,RespA
2.- Μεριμνά για την επεξεργασία από τις αρμόδιες υπη-ρεσίες των θεμάτων που είναι προς συζήτηση ενώπιον του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτελεστικής Επι-τροπής σύμφωνα με την ημερήσια διάταξη ή έχουν ήδη συζητηθεί σε αυτά καθώς και να τα υποστηρίζει ενώπιον των ανωτέρω οργάνων εφόσον κρίνεται απαραίτητο από τον Πρόεδρό τους.,RespA
3.- Παρακολουθεί τη διαδικασία εφαρμογής των αποφάσεων του Δημοτικού Συμβουλίου της Οικονομι-κής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτελεστικής Επιτροπής από τις αρμόδιες υπηρεσίες του Δήμου σε συνεργασία με τις Διευθύνσεις του Δήμου.,RespA
4.- Συμμετέχει στις διαδικασίες κατάρτισης του Επι-χειρησιακού Σχεδίου και των Ετησίων Προγραμμάτων Δράσης του Δήμου και παρακολουθεί την επίτευξη των περιοδικών στόχων και την υλοποίηση των αντίστοιχων προγραμμάτων που αποφασίζονται από τα πολιτικά όρ-γανα του Δήμου.,RespA
5.- Μεριμνά για την έγκαιρη ετοιμασία των περιοδι-κών απολογισμών δράσης του Δήμου σύμφωνα προς τα αντίστοιχα προγράμματα ή τις συγκεκριμένες αποφάσεις και ενημερώνει σχετικά την Εκτελεστική Επιτροπή.,RespA
6.- Οργανώνει κάθε νέα υπηρεσία που δημιουργείται στον Δήμο και μεριμνά για τη συνεχή βελτίωση της απο-τελεσματικής δράσης των υπηρεσιών του Δήμου την προσαρμογή της λειτουργίας τους στις ανάγκες της το-πικής κοινωνίας και τη βελτίωση της απόδοσης του στε-λεχικού δυναμικού και των τεχνικών μέσων του Δήμου.,RespA
7.- Δύναται να συγκαλεί περιοδικά ή κατά περίπτωση Συντονιστικά Συμβούλια στα οποία μετέχουν με εκπρο-σώπους τους το σύνολο ή μέρος (ανάλογα με ομοιογενή θεματικά αντικείμενα) των υπηρεσιών του Δήμου.,RespA
8.- Παρακολουθεί τις δραστηριότητες των νομικών προσώπων του Δήμου και συνεργάζεται με τις διοικήσεις τους ώστε να εξασφαλίζεται η εναρμόνιση των αποτε-21636 ΕΦΗΜΕΡΙ∆Α TΗΣ,RespA
λεσμάτων από την δραστηριοποίησή τους προς τους στόχους του Δήμου.,RespA
9.- Υπογράφει τις αποφάσεις χορήγησης αδειών με ή χωρίς αποδοχές και μετακίνησης εκτός έδρας στο εσω-τερικό και εξωτερικό των υπαλλήλων του Δήμου.,RespA
10- Υπογράφει έγγραφα σύμφωνα με τις δικαιοδοσίες που του εκχωρεί ο Δήμαρχος.,RespA
Άρθρο 4,Non-RespA
Αρμοδιότητες Ιδιαίτερου Γραφείου Δημάρχου,RespA
Το Ιδιαίτερο Γραφείο Δημάρχου παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τον Δή-μαρχο και ιδίως:,RespA
1.- Προγραμματίζει τις ώρες και ημέρες που ο Δήμαρ-χος μπορεί να δέχεται διάφορες Επιτροπές Συλλόγους και Δημότες. Οργανώνει και ρυθμίζει τις συναντήσεις του Δημάρχου.,RespA
2.- Διεξάγει και διεκπεραιώνει την προσωπική αλληλο-γραφία του Δημάρχου και τηρεί το πρωτόκολλο και το αρχείο αυτής. Τηρεί ημερολόγιο προσωπικών επαφών του Δημάρχου εντός και εκτός του Δήμου.,RespA
3.- Τηρεί αρχείο των κάθε είδους αποφάσεων του Δή-μου προς χρήση του Δημάρχου καθώς και κάθε άλλο στοιχείο σύμφωνα με τις κατευθύνσεις του Δημάρχου.,RespA
4.- Παρέχει κάθε είδους διοικητική και γραμματεια-κή υποστήριξη προς τους κατέχοντες θέσεις Ειδικών Συμβούλων ή Ειδικών Συνεργατών ή Επιστημονικών Συνεργατών.,RespA
5.- Τηρεί αρχείο συνεντεύξεων του Δημάρχου και συ-νεδριάσεων των Επιτροπών και Συμβουλίων στα οποία μετέχει και τα ενημερώνει επί των θεμάτων που συζη-τούνται.,RespA
6- Τηρεί αρχείο των εντολών του Δημάρχου προς φυ-σικά ή νομικά πρόσωπα και παρακολουθεί το χρονο-διάγραμμα και τις διαδικασίες εκτέλεσης των εντολών αυτών σε συνεργασία με το Γραφείο Ειδικών Συμβούλων.,RespA
7.- Έχει την ευθύνη της διοργάνωσης της ορκωμοσίας των νέων δημοτικών αρχών διά της έκδοσης και επίδο-σης της πρόσκλησης ορκωμοσίας της προετοιμασίας και υπογραφής του πρακτικού ορκωμοσίας και γενικά της τήρησης του μητρώου και του αρχείου των εκάστοτε δημοτικών αρχών.,RespA
Άρθρο 5,Non-RespA
Αρμοδιότητες Γραφείου Επικοινωνίας Δημοσίων Σχέσεων και Τουριστικής Προβολής,RespA
(Αρμοδιότητες σε θέματα Επικοινωνίας και Δημοσίων Σχέσεων),RespA
1.- Σχεδιάζει και εισηγείται τη επικοινωνιακή πολιτική για την προώθηση της αποστολής και των στόχων του Δήμου και αντίστοιχα σχεδιάζει και εισηγείται και προ-ωθεί την εφαρμογή των προγραμμάτων των ενεργειών που είναι απαραίτητες για την υλοποίηση της επικοινω-νιακής αυτής πολιτικής.,RespA
2.- Οργανώνει και υλοποιεί κάθε είδους εκδηλώσεις του Δήμου (συνέδρια συνελεύσεις εορτές κ.λπ.) καθώς και προγράμματα προβολής του έργου και των υπηρε-σιών που παρέχει ο Δήμος.,RespA
3.- Σχεδιάζει εισηγείται και εφαρμόζει προγράμματα ενημέρωσης των πολιτών για τις επιδιώξεις στόχους Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 1854/07.05.2021,RespA
και υπηρεσίες του Δήμου με γενικό στόχο τη δραστηρι-οποίηση των πολιτών για την προώθηση των τοπικών συμφερόντων.,RespA
4.- Παρακολουθεί συστηματικά τα δημοσιεύματα (έντυπα και ηλεκτρονικά) σχετικά με τις δραστηριότητες του Δήμου και ενημερώνει σχετικά τα όργανα διοίκησης και τις υπηρεσίες του Δήμου. Τηρεί αρχείο των δημοσιεύ-σεων καθώς και των σχετικών απαντήσεων του Δήμου.,RespA
5.- Διαχειρίζεται τις σχέσεις του Δήμου με τον ηλεκτρο-νικό και έντυπο τύπο και τα μέσα μαζικής ενημέρωσης και επιμελείται των δημοσιευμάτων και των δελτίων τύ-που του Δήμου.,RespA
6.- Επιμελείται των ενημερωτικών εκδόσεων ή εκπο-μπών του Δήμου στα ΜΜΕ.,RespA
(Αρμοδιότητες σε θέματα Τουριστικής Προβολής),RespA
1) Τηρεί μητρώα και στοιχεία που αφορούν την υφι-στάμενη κατάσταση του τουρισμού στην περιοχή του Δήμου (τουριστικά αξιοθέατα τουριστικές επιχειρήσεις τουριστικές υποδομές στοιχεία απασχόλησης οικονο-μικά στοιχεία κ.λπ.).,RespA
2) Σχεδιάζει και εισηγείται προγράμματα δράσεων πα-ρέμβασης του Δήμου για την ανάπτυξη του τουρισμού στην περιοχή και την αναβάθμιση των παρεχομένων τουριστικών υπηρεσιών σε συνεργασία με τους τουρι-στικούς επαγγελματικούς φορείς της περιοχής. Μεριμνά για την εφαρμογή των προγραμμάτων αυτών.,RespA
3) Μεριμνά για τον σχεδιασμό και την πραγματοποίη-ση προγραμμάτων τουριστικής προβολής της περιοχής του Δήμου (π.χ. παραγωγή τουριστικού υλικού και εκδό-σεις πρακτικών οδηγών για τους ταξιδιώτες συμμετοχή σε εκθέσεις τουρισμού δημιουργία δικτύων επικοινω-νίας και συνεργασίας με άλλες περιοχές εντός και εκτός της χώρας κ.λπ.).,RespA
4) Μεριμνά για την εφαρμογή μηχανισμών ενημέρω-σης / πληροφόρησης των επισκεπτών της περιοχής.,RespA
5) Παρέχει γραμματειακή υποστήριξη στην Επιτροπή Τουριστικής Προβολής και Ανάπτυξης που συστήνεται από το Δημοτικό Συμβούλιο.,RespA
6) Παρέχει γραμματειακή υποστήριξη στον εκάστοτε Αντιδήμαρχο Τουριστικής προβολής.,RespA
