RawParagraph,RespAPrediction
8. Την υπό στοιχεία 108151/Ζ1/21.08.2020 Διαπιστω-τική Πράξη της Υπουργού Παιδείας και Θρησκευμάτων περί εκλογής Πρύτανη και τεσσάρων Αντιπρυτάνεων στο Ιόνιο Πανεπιστήμιο (Υ.Ο.Δ.Δ. 677).,Non-RespA
9. Την υπ’ αρ. 4981/13.12.2021 απόφαση του Πρύτανη του Ι.Π. που αφορά στην 1η Ανασυγκρότηση της Συ-γκλήτου του Ι.Π. ακαδ. έτους 2021-2022.,Non-RespA
10. Τον Εσωτερικό Κανονισμό Λειτουργίας του Πανε-πιστημιακού Ερευνητικού Κέντρου του Ιονίου Πανεπι-στημίου (Β’ 289/2020).,Non-RespA
11. Την απόφαση σύστασης της τριμελούς επιτροπής για την επικαιροποίηση του Εσωτερικού Κανονισμού η οποία ορίστηκε στην 5η συνεδρίαση/21-10-2020 της Συγκλήτου του Ι.Π.E,Non-RespA
5335,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 532,Non-RespA
12. Την απόφαση της 9ης συνεδρίασης/03-12-2021 του Δ.Σ. του Π.Ε.Κ. του Ιονίου Πανεπιστημίου περί τρο-ποποίησης του Εσωτερικού Κανονισμού Λειτουργίας του Πανεπιστημιακού Ερευνητικού Κέντρου του Ιονίου Πανεπιστημίου.,Non-RespA
13. Το γεγονός ότι από την εφαρμογή των διατάξεων της παρούσας απόφασης δεν προκαλείται πρόσθετη δαπάνη εις βάρος του τακτικού προϋπολογισμού ή της κρατικής επιχορήγησης του Ιονίου Πανεπιστημίου απο-φασίζει:,Non-RespA
Την αντικατάσταση του Εσωτερικού Κανονισμού Λει-τουργίας του Πανεπιστημιακού Ερευνητικού Κέντρου του Ιονίου Πανεπιστημίου (Β’ 289/ 2020) ως ακολούθως:,Non-RespA
ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,Non-RespA
ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΕΡΕΥΝΗΤΙΚΟ ΚΕΝΤΡΟ,Non-RespA
Π.Ε.Κ.,Non-RespA
Εσωτερικός Κανονισμός Λειτουργίας,Non-RespA
Κεφάλαιο Α’ -Γενικές διατάξεις,Non-RespA
Άρθρο 1.,Non-RespA
Εισαγωγή,Non-RespA
1. Το Πανεπιστημιακό Ερευνητικό Κέντρο (εφεξής «Π.Ε.Κ.») του Ιονίου Πανεπιστημίου (εφεξής «Ι.Π.») ιδρύ-θηκε με το άρθρο 14 του ν. 4559/2018 (Α’ 142) όπως αυτό τροποποιήθηκε και συμπληρώθηκε με την παρ. 7 του άρθρου 68 του ν. 4610/2019 (Α’ 70) και λειτουργεί ως διακριτή ακαδημαϊκή μονάδα του Ι.Π. με τη νομική μορ-φή του Νομικού Προσώπου Ιδιωτικού Δικαίου (Ν.Π.Ι.Δ.) μη κερδοσκοπικού χαρακτήρα υπό την εποπτεία της Συγκλήτου και του Ι.Π.,Non-RespA
2. Η επωνυμία του είναι «Πανεπιστημιακό Ερευνητικό Κέντρο (Π.Ε.Κ.) του Ιονίου Πανεπιστημίου» με πλήρες ακρωνύμιο Π.Ε.Κ.-Ι.Π. και η διεθνής επωνυμία του είναι «Research Center of Ionian University» με ακρωνύμιο R.C.I.U.,Non-RespA
3. Η λειτουργία του Π.Ε.Κ. διέπεται από τα άρθρα των ιδρυτικών του νόμων τη νομοθεσία για τα Α.Ε.Ι. τη νο-μοθεσία για την έρευνα την τεχνολογική ανάπτυξη και την καινοτομία (όπως αυτή εξειδικεύεται για τα Α.Ε.Ι.) τους όρους του παρόντος Εσωτερικού Κανονισμού Λει-τουργίας (εφεξής «Κανονισμού») και τις αποφάσεις του 5336 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
Διοικητικού Συμβουλίου (εφεξής «Δ.Σ.») του Π.Ε.Κ. και της Συγκλήτου του Ι.Π.,Non-RespA
4. Ο Πρόεδρος του Δ.Σ. του Π.Ε.Κ. εκπροσωπεί νομίμως το Π.Ε.Κ. στις σχέσεις του με διοικητικές δικαστικές και άλλες αρχές καθώς και τρίτους στην ημεδαπή ή αλλο-δαπή.,Non-RespA
5. Ο Κανονισμός του Π.Ε.Κ. του Ι.Π. συντάσσεται από το Δ.Σ. του και εγκρίνεται από την Σύγκλητο του Ι.Π. προκει-μένου να εξειδικεύσει στο πλαίσιο κείμενων διατάξεων και της ισχύουσας νομοθεσίας τα θέματα που ορίζονται ρητά στο άρθρο 14 του ν. 4559/2018 στα οποία περι-λαμβάνονται:,Non-RespA
α. οι αρμοδιότητες του Δ.Σ. του ερευνητικού κέντρου και ο τρόπος λειτουργίας του,Non-RespA
β. οι αρμοδιότητες των Διευθυντών και των τριμελών συντονιστικών επιτροπών διοίκησης των ερευνητικών Ινστιτούτων και ο τρόπος λειτουργίας τους,Non-RespA
γ. η εξειδίκευση των προσόντων που πρέπει να διαθέ-τουν ο Πρόεδρος του Δ.Σ. οι Διευθυντές των Ινστιτούτων και τα μέλη των τριμελών επιτροπών,Non-RespA
δ. η διαδικασία παύσης μελών του Δ.Σ.,Non-RespA
ε. η εσωτερική οργανωτική διάρθρωση και ο τρόπος οργάνωσης και λειτουργίας των υπηρεσιών του ερευ-νητικού κέντρου,Non-RespA
στ. οι λεπτομέρειες σχετικά με την οικονομική διαχεί-ριση του Π.Ε.Κ.,Non-RespA
ζ. οι αρμοδιότητες και οι υποχρεώσεις των Επιστημο-νικών Υπευθύνων και του λοιπού προσωπικού,Non-RespA
η. οι διαδικασίες και κάθε ειδικό ζήτημα σχετικά με την απασχόληση τις αμοιβές και τις μετακινήσεις των απασχολουμένων στα έργα του Π.Ε.Κ.,Non-RespA
θ. οι τρόποι διάχυσης και αξιοποίησης των αποτελεσμά-των των ερευνών και των άλλων δραστηριοτήτων του,Non-RespA
ι. η διαχείριση και προστασία των δικαιωμάτων δια-νοητικής (πνευματικής και βιομηχανικής) ιδιοκτησίας,Non-RespA
ια. θέματα ηθικής και δεοντολογίας της έρευνας,Non-RespA
ιβ. κάθε άλλο θέμα σχετικό με την οργάνωση του Π.Ε.Κ. την εύρυθμη λειτουργία του και την εκπλήρωση του σκοπού του.,Non-RespA
6. Ο Κανονισμός του Π.Ε.Κ. καθορίζει τους κανόνες που διέπουν τη λειτουργία του και ρυθμίζει τους σκοπούς τη διοίκηση τη διοικητική διάρθρωση τις εργασιακές σχέσεις τα δικαιώματα και τις υποχρεώσεις του προ-σωπικού του.,Non-RespA
7. Στόχος του Κανονισμού είναι να αποτελεί ένα λει-τουργικό εγχειρίδιο για τη διοίκηση τα μέλη και τους συναλλασσόμενους με το Π.Ε.Κ. Όπου γίνεται αναφορά σε άρθρα του ν. 4485/2017 αυτά εννοούνται.,Non-RespA
Άρθρο 2.,Non-RespA
Αποστολή και Σκοποί του Π.Ε.Κ.,Non-RespA
1. Αποστολή του ΠΕΚ είναι η δημιουργία νέας γνώσης και η προαγωγή της επιστήμης της έρευνας της καινο-τομίας καθώς και η καλλιέργεια της αριστείας και του πολιτισμού προς όφελος της κοινωνίας της οικονομικής ανάπτυξης και της κοινωνικής προόδου της χώρας.,Non-RespA
2. Σκοποί του Π.Ε.Κ. είναι:,Non-RespA
α. η πραγματοποίηση βασικής και εφαρμοσμένης έρευναςΣ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 532/09.02.2022,Non-RespA
β. η αξιοποίηση των ερευνητικών αποτελεσμάτων προς όφελος της κοινωνίας και η ενίσχυση της σύνδε-σης του Ι.Π. με την κοινωνία την οικονομία και τον πα-ραγωγικό ιστό,Non-RespA
γ. η συμβολή στην εξειδίκευση νέων επιστημόνων και καλλιτεχνών,Non-RespA
δ. η παροχή υπηρεσιών σε δημόσιους και ιδιωτικούς φορείς,Non-RespA
ε. η διαμεσολάβηση ανάμεσα στο δημόσιο και τον ιδι-ωτικό τομέα για την ανάπτυξη ερευνητικών μονάδων στις επιχειρήσεις ιδίως σε σχέση με τους ανωτέρω ανα-φερθέντες τομείς και πεδία,Non-RespA
στ. η ανάληψη αναπτυξιακών και συμβουλευτικών δράσεων σε συνεργασία με τοπικούς φορείς,Non-RespA
ζ. η παροχή υπηρεσιών πιστοποίησης προϊόντων και υπηρεσιών.,Non-RespA
3. Το Π.Ε.Κ. επιδιώκει να συμβάλλει:,Non-RespA
α. στην ενίσχυση της υφιστάμενης ή αναδυόμενης αριστείας,Non-RespA
β. στη διεξαγωγή πρωτοποριακής έρευνας στη μετα-φορά τεχνογνωσίας και τεχνολογίας και στην προώθηση της καινοτομίας,Non-RespA
γ. στη δημιουργία αξιοποίηση συντήρηση και επέκτα-ση ερευνητικών υποδομών υψηλής ποιότητας,Non-RespA
δ. στην αποτελεσματική αλληλεπίδραση εκπαίδευσης και έρευνας συμμετέχοντας στον ενιαίο χώρο ανώτα-της εκπαίδευσης και έρευνας και στον ευρωπαϊκό χώρο έρευνας,Non-RespA
ε. στη διάχυση της γνώσης και την προβολή των επι-στημονικών τεχνολογικών και καλλιτεχνικών επιτευγ-μάτων,Non-RespA
στ. στην προσέλκυση επιστημόνων και καλλιτεχνών εγνωσμένου κύρους και στην αναστροφή της διαρροής πνευματικού κεφαλαίου αλλά και στην ενίσχυση της ροής νέων-ερευνητών,Non-RespA
ζ. στην περιφερειακή ανάπτυξη και στην απασχόληση,Non-RespA
η. στην κοινωνική οικονομική ενεργειακή και περι-βαλλοντική πολιτική της χώρας.,Non-RespA
4. Για την επίτευξη των παραπάνω σκοπών και επι-διώξεων το Π.Ε.Κ. εν συνόλω ή μέσω των επιμέρους Ινστιτούτων του:,Non-RespA
α. αποδέχεται υλοποιεί και συμμετέχει σε ερευνητι-κά ή/και αναπτυξιακά προγράμματα και έργα εκπονεί μελέτες κάθε φύσης υποβάλλει ερευνητικές προτάσεις και παρέχει υπηρεσίες προς τρίτους που συνάδουν με τους σκοπούς του,Non-RespA
β. συνεργάζεται με παραγωγικούς φορείς της ημεδα-πής ή της αλλοδαπής και προωθεί την οικονομική αξιο-ποίηση των ερευνητικών αποτελεσμάτων,Non-RespA
γ. συνεργάζεται με διεθνείς οργανισμούς την ελλη-νική κυβέρνηση (υπουργεία γενικές γραμματείες και άλλους κυβερνητικούς φορείς) και εν γένει το ελληνικό δημόσιο Α.Ε.Ι. της ημεδαπής ή της αλλοδαπής άλλα Πα-νεπιστημιακά Ερευνητικά Κέντρα καθώς και Ερευνητικά Πανεπιστημιακά Ινστιτούτα (Ε.Π.Ι.) θεσμοθετημένα Ερ-γαστήρια και Κέντρα Αριστείας των Α.Ε.Ι. της χώρας με ερευνητικούς και τεχνολογικούς φορείς της ημεδαπής ή της αλλοδαπής επιστημονικά ή τεχνολογικά πάρκα Νομικά Πρόσωπα Δημόσιου και Ιδιωτικού Δικαίου Ο.Τ.Α. Τεύχος B’ 532/09.02.2022 ΕΦΗΜΕΡΙ∆Α T,Non-RespA
α’ και β’ βαθμού συνεταιρισμούς επιστημονικές ενώσεις φορείς παροχής υπηρεσιών υγείας ιδρύματα πολιτι-στικούς φορείς ή συλλόγους σωματεία και μουσεία και διαμεσολαβεί στη διασύνδεση της έρευνας με την εκ-παίδευση την οικονομία την κοινωνία και τον πολιτισμό και στην παραγωγή προϊόντων και υπηρεσιών υψηλής προστιθέμενης αξίας,Non-RespA
δ. συνεργάζεται με το Ίδρυμα Κρατικών Υποτροφιών (Ι.Κ.Υ.) τη Γενική Γραμματεία Έρευνας και Καινοτομίας (Γ.Γ.Ε.Κ.) το Ελληνικό Ίδρυμα Έρευνας και Καινοτομίας (ΕΛ.ΙΔ.Ε.Κ.) και γενικότερα φορείς χρηματοδότησης της έρευνας της τεχνολογικής ανάπτυξης και της και-νοτομίας στη χάραξη στρατηγικών χρηματοδότησης της έρευνας και στρατηγικών ανάπτυξης της χώρας συνδεδεμένες με την εκπαίδευση την έρευνα και την καινοτομία,Non-RespA
ε. συνάπτει συμφωνίες με άλλους ερευνητικούς ορ-γανισμούς για τη δημιουργία δικτύων και κοινοτήτων γνώσης και καινοτομίας και για την από κοινού ανάπτυξη και χρήση ερευνητικών και τεχνολογικών υποδομών,Non-RespA
στ. συνεργάζεται με Έλληνες και ξένους εμπειρογνώμο-νες και δίκτυα εμπειρογνωμόνων και καταρτίζει γνωμο-δοτήσεις σε θέματα που άπτονται των αντικειμένων του,Non-RespA
ζ. στηρίζει την προπτυχιακή και μεταπτυχιακή εκπαί-δευση σε συνεργασία με τα πανεπιστημιακά τμήματα και τα Προγράμματα Μεταπτυχιακών Σπουδών του Ι.Π.,Non-RespA
η. αναλαμβάνει την (ή συμμετέχει στην) οργάνωση συνεδρίων ημερίδων σεμιναρίων διαλέξεων εκπαιδευ-τικών επισκέψεων και δημόσιων συζητήσεων,Non-RespA
θ. αναπτύσσει οποιαδήποτε άλλη δραστηριότητα συ-ναφή με τους ανωτέρω σκοπούς και στόχους.,Non-RespA
6. Η λειτουργία του Π.Ε.Κ. στηρίζεται σε ένα σύνολο συμβατών αξιών τις οποίες προϋποθέτει και καλλιεργεί η ερευνητική δραστηριότητα. Οι αρχές αυτές είναι οι εξής: α) η προαγωγή της επιστημονικής γνώσης και έρευνας,Non-RespA
β) η ελευθερία της σκέψης και η ελεύθερη διακίνηση των ιδεών,Non-RespA
γ) η αξιοκρατία,Non-RespA
δ) η αξιολόγηση,Non-RespA
ε) η διαφάνεια και η λογοδοσία,Non-RespA
στ) η συμμετοχή και η συνεργασία,Non-RespA
ζ) η ηθική και η δεοντολογία της έρευνας η) η ισότητα των φύλων,Non-RespA
θ) ο σεβασμός των δικαιωμάτων του ανθρώπου και του πολίτη,Non-RespA
ι) ο σεβασμός και η προστασία του φυσικού περιβάλ-λοντος της χλωρίδας και της πανίδας.,Non-RespA
Κεφάλαιο Β’ -Διάρθρωση - Οργανωτική Δομή - Υπηρεσίες,Non-RespA
Άρθρο 3.,Non-RespA
Διάρθρωση μονάδων Π.Ε.Κ.,Non-RespA
1. Το Π.Ε.Κ. αποτελείται από αυτόνομες δομικές εσω-τερικές μονάδες που ονομάζονται «Ινστιτούτα». Κάθε Ιν-στιτούτο του Π.Ε.Κ. διέπεται από λειτουργική αυτοτέλεια για την αποτελεσματικότερη εξυπηρέτηση των ερευνη-τικών επιστημονικών τεχνολογικών και καλλιτεχνικών αναγκών που θεραπεύει.TΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 5337,Non-RespA
2. Ένα Ινστιτούτο του Π.Ε.Κ. δύναται να διαρθρώνεται σε Ερευνητικές Ομάδες (εφεξής «Ε.Ο.») ανάλογα με τις ειδικές του ανάγκες προκειμένου για τη βέλτιστη υπο-στήριξη των ερευνητικών του δραστηριοτήτων.,Non-RespA
3. Οι Ε.Ο. ως επιμέρους επιστημονικές-ερευνητικές μονάδες ενός Ινστιτούτου του Π.Ε.Κ. διεξάγουν έρευνα σε εξειδικευμένα ερευνητικά αντικείμενα και επιστημο-νικές περιοχές του Ινστιτούτου και αποτελούν πόλους ανάπτυξης βασικής και εφαρμοσμένης έρευνας και πα-ραγωγής γνώσης.,Non-RespA
4. Οι Ε.Ο. ενός Ινστιτούτου αποβλέπουν στους εξής στόχους:,Non-RespA
α. εκπόνηση μελετών και συμμετοχή στην υλοποίηση ερευνητικών έργων ή προγραμμάτων,Non-RespA
β. ανάπτυξη διατάξεων και υποδομών για την υπο-στήριξη της έρευνας δημιουργία ή συλλογή ανάλυση και επεξεργασία δεδομένων και δόμηση προτύπων και θεωριών,Non-RespA
γ. ανάληψη πρωτοβουλιών για τη διασύνδεση του Ινστιτούτου και του Π.Ε.Κ. με την Πολιτεία και κατά πε-ρίπτωση φορείς της παραγωγής της οικονομίας και της κοινωνίας,Non-RespA
δ. οργάνωση δράσεων και εκδηλώσεων για τη διάχυση των ερευνητικών αποτελεσμάτων.,Non-RespA
ε. πιστοποίηση προϊόντων και υπηρεσιών,Non-RespA
5. Η διάρθρωση ενός Ινστιτούτου του Π.Ε.Κ. σε Ε.Ο. αποφασίζεται τροποποιείται ή καταργείται από την Συ-ντονιστική Επιτροπή του Ινστιτούτου (εφεξής «Σ.Ε.Ι.») ύστερα από τεκμηριωμένη εισήγηση που περιλαμβάνει τον καθορισμό των δραστηριοτήτων τους και όλες τις λεπτομέρειες υλικοτεχνικών υποδομών και εγκρίνεται ή όχι από το Δ.Σ. του Π.Ε.Κ.,Non-RespA
6. Σε κάθε Ε.Ο. η Σ.Ε.Ι. ορίζει μέλος του Ινστιτούτου ως Επικεφαλής του με διετή θητεία που μπορεί να ανα-νεώνεται. Ο Επικεφαλής Ε.Ο. έχει προσόντα μέλους Συ-ντονιστικής Επιτροπής.,Non-RespA
7. Ινστιτούτα του Π.Ε.Κ. ή Ε.Ο. αυτών δύνανται να συν-δέονται στενά με θεσμοθετημένα Εργαστήρια του Ι.Π. στη βάση της ισχυρής συνάφειας ή συμπληρωματικό-τητας των αντικειμένων τους και της βέλτιστης εξυπη-ρέτησης των ερευνητικών τους δραστηριοτήτων. Στις περιπτώσεις αυτές των συνεργαζόμενων με το Π.Ε.Κ. θεσμοθετημένων Εργαστηρίων συνάπτονται και συμ-φωνούνται από τις οικείες διοικήσεις τους Ειδικά Πρω-τόκολλα Συνεργασίας (Ε.Π.Σ.) με το εκάστοτε Ινστιτούτο του Π.Ε.Κ. ή την Ε.Ο. αυτού.,Non-RespA
8. Ινστιτούτα του Π.Ε.Κ. ή Ε.Ο. αυτών δύνανται να δη-μιουργούν τεχνοβλαστούς (spin- offs) σύμφωνα με το εκάστοτε ισχύον νομοθετικό πλαίσιο σε αντικείμενα συ-ναφή ή συμπληρωματικά των αντικειμένων τους και στο πλαίσιο της βέλτιστης εξυπηρέτησης των ερευνητικών τους δραστηριοτήτων.,Non-RespA
9. Ινστιτούτα του Π.Ε.Κ. ή Ε.Ο. αυτών δύνανται να ιδρύ-ουν ή να συμμετέχουν σε Κέντρα Αριστείας σύμφωνα με το εκάστοτε ισχύον νομοθετικό πλαίσιο σε αντικείμενα συναφή ή συμπληρωματικά των αντικειμένων τους και στο πλαίσιο της βέλτιστης εξυπηρέτησης των ερευνη-τικών τους δραστηριοτήτων.,Non-RespA
10. Ινστιτούτα του Π.Ε.Κ. ή Ε.Ο. αυτών δύνανται να συνάπτουν Προγραμματικές Συμφωνίες Συνεργασίας 5338 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
(Π.Σ.Σ.) με καταξιωμένα ακαδημαϊκά ιδρύματα επιχει-ρήσεις κυβερνητικούς και μη κυβερνητικούς φορείς ερευνητικά ινστιτούτα και άλλους οργανισμούς στην Ελλάδα και στο εξωτερικό στο πλαίσιο κοινών ερευνη-τικών δράσεων.,Non-RespA
11. Το Π.Ε.Κ. τα Ινστιτούτα και οι Ε.Ο. αυτού στεγά-ζονται και λειτουργούν στις εγκαταστάσεις του Ι.Π. Με απόφαση της Συγκλήτου δύναται να παραχωρούνται στο Π.Ε.Κ. και στα Ινστιτούτα του χώροι υλικοτεχνική υποδομή και εξοπλισμός του Ι.Π.,Non-RespA
Άρθρο 4.,Non-RespA
Ίδρυση μετονομασία,Non-RespA
συγχώνευση ή κατάργηση Ινστιτούτου,Non-RespA
1. Τα Ινστιτούτα του Π.Ε.Κ. ιδρύονται μετονομάζο-νται συγχωνεύονται ή καταργούνται με απόφαση του Υπουργού Παιδείας και Θρησκευμάτων ύστερα από τεκμηριωμένη εισήγηση Τριμελούς Επιτροπής και την σύμφωνη γνώμη της Συγκλήτου του Ιδρύματος. Η Τρι-μελής Επιτροπή αποτελείται από μέλη Δ.Ε.Π. του Ι.Π. τουλάχιστον της βαθμίδας του Αναπληρωτή Καθηγητή που δεν μετέχουν στο Δ.Σ. του Π.Ε.Κ. και συγκροτείται με απόφαση της Συγκλήτου κατόπιν εισήγησης του Πρυ-τανικού Συμβουλίου.,Non-RespA
2. Στην περίπτωση κατάργησης υφιστάμενου Ινστι-τούτου του Π.Ε.Κ. η κινητή και ακίνητη περιουσία του περιέρχεται αυτοδικαίως και χωρίς την κατάρτιση άλλης πράξης μεταβίβασης στο Ι.Π. το οποίο την κατανέμει με απόφαση της Συγκλήτου ύστερα από εισήγηση του Δ.Σ. του Π.Ε.Κ. Σε περίπτωση ύπαρξης μιας ή περισσότερων Ε.Ο. στο καταργούμενο Ινστιτούτο αυτές καταργούνται αυτοδικαίως και ομοίως λύεται αυτοδικαίως η θητεία των Επικεφαλής τους συνεπεία της κατάργησης του Ιν-στιτούτου στο οποίο ανήκουν.,Non-RespA
3. Εάν Ινστιτούτο του Π.Ε.Κ. αδρανεί ή συντρέχουν άλ-λοι λόγοι δύναται να τίθεται σε αναστολή λειτουργίας με απόφαση του Δ.Σ. του Π.Ε.Κ. Σε περίπτωση ύπαρξης μιας ή περισσότερων Ε.Ο. στο Ινστιτούτο που τέθηκε σε αναστολή αυτές τίθενται αυτοδικαίως σε αναστολή λειτουργίας.,Non-RespA
Άρθρο 5.,Non-RespA
Διοικητική μέριμνα,Non-RespA
1. Το Π.Ε.Κ. διαθέτει Κεντρική Γραμματεία και επι-μέρους Γραμματείες με γραφεία στην έδρα του Π.Ε.Κ. και στις έδρες των Ινστιτούτων αντίστοιχα. Η Κεντρική Γραμματεία του Π.Ε.Κ. είναι αρμόδια για όλα τα θέματα διοικητικής μέριμνας που αφορούν τη λειτουργία του Π.Ε.Κ. και των Ινστιτούτων του.,Non-RespA
2. Η Κεντρική Γραμματεία του Π.Ε.Κ. λειτουργεί για την κατά το δυνατόν καλύτερη εξυπηρέτηση των Ινστιτού-των του την αρμονική συνεργασία με τις Ε.Ο. των Ινστι-τούτων του Π.Ε.Κ. και τη δυνατότητα ελέγχου ή ανασχε-διασμού των παρεχόμενων υπηρεσιών. Παρέχει άμεσες υπηρεσίες διοικητικής υποστήριξης στα Ινστιτούτα του Π.Ε.Κ. συνεργαζόμενη με τα εξουσιοδοτημένα όργανα των Ινστιτούτων (Διευθυντές Συντονιστικές Επιτροπές επικεφαλής Ε.Ο. κ.λπ.) στο πλαίσιο νόμων αποφάσεων και διαταγμάτων και των αποφάσεων του Δ.Σ. του Π.Ε.Κ.Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 532/09.02.2022,Non-RespA
3. Η οργάνωση και η διάρθρωση της Κεντρικής Γραμ-ματείας τα αντικείμενα διοικητικής μέριμνας και οι αρ-μοδιότητες ο τρόπος και οι διαδικασίες στελέχωσής της η σταδιακή στελέχωση και λειτουργία της όπως και η αναδιοργάνωση και αναδιάρθρωση της ανάλο-γα με την ανάπτυξη και την εξέλιξη των Ινστιτούτων και τις λειτουργικές και διοικητικές ανάγκες του Π.Ε.Κ. τα θέματα επιστημονικού - τεχνικού διοικητικού και λοιπού βοηθητικού προσωπικού (αριθμός κατανομή ειδικότητες καθήκοντα προσόντα αποδοχές ωράριο και τήρηση αυτού άδειες θέματα εσωτερικής μετακί-νησης αποχώρησης - συνταξιοδότησης κ.λπ.) και κάθε άλλο ρυθμιστικό ή κανονιστικό θέμα που αφορά την οργάνωση και λειτουργία της Κεντρικής Γραμματείας του Π.Ε.Κ. ρυθμίζονται στην επόμενη παράγραφο του παρόντος Άρθρου.,Non-RespA
4. Η Κεντρική Γραμματεία μεριμνά ιδίως για τη διοι-κητική εξυπηρέτηση του Δ.Σ. του Π.Ε.Κ. και του Προέ-δρου του τη διακίνηση και αρχειοθέτηση εγγράφων και γενικώς για τους χώρους και τον εξοπλισμό του Π.Ε.Κ. Ειδικότερα:,Non-RespA
α) τηρεί τα πρακτικά του Δ.Σ.,Non-RespA
β) είναι υπεύθυνη για τη συγκέντρωση των εισηγήσε-ων των Ινστιτούτων ή/και των μελών του Δ.Σ. του Π.Ε.Κ. και την παράδοση τους μαζί με την σχετική πρόσκληση στα μέλη του Δ.Σ. δύο (2) τουλάχιστον ημέρες πριν την ημερομηνία συνεδρίασής του,Non-RespA
γ) κοινοποιεί τις αποφάσεις του Δ.Σ. στις διάφορες υπηρεσίες στις οποίες απευθύνονται (Ινστιτούτα Επι-τροπή Ερευνών υπηρεσίες του Πανεπιστημίου κ.λπ.)ν,Non-RespA
δ) μεριμνά για τη νομότυπη σύγκληση του Δ.Σ.,Non-RespA
ε) τηρεί το αρχείο του Π.Ε.Κ. το οποίο ενδεικτικά και όχι περιοριστικά περιλαμβάνει:,Non-RespA
i) φάκελο ίδρυσης,Non-RespA
ii) φάκελο οργάνωσης,Non-RespA
iii) φάκελο πρακτικών Δ.Σ. iν) φάκελο αλληλογραφίας.,Non-RespA
