RawParagraph,RespAPrediction
6. Τις διατάξεις των άρθρων 5 και 7 του ν. 3469/2006 «Εθνικό Τυπογραφείο Εφημερίς της Κυβερνήσεως και λοιπές διατάξεις» (A΄ 131).,Non-RespA
7. Τις διατάξεις του άρθρου 91 του ν. 4583/2018 «Κα-τάργηση των συντάξεων ενσωμάτωση στην Ελληνική Νομοθεσία της Οδηγίας 2016/97/ΕΕ του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου της 20ης Ιανουαρί-ου 2016 σχετικά με τη διανομή ασφαλιστικών και άλλες διατάξεις» (A΄ 212).,Non-RespA
8. Τις διατάξεις των άρθρων 28 και 28Α του ν. 4325/2015 «Εκδημοκρατισμός της Διοίκησης - Καταπολέμηση Γρα-φειοκρατίας και Ηλεκτρονική Διακυβέρνηση. Αποκατά-σταση αδικιών και άλλες διατάξεις» (A΄ 47).E,Non-RespA
4145,Non-RespA
ΜΕΡΙ∆Α,Non-RespA
ΕΡΝΗΣΕΩΣ,Non-RespA
ΗΣ ∆ΗΜΟΚΡΑΤΙΑΣ,Non-RespA
ΔΕΥΤΕΡΟ Αρ. Φύλλου 443,Non-RespA
9. Την υπ’ αρ. 14138/15-05-2017 (Υ.Ο.Δ.Δ. 250) (ΑΔΑ: ΩΩ09465ΧΘ7-ΗΜΞ) υπουργική απόφαση περί διορι-σμού Συντονιστή στην Αποκεντρωμένη Διοίκηση Μα-κεδονίας-Θράκης.,Non-RespA
10. Τις υπ’ αρ. 157/28-09-2020 και 174/30-10-2020 αποφάσεις του Δημοτικού Συμβουλίου του Δήμου Δίου Ολύμπου που αφορά την τροποποίηση-αναδιατύπωση του Οργανισμού Εσωτερικής Υπηρεσίας του.,Non-RespA
11. Την υπ’ αρ. 7/2020 απόφαση της Εκτελεστικής Επι-τροπής του Δήμου Δίου Ολύμπου.,Non-RespA
12. Την υπ’ αρ. 452/15-01-2021 έκθεση τεκμηρίωσης για την σκοπιμότητα/αναγκαιότητα τοποθέτησης προ-ϊσταμένων οργανικών μονάδων του φορέα κατηγορίας ΠΕ ή ΤΕ όπως καταγράφονται στο άρθρο 22 σύμφωνα με τις διατάξεις της περ. δ’ του άρθρου 99 του ν. 3584/ 2007 «Κύρωση του Κώδικα Κατάστασης Δημοτικών και Κοινοτικών Υπαλλήλων» (A΄ 143).,Non-RespA
13. Τις υπό στοιχεία ΔΥ/02-10-2020 και ΔΥ/15- 01-2021 βεβαιώσεις της Οικονομικής Υπηρεσίας για την ύπαρξη πιστώσεων αποφασίζουμε:,Non-RespA
Εγκρίνουμε  τις  υπ’  αρ.  157/28-09-2020  και  174/,Non-RespA
30-10-2020 αποφάσεις του Δημοτικού Συμβουλίου Δίου Ολύμπου με τις οποίες ψηφίζεται ο Οργανισμός Εσωτε-ρικής Υπηρεσίας του Δήμου Ολύμπου ως εξής:,Non-RespA
ΠΕΡΙΕΧΟΜΕΝΑ,Non-RespA
ΜΕΡΟΣ 1: ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ,Non-RespA
Άρθρο 1: ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Άρθρο 2: ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕ-ΣΙΩΝ,Non-RespA
ΜΕΡΟΣ 2: ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ,Non-RespA
ΚΕΦΑΛΑΙΟ 2.1: ΑΡΜΟΔΙΟΤΗΤΕΣ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕ-ΣΙΩΝ,Non-RespA
Άρθρο 3: Αρμοδιότητες Γενικού Γραμματέα,Non-RespA
Άρθρο 4: Αρμοδιότητες Γραφείου Δημάρχου,Non-RespA
Άρθρο 5: Αρμοδιότητες Νομικής Υπηρεσίας,Non-RespA
Άρθρο 6: Αρμοδιότητες Αυτοτελούς Τμήματος Προ-σχολικής Αγωγής (Παιδικοί Σταθμοί),Non-RespA
Άρθρο 7: Αρμοδιότητες Αυτοτελούς Τμήματος Δημο-τικής Αστυνομίας,Non-RespA
Άρθρο 8: Αρμοδιότητες Αυτοτελούς Τμήματος Κέ-ντρου Εξυπηρέτησης Πολιτών4146 ΕΦΗΜΕΡΙ∆Α TΗΣ,Non-RespA
Άρθρο 9: Αρμοδιότητες Αυτοτελούς Τμήματος Κοινω-νικής Προστασίας Παιδείας και Πολιτισμού.,Non-RespA
Άρθρο 10: Αρμοδιότητες Διεύθυνσης Διοικητικών και Οικονομικών Υπηρεσιών,Non-RespA
Άρθρο 11: Αρμοδιότητες Διεύθυνσης Τεχνικών Υπη-ρεσιών - Περιβάλλοντος και Πολεοδομίας,Non-RespA
ΚΕΦΑΛΑΙΟ 2.2: ΑΡΜΟΔΙΟΤΗΤΕΣ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Άρθρο 12: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΜΕ ΕΔΡΑ ΤΗΝ ΛΕΠΤΟΚΑΡΥΑ,Non-RespA
Άρθρο 13: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΜΕ ΕΔΡΑ ΤΗΝ ΚΟΝΤΑΡΙΩΤΙΣΣΑ,Non-RespA
ΜΕΡΟΣ 3: ΔΙΟΙΚΗΣΗ - ΕΠΟΠΤΕΙΑ- ΣΥΝΤΟΝΙΣΜΟΣ,Non-RespA
Άρθρο 14: Διοίκηση - Εποπτεία - Συντονισμός,Non-RespA
Άρθρο 15: Αρμοδιότητες Προϊσταμένων,Non-RespA
Άρθρο 16: Κανονισμοί Λειτουργίας των Δημοτικών Υπηρεσιών,Non-RespA
ΜΕΡΟΣ 4: ΘΕΣΕΙΣ ΠΡΟΣΩΠΙΚΟΥ,Non-RespA
Άρθρο 17: ΕΙΔΙΚΕΣ ΘΕΣΕΙΣ,Non-RespA
Άρθρο 18: ΟΡΓΑΝΙΚΕΣ ΘΕΣΕΙΣ ΜΕ ΣΧΕΣΗ ΕΡΓΑΣΙΑΣ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ,Non-RespA
Άρθρο 19: ΠΡΟΣΩΡΙΝΕΣ ΘΕΣΕΙΣ ΜΕ ΣΧΕΣΗ ΕΡΓΑΣΙΑΣ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ,Non-RespA
Άρθρο 20: ΘΕΣΕΙΣ ΜΕ ΣΧΕΣΗ ΕΡΓΑΣΙΑΣ ΙΔΙΩΤΙΚΟΥ ΔΙ-ΚΑΙΟΥ ΑΟΡΙΣΤΟΥ ΧΡΟΝΟΥ,Non-RespA
Άρθρο 21: ΘΕΣΕΙΣ ΜΕ ΣΧΕΣΗ ΕΡΓΑΣΙΑΣ ΙΔΙΩΤΙΚΟΥ ΔΙ-ΚΑΙΟΥ ΟΡΙΣΜΕΝΟΥ ΧΡΟΝΟΥ,Non-RespA
ΜΕΡΟΣ 5: ΠΡΟΪΣΤΑΜΕΝΟΙ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Άρθρο 22: Προϊστάμενοι Υπηρεσιών,Non-RespA
ΜΕΡΟΣ 6: ΤΕΛΙΚΕΣ ΔΙΑΤΑΞΕΙΣ,Non-RespA
Άρθρο 23: Τελικές διατάξεις,Non-RespA
ΜΕΡΟΣ 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΥΠΗΡΕΣΙΩΝ ΤΟΥ ΔΗΜΟΥ,Non-RespA
Άρθρο 1,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Κεντρικές Υπηρεσίες είναι εγκατεστημένες στην έδρα του Δήμου και περιλαμβάνουν τις παρακάτω ορ-γανικές μονάδες ομαδοποιημένες σε ενότητες συναφούς σκοπού και αντικειμένου:,Non-RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
1. Γενικός Γραμματέας,Non-RespA
2. Γραφείο Δημάρχου.,Non-RespA
3. Νομική Υπηρεσία,Non-RespA
4. Αυτοτελές Τμήμα Προσχολικής Αγωγής (Παιδικοί Σταθμοί),Non-RespA
5. Αυτοτελές Τμήμα Δημοτικής Αστυνομίας,Non-RespA
6. Αυτοτελές Τμήμα Κέντρου Εξυπηρέτησης Πολιτών,Non-RespA
7. Αυτοτελές Τμήμα Κοινωνικής Προστασίας Παιδείας και Πολιτισμού,Non-RespA
ΕΝΟΤΗΤΑ Β: ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ,Non-RespA
1. Διεύθυνση Διοικητικών και Οικονομικών Υπηρεσιών που περιλαμβάνει ειδικότερα τις παρακάτω διοικητικές ενότητες:,Non-RespA
1α. Τμήμα Διοικητικών Υπηρεσιών με αρμοδιότητες σε θέματα:Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 443/05.02.2021,Non-RespA
α) Υποστήριξης Πολιτικών Οργάνων.,Non-RespA
β) Δημοτικής Κατάστασης και Ληξιαρχείου.,Non-RespA
γ) Ανθρώπινου Δυναμικού και Διοικητικής Μέριμνας.,Non-RespA
δ) Προγραμματισμού Οργάνωσης και Πληροφορικής Επικοινωνίας και Διαφάνειας.,Non-RespA
1β. Τμήμα Προϋπολογισμού Λογιστηρίου και Ταμεια-κής Διαχείρισης με αρμοδιότητες σε θέματα:,Non-RespA
α) Προϋπολογισμού Λογιστηρίου και Μισθοδοσίας. β) Ταμείου.,Non-RespA
1γ. Τμήμα Εσόδων - Περιουσίας και Τοπικής Οικονομι-κής Ανάπτυξης με αρμοδιότητες σε θέματα:,Non-RespA
α) Εσόδων - Περιουσίας.,Non-RespA
β) Τοπικής Οικονομικής Ανάπτυξης.,Non-RespA
1δ. Τμήμα Προμηθειών με αρμοδιότητες σε θέματα:,Non-RespA
α) Προμηθειών υλικών/εξοπλισμού/υπηρεσιών.,Non-RespA
β) Αποθηκών.,Non-RespA
2. Διεύθυνση Τεχνικών Υπηρεσιών - Περιβάλλοντος και Πολεοδομίας που περιλαμβάνει ειδικότερα τις πα-ρακάτω διοικητικές ενότητες:,Non-RespA
2α. Τμήμα Τεχνικών Υπηρεσιών με αρμοδιότητες σε θέματα:,Non-RespA
α) Τεχνικών Έργων.,Non-RespA
β) Ηλεκτρομηχανολογικών Έργων και Συγκοινωνιών. γ) Ύδρευσης - Αποχέτευσης.,Non-RespA
2β. Τμήμα Περιβάλλοντος και Πολεοδομίας με αρμο-διότητες σε θέματα:,Non-RespA
α) Πολεοδομίας.,Non-RespA
β) Περιβάλλοντος και Πολιτικής Προστασίας.,Non-RespA
2γ. Τμήμα Καθαριότητας Ανακύκλωσης και Συντήρη-σης Πρασίνου με αρμοδιότητες σε θέματα:,Non-RespA
α) Καθαριότητας και Ανακύκλωσης.,Non-RespA
β) Συντήρησης Πρασίνου.,Non-RespA
Άρθρο 2,Non-RespA
ΔΙΑΡΘΡΩΣΗ ΑΠΟΚΕΝΤΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ,Non-RespA
Οι Αποκεντρωμένες Υπηρεσίες του Δήμου είναι εγκα-τεστημένες στην έδρα Δημοτικών Ενοτήτων εξυπηρε-τούν τις Κοινότητες της ενότητας και περιλαμβάνουν υπηρεσίες οι οποίες υπάγονται διοικητικά σε αντίστοιχες Διευθύνσεις ή Τμήματα των Κεντρικών Υπηρεσιών του Δήμου.,Non-RespA
ΕΝΟΤΗΤΑ Α: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΔΗΜΟ-ΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Non-RespA
1. Γραφείο ΚΕΠ.,Non-RespA
2. Γραφείο Συντήρησης Υποδομών.,Non-RespA
3. Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.,Non-RespA
4. Γραφείο Οικονομικών Θεμάτων (εισπράκτορες).,Non-RespA
5. Γραφείο Απασχόλησης και Τουρισμού,Non-RespA
ΕΝΟΤΗΤΑ Β: ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ ΥΠΗΡΕΣΙΕΣ ΔΗΜΟ-ΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΔΙΟΥ,Non-RespA
1. Γραφείο ΚΕΠ.,Non-RespA
2. Γραφείο Συντήρησης Υποδομών.,Non-RespA
3. Γραφείο Διοικητικών Θεμάτων και Εξυπηρέτησης του Πολίτη.,Non-RespA
4. Γραφείο Οικονομικών Θεμάτων (εισπράκτορες).,Non-RespA
5. Γραφείο Αγροτικής Ανάπτυξης,Non-RespA
ΜΕΡΟΣ 2 ΑΡΜΟΔΙΟΤΗΤΕΣ ΥΠΗΡΕΣΙΩΝ,Non-RespA
ΚΕΦΑΛΑΙΟ 2.1: ΑΡΜΟΔΙΟΤΗΤΕΣ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕ-ΣΙΩΝΤεύχος B’ 443/05.02.2021 ΕΦΗΜΕΡΙ∆Α T,Non-RespA
ΕΝΟΤΗΤΑ Α: ΥΠΗΡΕΣΙΕΣ ΥΠΑΓΟΜΕΝΕΣ ΑΠΕΥΘΕΙΑΣ ΣΤΟ ΔΗΜΑΡΧΟ,Non-RespA
Άρθρο 3,Non-RespA
Αρμοδιότητες: Γενικού Γραμματέα,RespA
Ο Γενικός Γραμματέας υποστηρίζει το Δήμαρχο στα διοικητικά του καθήκοντα υλοποιώντας τις αρμοδιότη-τες που του εκχωρεί ο Δήμαρχος με απόφασή του. Οι αρμοδιότητες αυτές αφορούν κυρίως στο συντονισμό των δημοτικών υπηρεσιών έτσι ώστε να εξασφαλίζεται με αποδοτικό τρόπο η αποτελεσματικότητα στην επί-τευξη των περιοδικών στόχων και προγραμμάτων που αποφασίζονται από τα πολιτικά όργανα του Δήμου. Ει-δικότερα ο Γενικός Γραμματέας:,RespA
1. Παρέχει οδηγίες δίνει κατευθύνσεις και γενικότερα συντονίζει τις υπηρεσίες του Δήμου κατά την άσκηση του έργου τους σε συνεργασία με τους αντίστοιχους προϊσταμένους.,RespA
2. Μεριμνά για την επεξεργασία από τις αρμόδιες υπη-ρεσίες των θεμάτων που είναι προς συζήτηση ενώπιον του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτελεστικής Επι-τροπής σύμφωνα με την ημερήσια διάταξη ή έχουν ήδη συζητηθεί σε αυτά καθώς και να τα υποστηρίζει ενώπιον των ανωτέρω οργάνων εφόσον κρίνεται απαραίτητο από τον Πρόεδρό τους.,RespA
3. Παρακολουθεί τη διαδικασία εφαρμογής των απο-φάσεων του Δημοτικού Συμβουλίου της Οικονομικής Επιτροπής της Επιτροπής Ποιότητας Ζωής και της Εκτε-λεστικής Επιτροπής από τις αρμόδιες υπηρεσίες του Δή-μου σε συνεργασία με τον Γενικό Διευθυντή.,RespA
4. Συμμετέχει στις διαδικασίες κατάρτισης του Επι-χειρησιακού Σχεδίου και των Ετησίων Προγραμμάτων Δράσης του Δήμου και παρακολουθεί την επίτευξη των περιοδικών στόχων και την υλοποίηση των αντίστοιχων προγραμμάτων που αποφασίζονται από τα πολιτικά όρ-γανα του Δήμου.,RespA
5. Μεριμνά για την έγκαιρη ετοιμασία των περιοδικών απολογισμών δράσης του Δήμου σύμφωνα προς τα αντί-στοιχα προγράμματα ή τις συγκεκριμένες αποφάσεις και ενημερώνει σχετικά την Εκτελεστική Επιτροπή.,RespA
6. Οργανώνει κάθε νέα υπηρεσία που δημιουργείται στο Δήμο και μεριμνά για τη συνεχή βελτίωση της αποτε-λεσματικής δράσης των υπηρεσιών του Δήμου την προ-σαρμογή της λειτουργίας τους στις ανάγκες της τοπικής κοινωνίας και τη βελτίωση της απόδοσης του στελεχικού δυναμικού και των τεχνικών μέσων του Δήμου.,RespA
7. Δύναται να συγκαλεί περιοδικά ή κατά περίπτωση Συντονιστικά Συμβούλια στα οποία μετέχουν με εκπρο-σώπους τους το σύνολο ή μέρος (ανάλογα με ομοιογενή θεματικά αντικείμενα) των υπηρεσιών του Δήμου.,RespA
8. Παρακολουθεί τις δραστηριότητες των νομικών προσώπων του Δήμου και συνεργάζεται με τις διοικήσεις τους ώστε να εξασφαλίζεται η εναρμόνιση των αποτε-λεσμάτων από την δραστηριοποίησή τους προς τους στόχους του Δήμου.,RespA
9. Υπογράφει τις αποφάσεις χορήγησης αδειών με ή χωρίς αποδοχές και μετακίνησης εκτός έδρας στο εσω-τερικό και εξωτερικό των υπαλλήλων του Δήμου.TΗΣ ΚΥΒΕΡΝΗΣΕΩΣ 4147,RespA
10. Υπογράφει έγγραφα σύμφωνα με τις δικαιοδοσίες που του εκχωρεί ο Δήμαρχος.,RespA
Άρθρο 4,Non-RespA
Αρμοδιότητες Γραφείου Δημάρχου,RespA
Το Γραφείο Δημάρχου παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τον Δήμαρχο και ιδίως:,Non-RespA
1. Προγραμματίζει οργανώνει και ρυθμίζει τις συνα-ντήσεις του Δημάρχου.,RespA
2. Διεξάγει και διεκπεραιώνει την προσωπική αλλη-λογραφία του Δημάρχου και τηρεί το πρωτόκολλο και το αρχείο αυτής.,RespA
3. Τηρεί αρχείο των κάθε είδους αποφάσεων του Δή-μου προς χρήση του Δημάρχου καθώς και κάθε άλλο στοιχείο σύμφωνα με τις κατευθύνσεις του Δημάρχου.,RespA
4. Παρέχει κάθε είδους διοικητική και γραμματειακή υποστήριξη προς τους κατέχοντες θέσεις Ειδικών Συμ-βούλων ή Ειδικών Συνεργατών ή Επιστημονικών Συνερ-γατών.,RespA
Άρθρο 5,Non-RespA
Αρμοδιότητες Νομικής Υπηρεσίας,RespA
Η Νομική Υπηρεσία παρέχει νομική υποστήριξη προς τα αιρετά όργανα του Δήμου και τις δημοτικές υπηρεσίες για την προώθηση των επιδιώξεων/στόχων/συμφερό-ντων του Δήμου. Ειδικότερα η Υπηρεσία:,RespA
1. Παρέχει νομικές συμβουλές και γνωμοδοτήσεις προς τα πολιτικά όργανα διοίκησης του Δήμου (Δημο-τικό Συμβούλιο Επιτροπές Δήμαρχος κ.λπ.) διασφαλί-ζοντας το νομότυπο των πράξεων του Δήμου.,RespA
2. Παρέχει νομικές συμβουλές και κατευθύνσεις προς τις επί μέρους υπηρεσίες του Δήμου καθώς και στα ιδρύ-ματα και στα άλλα νομικά πρόσωπα του Δήμου για τη διασφάλιση του νομότυπου των δράσεων τους.,RespA
3. Επεξεργάζεται και γνωμοδοτεί για πράξεις της δη-μόσιας διοίκησης που αφορούν το Δήμο.,RespA
4. Επεξεργάζεται και ελέγχει νομικά όλες τις συμβάσεις που συνάπτει ο Δήμος με τρίτους καθώς και τις προκη-ρύξεις του Δήμου για την ανάθεση έργων προμηθειών και υπηρεσιών σε τρίτους.,RespA
5. Εκπροσωπεί τον Δήμο σε νομικές υποθέσεις εντός και εκτός των Δικαστηρίων και των Διοικητικών Αρχών για την προάσπιση των συμφερόντων του Δήμου.,RespA
6. Παρακολουθεί την σχετική νομοθεσία και νομολογία και τηρεί και επικαιροποιεί αρχείο με τις νομοθετικές και κανονιστικές ρυθμίσεις που ενδιαφέρουν το Δήμο.,RespA
7. Τηρεί το αναγκαίο αρχείο εγγράφων και πληροφο-ριών για τις ανάγκες της Νομικής Υπηρεσίας.,RespA
Άρθρο 6,Non-RespA
Αρμοδιότητες Αυτοτελούς Τμήματος Προσχολικής Αγωγής (Παιδικοί Σταθμοί),RespA
Ο Προϊστάμενος του Τμήματος:,Non-RespA
1. Προΐσταται όλου του προσωπικού και της υπηρεσίας εν γένει την οποία συντονίζει διευθύνει και εποπτεύει για την εύρυθμη λειτουργία της. Σε περίπτωση απουσίας του αναπληρώνεται από τον νόμιμο αναπληρωτή του.,RespA
2. Είναι αρμόδιος και επιμελείται σε συνεργασία με τους παιδαγωγούς για την εφαρμογή των σύγχρονων απόψεων της Παιδαγωγικής και της Ψυχολογίας.4148 ΕΦΗΜΕΡΙ∆Α TΗΣ,RespA
3. Εποπτεύει συντονίζει και κατευθύνει το παιδαγωγι-κό έργο των τμημάτων.,RespA
4. Τοποθετεί το εκπαιδευτικό προσωπικό σύμφωνα με τις ανάγκες του εκπαιδευτικού προγράμματος του παιδικού σταθμού και κατανέμει το λοιπό προσωπικό σύμφωνα με τις ανάγκες της υπηρεσίας.,RespA
5. Καθοδηγεί το προσωπικό επί διαφόρων θεμάτων υπηρεσιακής φύσης και ελέγχει τις ενέργειες και τη νό-μιμη εκτέλεση των καθηκόντων του.,RespA
6. Εισηγείται τη διοργάνωση εκδηλώσεων και κατευθύ-νει τους παιδαγωγούς των τμημάτων στην προετοιμασία και διεξαγωγή των προγραμμάτων.,RespA
7. Παραλαμβάνει αποσφραγίζει και χαρακτηρίζει την αλληλογραφία που απευθύνεται στο τμήμα.,RespA
8. Παρακολουθεί την νομοθεσία και νομολογία που εν-διαφέρει το τμήμα και ενημερώνει σχετικά την υπηρεσία.,RespA
9. Ενημερώνει τον Δήμαρχο επί θεμάτων που αφορούν την λειτουργία της υπηρεσίας και επί των γενικών θεμά-των που ενδιαφέρουν το τμήμα.,RespA
10. Εισηγείται κάθε θέμα που αφορά τη λειτουργία το προσωπικό τους γονείς και την υλικοτεχνική υποδομή των Παιδικών Σταθμών όπως:,RespA
- Τον αριθμό και τις ειδικότητες του προσωπικού που είναι αναγκαίο προκειμένου να διασφαλιστεί η εύρυθμη λειτουργία του.,RespA
- Το παιδαγωγικό υλικό και τον πάσης φύσεως εξο-πλισμό.,RespA
- Τις απαραίτητες εργασίες για την επισκευή και συ-ντήρηση των κτιρίων.,RespA
- Την επιμόρφωση του προσωπικού.,RespA
11. Τηρεί το αρχείο του τμήματος.,RespA
12. Είναι υπεύθυνος για την τήρηση του ωραρίου του προσωπικού έτσι ώστε να υπάρχει πάντα το απαιτούμε-νο παιδαγωγικό προσωπικό κατά την προσέλευση και αποχώρηση των παιδιών. Οι υπάλληλοι του κλάδου προ-σωπικού καθαριότητας και μαγειρείου προσέρχονται εκ περιτροπής και σύμφωνα με απόφαση του Προϊσταμένου.,RespA
13. Προγραμματίζει και εγκρίνει τις άδειες αυτού ώστε να μην δημιουργούνται λειτουργικά προβλήματα στο σταθμό.,RespA
14. Ασκεί καθήκοντα διαχειριστή σε περίπτωση που δεν έχει οριστεί άλλος υπάλληλος με την βοήθεια του παιδαγωγικού προσωπικού εφόσον υπάρχει πληρότη-τα αυτού. Ειδικότερα για κάθε κατηγορία προσωπικού ισχύουν τα παρακάτω:,RespA
1. Παιδαγωγικό προσωπικό:,RespA
α) Φροντίζει για τη σωστή ψυχοσωματική υγεία και ψυχοκινητική εξέλιξη των παιδιών με εξατομίκευση του ημερήσιου προγράμματος ανάλογα με την ηλικία και τις ανάγκες τους.,RespA
Απασχολεί τα παιδιά σύμφωνα με το ημερήσιο πρό-γραμμα απασχόλησης.,RespA
β) Εισηγείται στις αρμόδιες υπηρεσίες του Δήμου τις ανάγκες εφοδιασμού του σταθμού με εκπαιδευτικά ψυ-χαγωγικά κ.λπ. είδη (βιβλία παιχνίδια είδη καθαριότη-τας κ.λπ.) και ευθύνεται για την συντήρησή τους και την απώλεια ή αδικαιολόγητη καταστροφή τους.,RespA
γ) Καταρτίζει το ετήσιο μηνιαίο εβδομαδιαίο και το ημερήσιο παιδαγωγικό πρόγραμμα του τομέα που ανα-Σ ΚΥΒΕΡΝΗΣΕΩΣ Τεύχος B’ 443/05.02.2021,RespA
λαμβάνει σύμφωνα με τα ισχύοντα για ανάλογες ηλικίες παιδιών εκπαιδευτικά προγράμματα του Υπουργείου Παιδείας και το υποβάλλει στο Γραφείο Προϊσταμένης ενώ ταυτόχρονα ενημερώνει τους γονείς στην πρώτη συγκέντρωση γονέων σχετικά με το πρόγραμμα αγωγής.,RespA
δ) Ασκεί σε όλη τη διάρκεια της ημέρας το παιδαγω-γικό έργο εντάσσοντας τους σκοπούς αγωγής σε όλες τις δραστηριότητες των παιδιών.,RespA
ε) Μεθοδεύει και συντονίζει παιδαγωγικά προγράμ-ματα κύκλους εκπαιδευτικών δραστηριοτήτων παι-δαγωγικά εργαστήρια και άλλες παιδ. δραστηριότητες σύμφωνα με τα επιστημονικά δεδομένα.,RespA
